都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1344696,3964610,17384,4,717238,4567,605507
青森県,280349,415661,4152,0,151129,648,124420
岩手県,235312,723896,3161,2,103563,617,127971
宮城県,538864,1328083,21129,2,204624,958,312153
秋田県,200886,81563,8346,0,89825,600,102115
山形県,228003,376192,6481,1,90443,363,130716
福島県,406068,1156057,3568,0,180682,850,220968
茨城県,637840,2491785,19603,1,301424,1293,315520
栃木県,423687,1290552,5252,0,215803,1076,201556
群馬県,441200,1281054,7730,1,225131,1097,207242
埼玉県,1800602,5309056,17409,1,1160893,3979,618321
千葉県,1465556,3896640,15872,2,904076,3924,541684
東京都,4347787,12319093,47181,3,3093983,8068,1198555
神奈川県,2220168,7289216,3393,7,1450734,4311,761730
新潟県,459079,1350077,6346,3,223993,445,228295
富山県,237309,509998,3074,1,123822,315,110098
石川県,279312,763788,3850,0,155716,509,119237
福井県,200629,613941,1810,0,110918,196,87705
山梨県,191252,826529,1155,0,93672,415,96010
長野県,460934,1511438,1375,0,459362,877,680
岐阜県,542866,1876887,47,0,284881,1116,256822
静岡県,867526,2593494,8055,0,478956,1403,379112
愛知県,2111759,5915475,2714,2,2103716,4322,1007
三重県,461006,1191912,10057,0,226621,1050,223278
滋賀県,374113,1394809,5220,0,225722,676,142495
京都府,678218,1596076,12787,5,459222,1658,204551
大阪府,2831599,13039142,15073,6,2032077,8504,775945
兵庫県,1469040,2465506,12826,1,986750,3887,465577
奈良県,346507,1036553,29827,1,195268,873,120539
和歌山県,239699,319456,38,1,129448,523,109690
鳥取県,142631,1170495,9165,0,44778,265,88423
島根県,168906,548079,366,0,168169,300,71
岡山県,491590,1260400,574,1,489886,855,275
広島県,803832,3358647,15807,2,409656,1366,377003
山口県,314889,1229898,2880,0,158495,752,152762
徳島県,167121,469177,1301,0,90741,421,74658
香川県,253208,578026,2594,1,138120,620,111874
愛媛県,316841,1009988,3703,2,156705,695,155738
高知県,169473,494109,4977,0,94023,600,69873
福岡県,1587370,3918607,26406,0,1029285,3189,528490
佐賀県,261233,377021,12722,0,125171,493,122847
長崎県,336973,1185678,21238,0,177499,646,137590
熊本県,535353,540288,6766,0,320699,1310,206578
大分県,303800,1009928,2095,0,172076,774,128855
宮崎県,320453,238860,3748,0,189320,777,126608
鹿児島県,442787,946835,389,0,286186,886,155326
沖縄県,578373,1443184,757,0,494076,1012,82528
