都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1288619,3964610,18253,9,717238,4271,548857
青森県,268327,415661,4501,3,151129,580,112117
岩手県,220055,642035,3338,0,103563,518,112636
宮城県,505276,1194701,22025,16,204624,834,277793
秋田県,189804,81563,8718,4,89825,520,90741
山形県,213860,353479,6881,0,90443,335,116201
福島県,376529,1156057,3568,3,180682,536,191743
茨城県,594354,1985898,20986,18,301424,1111,270833
栃木県,391915,1167956,5829,10,215803,906,169377
群馬県,413331,1153989,8314,9,225131,933,178953
埼玉県,1721546,4882172,19331,39,1160893,3294,538028
千葉県,1391020,3484227,18804,37,904076,3279,464861
東京都,4203322,11259936,52451,44,3093983,7273,1049615
神奈川県,2121147,6320643,49039,60,1450734,3815,617559
新潟県,428102,1219964,6607,4,223993,333,197169
富山県,220967,459930,3330,4,123822,283,93532
石川県,262243,763788,4147,2,155716,443,101937
福井県,187541,557007,2154,0,110918,169,74300
山梨県,176094,728368,1473,1,93672,312,80637
長野県,422061,1362497,13698,2,406482,758,1123
岐阜県,503900,1669147,824,6,284881,960,217235
静岡県,796866,2311748,9262,18,478956,1087,307561
愛知県,2000139,5186745,58134,40,1918835,3778,19392
三重県,422516,1058026,10413,3,226621,850,184632
滋賀県,350304,1213350,5670,9,225722,566,118346
京都府,646198,1464655,13490,71,459222,1423,172063
大阪府,2714167,11728755,80250,89,2032077,7636,594204
兵庫県,1388281,2465506,14038,30,986750,3433,384060
奈良県,326800,920837,30148,17,195268,723,100661
和歌山県,221345,319456,241,9,129448,440,91216
鳥取県,129408,1037526,9317,0,44778,216,75097
島根県,154235,485658,4288,1,149014,246,687
岡山県,457844,1113228,26705,14,412307,718,18114
広島県,746685,3307341,16635,16,409656,1137,319257
山口県,287666,1086364,3232,2,158495,639,125300
徳島県,151668,413876,1549,3,90741,338,59040
香川県,233644,516373,3088,3,138120,519,91917
愛媛県,291369,888396,4082,1,156705,555,130027
高知県,154572,494109,5156,7,94023,511,54882
福岡県,1509165,3918607,31003,25,1029285,2703,446174
佐賀県,247953,377021,13091,5,125171,412,109279
長崎県,317107,1013069,23810,5,177499,500,115298
熊本県,507296,540288,7863,26,320699,1090,177644
大分県,283921,1009928,2450,2,172076,564,108831
宮崎県,303251,238860,4072,3,189320,651,109208
鹿児島県,415066,897707,10216,11,286186,720,117944
沖縄県,565290,1346373,8438,8,494076,851,61925
