都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1029264,3646591,18778,12,717238,3113,290135
青森県,192356,415661,4532,2,151129,378,36317
岩手県,147500,541569,3382,1,103563,252,40303
宮城県,344476,1039965,22309,19,204624,495,117048
秋田県,137680,78366,8768,1,89825,310,38777
山形県,156592,320217,6915,1,90443,246,58988
福島県,253691,1156057,3568,1,180682,340,69101
茨城県,426313,1985898,20523,10,301424,758,103608
栃木県,273325,1038341,5637,4,215803,572,51313
群馬県,289693,1002206,8305,3,225131,578,55679
埼玉県,1338744,4293234,18897,20,1160893,2579,156375
千葉県,1060792,3146212,16855,12,904076,2721,137140
東京都,3468005,10105779,51533,20,3093983,6141,316348
神奈川県,1670714,5368234,41034,29,1450734,3144,175802
新潟県,300130,1072642,6668,4,223993,198,69271
富山県,160976,403521,3403,2,123822,197,33554
石川県,195245,763788,4054,0,155716,312,35163
福井県,135321,493162,2050,0,110918,114,22239
山梨県,120940,614030,1563,0,93672,182,25523
長野県,296037,1183705,18617,2,274744,432,2244
岐阜県,351583,1434686,663,1,284881,676,65363
静岡県,563166,2016399,8402,1,478956,798,75010
愛知県,1531983,4519306,40891,24,1476975,3053,11064
三重県,293046,911828,10278,2,226621,572,55575
滋賀県,266550,1063719,5509,3,225722,378,34941
京都府,518322,1299254,13286,39,459222,1150,44664
大阪府,2263052,10553480,44694,21,2032077,6713,179568
兵庫県,1095009,2465506,13403,10,986750,2975,91881
奈良県,252075,807864,29958,8,195268,580,26269
和歌山県,155289,319456,223,5,129448,286,25332
鳥取県,78750,827368,9276,0,44778,101,24595
島根県,102547,412406,3535,1,98035,113,864
岡山県,322187,951038,8253,5,300660,452,12822
広島県,516418,2951776,16328,4,409656,848,89586
山口県,191942,901613,3037,2,158495,415,29995
徳島県,105789,366423,1414,0,90741,198,13436
香川県,165426,450511,2820,2,138120,321,24165
愛媛県,189547,711418,3905,1,156705,317,28620
高知県,111330,494109,5035,1,94023,321,11951
福岡県,1158108,3918607,27427,4,1029285,2078,99318
佐賀県,174341,377021,12899,1,125171,257,36014
長崎県,233672,859380,21676,1,177499,348,34149
熊本県,363571,540288,7144,4,320699,684,35044
大分県,196552,993586,2229,2,172076,403,21844
宮崎県,213051,238860,3856,1,189320,400,19475
鹿児島県,318273,776124,1858,2,286186,560,29669
沖縄県,517232,1258046,2608,7,494076,813,19735
