"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",764832,17831,717238,2618,1,27145,3183489,"JP-01"
"Aomori","青森県",159272,4253,151129,308,1,3582,415661,"JP-02"
"Iwate","岩手県",110902,3234,103563,196,0,3909,468836,"JP-03"
"Miyagi","宮城県",265096,21418,204624,401,1,38653,924720,"JP-04"
"Akita","秋田県",103619,8438,89825,231,0,5125,75365,"JP-05"
"Yamagata","山形県",109674,6563,90443,195,0,12473,290796,"JP-06"
"Fukushima","福島県",191764,3568,180682,260,0,7254,1156057,"JP-07"
"Ibaraki","茨城県",370125,19949,301424,693,2,48059,1815549,"JP-08"
"Tochigi","栃木県",228196,5390,215803,503,2,6500,968731,"JP-09"
"Gunma","群馬県",241303,8021,225131,475,2,7676,910836,"JP-10"
"Saitama","埼玉県",1204387,17907,1160893,2426,6,23161,3998606,"JP-11"
"Chiba","千葉県",958688,16326,904076,2596,2,35690,2912854,"JP-12"
"Tokyo","東京都",3197303,48710,3093983,5904,9,48706,9497577,"JP-13"
"Kanagawa","神奈川県",1505700,15279,1450734,3002,18,36685,4816479,"JP-14"
"Niigata","新潟県",238473,6475,223993,167,2,7838,969216,"JP-15"
"Toyama","富山県",132096,3198,123822,179,0,4897,370030,"JP-16"
"Ishikawa","石川県",164990,3936,155716,284,0,5054,763788,"JP-17"
"Fukui","福井県",116106,1882,110918,99,0,3207,460154,"JP-18"
"Yamanashi","山梨県",97433,1220,93672,157,0,2384,543086,"JP-19"
"Nagano","長野県",214561,5071,208724,351,0,415,1045614,"JP-20"
"Gifu","岐阜県",298385,4981,284881,597,0,7926,1316280,"JP-21"
"Shizuoka","静岡県",500198,8250,478956,753,2,12239,1850415,"JP-22"
"Aichi","愛知県",1376295,12165,1360412,2886,7,832,4174818,"JP-23"
"Mie","三重県",258245,10135,226621,540,2,20949,846333,"JP-24"
"Shiga","滋賀県",237072,5310,225722,331,0,5709,979150,"JP-25"
"Kyoto","京都府",481755,12888,459222,1089,20,8556,1220242,"JP-26"
"Osaka","大阪府",2115892,29770,2032077,6504,20,47541,9845950,"JP-27"
"Hyogo","兵庫県",1016105,13010,986750,2881,6,13464,2465506,"JP-28"
"Nara","奈良県",229920,29864,195268,534,3,4254,748180,"JP-29"
"Wakayama","和歌山県",135385,68,129448,253,0,5616,319456,"JP-30"
"Tottori","鳥取県",64516,9190,44778,78,0,10470,728912,"JP-31"
"Shimane","島根県",84353,1398,82696,95,0,164,368464,"JP-32"
"Okayama","岡山県",279623,3912,273230,412,4,2069,871130,"JP-33"
"Hiroshima","広島県",437147,16004,409656,769,2,10718,2749321,"JP-34"
"Yamaguchi","山口県",167052,2956,158495,391,1,5210,842776,"JP-35"
"Tokushima","徳島県",94502,1352,90741,175,1,2234,334837,"JP-36"
"Kagawa","香川県",144347,2637,138120,297,3,3293,410738,"JP-37"
"Ehime","愛媛県",164741,3756,156705,289,1,3991,642937,"JP-38"
"Kochi","高知県",101496,5043,94023,298,1,2132,494109,"JP-39"
"Fukuoka","福岡県",1088038,26832,1029285,1982,3,29939,3918607,"JP-40"
"Saga","佐賀県",159086,12791,125171,227,0,20897,377021,"JP-41"
"Nagasaki","長崎県",214690,21411,177499,331,3,15449,770191,"JP-42"
"Kumamoto","熊本県",334118,6985,320699,645,2,5789,540288,"JP-43"
"Oita","大分県",178087,2167,172076,387,1,3457,912696,"JP-44"
"Miyazaki","宮崎県",197755,3828,189320,372,3,4235,238860,"JP-45"
"Kagoshima","鹿児島県",302322,1569,286186,547,0,14020,749240,"JP-46"
"Okinawa","沖縄県",503525,2966,494076,753,6,5730,1196892,"JP-47"
