都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1360628,3964610,17435,4,717238,4605,621350
青森県,283220,415661,4163,0,151129,667,127261
岩手県,237639,740725,3161,1,103563,623,130292
宮城県,543436,1359513,21157,1,204624,969,316686
秋田県,203444,81563,8381,0,89825,603,104635
山形県,230832,380397,6477,0,90443,369,133543
福島県,409834,1156057,3568,0,180682,856,224728
茨城県,641846,2491785,19573,1,301424,1300,319549
栃木県,427331,1313860,5264,1,215803,1086,205178
群馬県,444329,1306498,7763,0,225131,1106,210329
埼玉県,1813051,5399338,17423,5,1160893,4006,630729
千葉県,1476589,3961871,15802,0,904076,3943,552768
東京都,4381730,12581242,47595,6,3093983,8109,1232043
神奈川県,2236902,7505263,5242,8,1450734,4332,776594
新潟県,465185,1391450,6396,1,223993,455,234341
富山県,240309,519420,3099,1,123822,324,113064
石川県,282610,763788,3862,0,155716,522,122510
福井県,202478,625522,1816,0,110918,200,89544
山梨県,193487,833099,1134,0,93672,419,98262
長野県,466632,1547150,1711,0,464471,895,445
岐阜県,547439,1916018,107,0,284881,1124,261327
静岡県,872145,2649706,8044,2,478956,1408,383737
愛知県,2122947,6040367,3221,2,2113560,4356,1810
三重県,463716,1222295,10044,1,226621,1067,225984
滋賀県,376304,1416588,5211,0,225722,678,144693
京都府,683930,1621605,12807,16,459222,1671,210230
大阪府,2849129,13327625,18097,7,2032077,8552,790403
兵庫県,1476941,2465506,12855,3,986750,3908,473428
奈良県,349195,1057577,29839,0,195268,880,123208
和歌山県,241209,319456,17,0,129448,530,111214
鳥取県,143917,1192306,9152,0,44778,267,89720
島根県,169772,560152,314,0,169061,303,94
岡山県,493749,1279100,621,2,491600,856,672
広島県,810692,3366184,15833,1,409656,1373,383830
山口県,316715,1253825,2877,0,158495,756,154587
徳島県,168050,478067,1289,0,90741,421,75599
香川県,255160,588997,2554,1,138120,626,113860
愛媛県,318943,1029822,3739,2,156705,698,157801
高知県,170106,494109,4972,0,94023,602,70509
福岡県,1595301,3918607,26440,2,1029285,3204,536372
佐賀県,262250,377021,12717,0,125171,496,123866
長崎県,338471,1211415,21257,0,177499,647,139068
熊本県,537333,540288,6763,1,320699,1316,208555
大分県,305542,1009928,2106,0,172076,781,130579
宮崎県,321616,238860,3754,0,189320,778,127764
鹿児島県,444559,951230,308,1,286186,893,157172
沖縄県,582822,1461094,1736,1,494076,1016,85994
