都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1336569,3964610,17366,3,717238,4544,597421
青森県,278682,415661,4172,0,151129,640,122741
岩手県,234104,710413,3160,0,103563,614,126767
宮城県,535760,1300524,21201,3,204624,947,308988
秋田県,199687,81563,8386,1,89825,594,100882
山形県,225996,372355,6509,0,90443,358,128686
福島県,402826,1156057,3568,3,180682,839,217737
茨城県,635566,1985898,19612,0,301424,1282,313248
栃木県,421137,1269448,5287,2,215803,1065,198982
群馬県,438981,1258380,7780,0,225131,1088,204982
埼玉県,1793965,5230842,17492,7,1160893,3934,611646
千葉県,1459188,3824278,15905,4,904076,3898,535309
東京都,4329953,12106019,47210,6,3093983,8029,1180731
神奈川県,2211143,7098873,2850,5,1450734,4271,753288
新潟県,454781,1320430,6362,1,223993,437,223989
富山県,236107,501123,3094,0,123822,313,108878
石川県,277727,763788,3848,0,155716,505,117658
福井県,199329,606129,1803,0,110918,196,86412
山梨県,189806,820966,1146,0,93672,407,94581
長野県,456706,1484153,1531,0,455014,865,704
岐阜県,539922,1839177,92,1,284881,1105,253844
静岡県,864421,2540255,8076,0,478956,1387,376002
愛知県,2104049,5793545,3168,2,2095642,4298,941
三重県,458914,1169270,10042,0,226621,1041,221210
滋賀県,372761,1374024,5239,0,225722,672,141128
京都府,675558,1574951,12802,12,459222,1651,201883
大阪府,2822667,12811156,14895,15,2032077,8435,767260
兵庫県,1463980,2465506,12827,4,986750,3829,460574
奈良県,345117,1019182,29824,0,195268,861,119164
和歌山県,238184,319456,42,2,129448,517,108177
鳥取県,141374,1150508,9174,0,44778,260,87162
島根県,167625,540742,436,1,166789,296,104
岡山県,489788,1239668,826,2,487816,845,301
広島県,798301,3345346,15814,0,409656,1353,371478
山口県,313050,1211226,2911,1,158495,746,150898
徳島県,166130,460554,1314,0,90741,418,73657
香川県,251872,568491,2572,2,138120,616,110564
愛媛県,315593,989757,3726,1,156705,692,154470
高知県,168874,494109,4984,1,94023,590,69277
福岡県,1582455,3918607,26551,3,1029285,3175,523444
佐賀県,260534,377021,12732,0,125171,491,122140
長崎県,335912,1160526,21301,2,177499,640,136472
熊本県,533471,540288,6814,1,320699,1299,204659
大分県,302588,1009928,2122,0,172076,768,127622
宮崎県,319548,238860,3758,0,189320,776,125694
鹿児島県,440719,941523,511,0,286186,883,153139
沖縄県,576796,1426994,724,1,494076,1007,80989
