都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1336828,3964610,17362,3,717238,4547,597681
青森県,278772,415661,4169,0,151129,640,122834
岩手県,234174,711877,3159,0,103563,614,126838
宮城県,535976,1301797,21185,2,204624,951,309216
秋田県,199726,81563,8387,1,89825,594,100920
山形県,226133,372355,6518,0,90443,359,128813
福島県,403009,1156057,3568,0,180682,839,217920
茨城県,635736,1985898,19611,0,301424,1286,313415
栃木県,421284,1271453,5288,1,215803,1065,199128
群馬県,439143,1259296,7771,0,225131,1088,205153
埼玉県,1794366,5235786,17476,5,1160893,3938,612059
千葉県,1459524,3824278,15908,4,904076,3899,535641
東京都,4330772,12114424,47206,6,3093983,8035,1181548
神奈川県,2211644,7098873,2697,4,1450734,4274,753939
新潟県,455062,1320456,6369,1,223993,437,224263
富山県,236160,501123,3091,0,123822,313,108934
石川県,277792,763788,3847,0,155716,505,117724
福井県,199376,606129,1802,0,110918,196,86460
山梨県,189897,820966,1135,0,93672,409,94681
長野県,457038,1484153,1466,0,455477,865,770
岐阜県,540104,1840991,90,1,284881,1108,254025
静岡県,864668,2540255,8079,0,478956,1389,376244
愛知県,2104450,5793545,2972,1,2096622,4300,556
三重県,459110,1169270,10043,0,226621,1041,221405
滋賀県,372835,1374981,5228,0,225722,672,141213
京都府,675693,1576675,12799,11,459222,1651,202021
大阪府,2823149,12833739,14621,14,2032077,8444,768007
兵庫県,1464306,2465506,12812,5,986750,3831,460913
奈良県,345248,1019182,29825,0,195268,861,119294
和歌山県,238275,319456,53,2,129448,517,108257
鳥取県,141454,1151786,9169,0,44778,262,87245
島根県,167705,540742,446,1,166919,296,44
岡山県,489908,1239668,826,2,487816,845,421
広島県,798817,3346929,15810,0,409656,1354,371997
山口県,313190,1211226,2910,1,158495,746,151039
徳島県,166199,461041,1311,0,90741,419,73728
香川県,251916,568491,2562,2,138120,617,110617
愛媛県,315679,989914,3716,1,156705,693,154565
高知県,168941,494109,4982,0,94023,592,69344
福岡県,1582781,3918607,26508,3,1029285,3176,523812
佐賀県,260573,377021,12726,0,125171,491,122185
長崎県,335978,1160526,21289,2,177499,641,136549
熊本県,533532,540288,6814,1,320699,1299,204720
大分県,302657,1009928,2113,0,172076,768,127700
宮崎県,319611,238860,3760,0,189320,776,125755
鹿児島県,440881,942066,510,0,286186,883,153302
沖縄県,576852,1428372,705,1,494076,1007,81064
