都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1315903,3964610,17747,5,717238,4436,576482
青森県,274908,415661,4287,0,151129,629,118863
岩手県,228220,666099,3201,0,103563,591,120865
宮城県,522985,1234326,21413,8,204624,904,296044
秋田県,195600,81563,8516,3,89825,572,96687
山形県,220167,361730,6520,0,90443,349,122855
福島県,392109,1156057,3568,0,180682,728,207131
茨城県,623768,1985898,20138,15,301424,1236,300970
栃木県,410769,1212051,5573,8,215803,992,188401
群馬県,430171,1198403,7988,7,225131,1021,196031
埼玉県,1770473,5029542,18386,22,1160893,3666,587528
千葉県,1439085,3630110,17393,20,904076,3645,513971
東京都,4289228,11606956,49204,41,3093983,7744,1138297
神奈川県,2182828,6622945,16432,33,1450734,4065,711597
新潟県,442924,1255557,6426,1,223993,389,212116
富山県,230103,475765,3223,4,123822,303,102755
石川県,271932,763788,3946,0,155716,478,111792
福井県,195120,570926,1975,1,110918,188,82039
山梨県,185030,766831,1280,1,93672,369,89709
長野県,442284,1408430,5519,1,436882,824,941
岐阜県,526693,1741029,383,3,284881,1049,240380
静岡県,843067,2410630,8724,3,478956,1282,354105
愛知県,2070951,5430885,18886,25,2044077,4095,3893
三重県,446659,1100973,10187,5,226621,988,208863
滋賀県,365505,1261193,5411,1,225722,626,133746
京都府,665684,1512630,13130,34,459222,1568,191764
大阪府,2787282,12175208,32131,63,2032077,8157,714917
兵庫県,1438977,2465506,13367,25,986750,3670,435190
奈良県,339097,964555,29963,9,195268,794,113072
和歌山県,232021,319456,167,6,129448,494,101912
鳥取県,136557,1093431,9224,0,44778,247,82308
島根県,161876,510211,1370,1,159816,275,415
岡山県,479771,1160228,6738,6,467704,800,4529
広島県,780870,3306311,16118,6,409656,1268,353828
山口県,303488,1147876,3090,0,158495,704,141199
徳島県,160325,431079,1400,1,90741,389,67795
香川県,245957,539119,2802,4,138120,576,104459
愛媛県,306370,934618,3873,4,156705,644,145148
高知県,164594,494109,5086,4,94023,553,64932
福岡県,1558406,3918607,28030,12,1029285,3015,498076
佐賀県,256460,377021,12862,1,125171,459,117968
長崎県,329629,1083129,22308,2,177499,594,129228
熊本県,525618,540288,7160,12,320699,1226,196533
大分県,295911,1009928,2247,1,172076,710,120878
宮崎県,314760,238860,3878,3,189320,741,120821
鹿児島県,431867,923737,2613,5,286186,828,142240
沖縄県,572921,1381385,2372,4,494076,881,75592
