"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",61157,124,59570,1472,1,9,1221947,"JP-01"
"Aomori","青森県",5897,0,5859,38,0,0,100680,"JP-02"
"Iwate","岩手県",3487,0,3434,53,0,0,131796,"JP-03"
"Miyagi","宮城県",16280,2,16160,118,0,0,258036,"JP-04"
"Akita","秋田県",1927,2,1898,27,0,0,27411,"JP-05"
"Yamagata","山形県",3582,27,3499,56,0,0,109886,"JP-06"
"Fukushima","福島県",9487,1,9310,176,1,0,452259,"JP-07"
"Ibaraki","茨城県",24449,0,24229,220,0,0,40554,"JP-08"
"Tochigi","栃木県",15485,6,15362,117,0,0,513421,"JP-09"
"Gunma","群馬県",16906,58,16672,176,2,0,333592,"JP-10"
"Saitama","埼玉県",115857,67,114733,1057,5,0,1589477,"JP-11"
"Chiba","千葉県",100481,25,99418,1028,0,10,1185884,"JP-12"
"Tokyo","東京都",382207,166,378874,3167,4,0,4014441,"JP-13"
"Kanagawa","神奈川県",169296,88,167894,1314,2,0,1761586,"JP-14"
"Niigata","新潟県",8030,14,7955,61,0,0,311536,"JP-15"
"Toyama","富山県",4868,0,4816,52,0,0,127261,"JP-16"
"Ishikawa","石川県",7969,1,7817,129,0,22,207775,"JP-17"
"Fukui","福井県",3115,0,3077,38,0,0,124327,"JP-18"
"Yamanashi","山梨県",5156,0,5127,29,0,0,127517,"JP-19"
"Nagano","長野県",8885,1,8843,97,0,56,352965,"JP-20"
"Gifu","岐阜県",19260,16,19024,218,0,2,454522,"JP-21"
"Shizuoka","静岡県",26791,9,26571,209,0,2,694765,"JP-22"
"Aichi","愛知県",106598,51,105386,1161,0,0,1454091,"JP-23"
"Mie","三重県",14815,3,14976,163,0,327,258315,"JP-24"
"Shiga","滋賀県",12432,3,12325,104,0,0,285133,"JP-25"
"Kyoto","京都府",35991,16,35683,291,0,1,456494,"JP-26"
"Osaka","大阪府",203166,130,199972,3064,7,0,4033897,"JP-27"
"Hyogo","兵庫県",78692,54,77242,1396,5,0,827802,"JP-28"
"Nara","奈良県",15933,3,15781,149,0,0,273502,"JP-29"
"Wakayama","和歌山県",5303,1,5135,62,0,105,67485,"JP-30"
"Tottori","鳥取県",1669,0,1639,5,0,25,163067,"JP-31"
"Shimane","島根県",1732,2,1725,5,0,0,62214,"JP-32"
"Okayama","岡山県",15543,62,15321,136,1,24,298358,"JP-33"
"Hiroshima","広島県",22175,17,21956,202,0,0,962177,"JP-34"
"Yamaguchi","山口県",5792,4,5695,93,0,0,206698,"JP-35"
"Tokushima","徳島県",3291,1,3224,66,0,0,113299,"JP-36"
"Kagawa","香川県",4705,0,4666,38,0,1,140536,"JP-37"
"Ehime","愛媛県",5412,2,5328,82,0,0,167414,"JP-38"
"Kochi","高知県",4167,0,4134,33,0,0,105447,"JP-39"
"Fukuoka","福岡県",74628,41,73953,625,4,9,1377131,"JP-40"
"Saga","佐賀県",5866,0,5891,30,0,55,115869,"JP-41"
"Nagasaki","長崎県",6119,0,6046,73,0,0,196851,"JP-42"
"Kumamoto","熊本県",14395,0,14259,136,0,0,124741,"JP-43"
"Oita","大分県",8187,1,8102,84,0,0,293715,"JP-44"
"Miyazaki","宮崎県",6151,0,6094,41,0,16,73043,"JP-45"
"Kagoshima","鹿児島県",9103,0,9037,66,0,0,174478,"JP-46"
"Okinawa","沖縄県",50317,15,49910,398,0,6,424178,"JP-47"
