都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1327075,3964610,17636,4,717238,4490,587711
青森県,276717,415661,4173,0,151129,638,120777
岩手県,231718,682197,3189,0,103563,598,124368
宮城県,529988,1263457,21368,8,204624,926,303070
秋田県,197705,81563,8411,1,89825,581,98888
山形県,222962,365411,6471,1,90443,354,125694
福島県,397351,1156057,3568,0,180682,808,212293
茨城県,631250,1985898,19766,8,301424,1267,308793
栃木県,416654,1235370,5381,6,215803,1041,194429
群馬県,435126,1225924,7847,4,225131,1055,201093
埼玉県,1783887,5117673,17793,17,1160893,3805,601396
千葉県,1451116,3698650,16593,10,904076,3801,526646
東京都,4311407,11803439,47895,12,3093983,7902,1161627
神奈川県,2199697,6832968,6877,15,1450734,4188,737898
新潟県,448497,1280616,6357,0,223993,422,217725
富山県,233873,487235,3174,1,123822,306,106571
石川県,275364,763788,3887,3,155716,487,115274
福井県,197644,592379,1873,0,110918,195,84658
山梨県,187563,788940,1188,0,93672,385,92318
長野県,450492,1445202,2947,0,446962,842,259
岐阜県,534579,1788308,209,2,284881,1085,248404
静岡県,856574,2470571,8373,2,478956,1353,367892
愛知県,2091139,5617249,8385,12,2076055,4219,2480
三重県,454506,1138814,10120,5,226621,1025,216740
滋賀県,370103,1339479,5314,1,225722,657,138410
京都府,671607,1541465,12899,24,459222,1621,197865
大阪府,2809241,12458670,21861,34,2032077,8321,746982
兵庫県,1454940,2465506,13007,9,986750,3770,451413
奈良県,342862,989625,29883,1,195268,835,116876
和歌山県,236028,319456,106,3,129448,507,105967
鳥取県,139193,1117786,9189,0,44778,253,84973
島根県,165031,522108,1001,0,163526,290,214
岡山県,486259,1196273,3419,9,479753,825,2262
広島県,791004,3325005,15910,1,409656,1319,364119
山口県,309211,1172735,2981,0,158495,727,147008
徳島県,163803,446267,1358,1,90741,401,71303
香川県,249712,551967,2693,3,138120,600,108299
愛媛県,311547,954552,3819,3,156705,670,150353
高知県,167141,494109,5033,0,94023,577,67508
福岡県,1573335,3918607,27007,5,1029285,3121,513922
佐賀県,258884,377021,12766,0,125171,477,120470
長崎県,333361,1117669,22052,1,177499,622,133188
熊本県,530143,540288,6900,5,320699,1273,201271
大分県,300063,1009928,2190,0,172076,745,125052
宮崎県,317482,238860,3789,0,189320,766,123607
鹿児島県,437093,932941,1220,0,286186,862,148825
沖縄県,574940,1402393,894,1,494076,911,79059
