都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1350522,3964610,17367,3,717238,4581,611336
青森県,281537,415661,4167,0,151129,651,125590
岩手県,236306,731682,3174,1,103563,618,128951
宮城県,540729,1342340,21131,1,204624,963,314011
秋田県,201879,81563,8348,0,89825,603,103103
山形県,229260,378732,6473,0,90443,364,131980
福島県,407799,1156057,3568,0,180682,851,222698
茨城県,639814,2491785,19606,0,301424,1298,317486
栃木県,425261,1302155,5248,1,215803,1080,203130
群馬県,442537,1292273,7753,1,225131,1101,208552
埼玉県,1805594,5350022,17452,1,1160893,3989,623260
千葉県,1470344,3938748,15839,0,904076,3932,546497
東京都,4361647,12433556,47295,5,3093983,8085,1212284
神奈川県,2227106,7390840,3961,4,1450734,4323,768088
新潟県,461475,1367496,6351,1,223993,450,230681
富山県,238327,514476,3088,1,123822,320,111097
石川県,280688,763788,3889,0,155716,516,120567
福井県,201579,619260,1823,0,110918,200,88638
山梨県,192244,828906,1147,0,93672,418,97007
長野県,463371,1528862,1466,0,461601,881,577
岐阜県,544640,1894575,69,1,284881,1119,258571
静岡県,869582,2621405,8045,0,478956,1406,381175
愛知県,2116573,5972662,2783,3,2108271,4333,1186
三重県,462126,1208122,10038,0,226621,1059,224408
滋賀県,375084,1403994,5219,0,225722,678,143465
京都府,680795,1608686,12830,14,459222,1665,207078
大阪府,2838769,13174459,16489,7,2032077,8532,781671
兵庫県,1472289,2465506,12820,2,986750,3901,468818
奈良県,347665,1046268,29826,0,195268,875,121696
和歌山県,240468,319456,33,2,129448,527,110460
鳥取県,143225,1181004,9152,0,44778,267,89028
島根県,169328,554507,310,0,168668,301,49
岡山県,492553,1266338,525,1,490459,856,713
広島県,806940,3362165,15833,2,409656,1369,380082
山口県,315741,1241438,2881,0,158495,756,153609
徳島県,167610,473431,1291,0,90741,421,75157
香川県,254103,583248,2557,1,138120,624,112802
愛媛県,317741,1016201,3708,1,156705,696,156632
高知県,169758,494109,4980,0,94023,600,70155
福岡県,1590724,3918607,26413,1,1029285,3194,531832
佐賀県,261709,377021,12714,0,125171,494,123330
長崎県,337568,1197532,21246,0,177499,646,138177
熊本県,536234,540288,6742,3,320699,1311,207482
大分県,304493,1009928,2092,0,172076,776,129549
宮崎県,320934,238860,3755,0,189320,777,127082
鹿児島県,443644,948999,293,0,286186,893,156272
沖縄県,580007,1450940,1258,0,494076,1014,83659
