都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,944512,3517509,18722,6,717238,2904,205648
青森県,179879,415661,4388,1,151129,346,24016
岩手県,134164,519715,3325,1,103563,221,27055
宮城県,313509,999147,22041,8,204624,451,86393
秋田県,126448,77609,8797,3,89825,290,27536
山形県,142367,305862,6820,2,90443,233,44871
福島県,231016,1156057,3568,1,180682,319,46447
茨城県,405927,1985898,20422,8,301424,738,83343
栃木県,256390,1019022,5537,7,215803,547,34503
群馬県,271935,972888,8274,4,225131,541,37989
埼玉県,1290689,4211203,18616,19,1160893,2526,108654
千葉県,1023518,3068485,16584,5,904076,2689,100169
東京都,3373855,9956018,50832,26,3093983,6064,222976
神奈川県,1611658,5207346,31455,28,1450734,3100,126369
新潟県,277247,1045371,6611,4,223993,186,46457
富山県,150919,394491,3297,1,123822,189,23611
石川県,185109,763788,3990,2,155716,303,25100
福井県,128237,480936,2005,0,110918,104,15210
山梨県,112172,599588,1523,0,93672,175,16802
長野県,267929,1141431,16486,3,248852,393,2198
岐阜県,333089,1394821,541,0,284881,651,47016
静岡県,542456,1977393,8402,1,478956,792,54306
愛知県,1473249,4403957,28301,15,1432907,3015,9026
三重県,280752,887867,10163,1,226621,560,43408
滋賀県,256837,1030164,5418,3,225722,371,25326
京都府,505580,1274658,13140,32,459222,1138,32080
大阪府,2219137,10380631,37629,26,2032077,6661,142770
兵庫県,1070736,2465506,13257,11,986750,2949,67780
奈良県,244617,792088,29941,9,195268,565,18843
和歌山県,149609,319456,238,1,129448,278,19645
鳥取県,74001,800140,9235,0,44778,91,19897
島根県,96688,395495,3096,0,92639,102,851
岡山県,307704,937285,6421,2,294248,433,6602
広島県,489207,2892201,16221,3,409656,801,62529
山口県,185279,881730,3049,1,158495,409,23326
徳島県,102244,358276,1429,1,90741,191,9883
香川県,159333,440513,2745,2,138120,313,18155
愛媛県,181871,696119,3882,3,156705,303,20981
高知県,107863,494109,5042,0,94023,312,8486
福岡県,1134609,3918607,27074,3,1029285,2056,76194
佐賀県,168759,377021,12832,0,125171,244,30512
長崎県,227986,837504,21585,0,177499,339,28563
熊本県,354315,540288,7086,4,320699,668,25862
大分県,190101,971676,2197,0,172076,399,15429
宮崎県,208387,238860,3827,2,189320,394,14846
鹿児島県,313482,768679,1513,2,286186,553,25230
沖縄県,513574,1242319,2274,6,494076,808,16416
