都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1308286,3964610,17918,7,717238,4393,568737
青森県,273519,415661,4387,4,151129,620,117383
岩手県,225952,659013,3229,0,103563,575,118585
宮城県,518470,1220857,21523,8,204624,884,291439
秋田県,194171,81563,8616,1,89825,558,95172
山形県,218445,357380,6603,0,90443,342,121057
福島県,388091,1156057,3568,1,180682,569,203272
茨城県,616892,1985898,20385,21,301424,1197,293886
栃木県,405657,1197626,5598,9,215803,968,183288
群馬県,426125,1184772,8074,9,225131,995,191925
埼玉県,1758437,4983051,18687,29,1160893,3578,575279
千葉県,1427906,3586421,18060,29,904076,3536,502234
東京都,4269258,11481791,50064,32,3093983,7626,1117585
神奈川県,2167529,6511315,23634,33,1450734,3988,689173
新潟県,438813,1244004,6527,2,223993,373,207920
富山県,227607,469795,3284,3,123822,300,100201
石川県,269500,763788,3984,1,155716,472,109328
福井県,193361,564408,1990,2,110918,184,80269
山梨県,182931,756196,1326,1,93672,349,87584
長野県,436913,1390828,7581,1,429301,815,784
岐阜県,520823,1712910,489,3,284881,1024,234429
静岡県,831467,2378313,8868,8,478956,1247,342396
愛知県,2053683,5360608,26719,38,2017461,3992,5511
三重県,440724,1080771,10285,5,226621,947,202871
滋賀県,361520,1246457,5518,1,225722,617,129663
京都府,660543,1498260,13225,45,459222,1535,186561
大阪府,2769044,12031348,40192,86,2032077,8004,688771
兵庫県,1425710,2465506,13483,15,986750,3611,421866
奈良県,336100,952282,30047,11,195268,775,110010
和歌山県,229341,319456,189,4,129448,480,99224
鳥取県,134835,1080260,9261,0,44778,238,80558
島根県,159856,503752,1863,0,157192,269,532
岡山県,474160,1147065,10641,13,457083,778,5658
広島県,772736,3295684,16243,7,409656,1240,345597
山口県,299122,1133706,3115,1,158495,680,136832
徳島県,158018,426440,1431,5,90741,378,65468
香川県,242855,532151,2879,4,138120,557,101299
愛媛県,302460,922382,3947,3,156705,621,141187
高知県,160046,494109,5089,6,94023,542,60392
福岡県,1545992,3918607,28597,15,1029285,2953,485157
佐賀県,254504,377021,12925,4,125171,447,115961
長崎県,326649,1065995,22593,1,177499,571,125986
熊本県,521149,540288,7334,21,320699,1194,191922
大分県,292909,1009928,2314,2,172076,665,117854
宮崎県,312179,238860,3906,5,189320,720,118233
鹿児島県,427578,917357,3575,8,286186,811,137006
沖縄県,570890,1368716,3153,4,494076,873,72788
