都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1226360,3964610,18559,9,717238,4013,486550
青森県,249739,415661,4683,2,151129,526,93401
岩手県,200116,611554,3384,1,103563,400,92769
宮城県,460543,1144454,22243,18,204624,714,232962
秋田県,177160,81161,8809,3,89825,460,78066
山形県,199194,343532,6879,0,90443,305,101567
福島県,339617,1156057,3568,2,180682,453,154914
茨城県,533596,1985898,21001,23,301424,955,210216
栃木県,352359,1126673,5830,10,215803,741,129985
群馬県,372278,1103602,8446,11,225131,786,137915
埼玉県,1595587,4677128,19553,34,1160893,2930,412211
千葉県,1275307,3392797,18566,18,904076,2969,349696
東京都,3963653,10869046,53804,47,3093983,6708,809158
神奈川県,1969271,5974666,72420,36,1450734,3517,442600
新潟県,393852,1177039,6706,5,223993,285,162868
富山県,202858,427812,3434,5,123822,244,75358
石川県,237984,763788,4150,5,155716,380,77738
福井県,169375,534033,2132,1,110918,144,56181
山梨県,154132,689858,1486,0,93672,252,58722
長野県,380555,1301510,16940,2,361283,662,1670
岐阜県,446219,1584348,854,1,284881,847,159637
静岡県,688189,2193960,9091,8,478956,919,199223
愛知県,1829412,4924051,74272,31,1724986,3445,26709
三重県,366509,993801,10412,2,226621,689,128787
滋賀県,319554,1157812,5682,5,225722,476,87674
京都府,596677,1400990,13459,77,459222,1285,122711
大阪府,2528928,11281567,97187,61,2032077,7102,392562
兵庫県,1265004,2465506,14034,22,986750,3195,261025
奈良県,298783,878644,30128,12,195268,668,72719
和歌山県,191537,319456,252,5,129448,362,61475
鳥取県,109774,961555,9319,0,44778,155,55522
島根県,135497,466454,7484,1,126593,179,1241
岡山県,401543,1045577,18510,11,356939,568,25526
広島県,651857,3144451,16616,13,409656,1005,224580
山口県,241680,1031617,3260,5,158495,514,79411
徳島県,131216,393816,1577,4,90741,277,38621
香川県,203923,491631,3106,8,138120,416,62281
愛媛県,248940,813758,4062,7,156705,417,87756
高知県,136195,494109,5165,5,94023,394,36613
福岡県,1360910,3918607,30352,13,1029285,2302,298971
佐賀県,217024,377021,13101,1,125171,326,78426
長崎県,277949,958393,23058,3,177499,416,76976
熊本県,448323,540288,8159,17,320699,850,118615
大分県,245406,1009928,2395,1,172076,481,70454
宮崎県,257681,238860,4089,5,189320,483,63789
鹿児島県,362597,832452,8653,5,286186,596,67162
沖縄県,541274,1309753,7020,10,494076,837,39341
