都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1314135,3964610,17752,5,717238,4429,574716
青森県,274590,415661,4277,0,151129,629,118555
岩手県,227665,664857,3211,0,103563,587,120304
宮城県,521953,1232604,21422,11,204624,900,295007
秋田県,195214,81563,8562,3,89825,570,96257
山形県,219719,359194,6525,0,90443,349,122402
福島県,391151,1156057,3568,0,180682,723,206178
茨城県,622724,1985898,20195,17,301424,1226,299879
栃木県,409523,1206425,5569,6,215803,988,187163
群馬県,429224,1198403,8013,7,225131,1015,195065
埼玉県,1767853,5022723,18449,23,1160893,3643,584868
千葉県,1436656,3630110,17426,20,904076,3619,511535
東京都,4284992,11582236,49365,38,3093983,7717,1133927
神奈川県,2178972,6609059,18089,28,1450734,4056,706093
新潟県,441828,1252269,6434,2,223993,383,211018
富山県,229420,474450,3230,4,123822,302,102066
石川県,271331,763788,3955,1,155716,477,111183
福井県,194817,570926,1990,1,110918,187,81722
山梨県,184588,766831,1283,1,93672,369,89264
長野県,441434,1405113,5974,1,435348,824,712
岐阜県,525186,1741029,394,3,284881,1041,238870
静岡県,841036,2402362,8747,7,478956,1280,352053
愛知県,2067211,5404852,20492,26,2037896,4078,4745
三重県,445758,1100973,10185,5,226621,982,207970
滋賀県,364604,1258826,5455,2,225722,626,132801
京都府,664424,1510794,13139,31,459222,1560,190503
大阪府,2783296,12145969,35640,64,2032077,8132,707447
兵庫県,1436717,2465506,13394,22,986750,3653,432920
奈良県,338484,960982,29967,8,195268,788,112461
和歌山県,231471,319456,167,4,129448,492,101364
鳥取県,136170,1092000,9225,0,44778,245,81922
島根県,161376,510211,1622,1,159255,272,227
岡山県,478544,1160228,6738,6,467704,798,3304
広島県,779644,3304858,16133,4,409656,1265,352590
山口県,302394,1147876,3096,1,158495,700,140103
徳島県,159823,430855,1389,1,90741,388,67305
香川県,245285,536687,2791,5,138120,572,103802
愛媛県,305343,934021,3877,4,156705,638,144123
高知県,161486,494109,5096,4,94023,548,61819
福岡県,1556120,3918607,28016,10,1029285,3009,495810
佐賀県,256013,377021,12859,1,125171,457,117526
長崎県,328948,1078788,22320,2,177499,593,128536
熊本県,524567,540288,7208,17,320699,1220,195440
大分県,295268,1009928,2248,0,172076,701,120243
宮崎県,314193,238860,3879,2,189320,738,120256
鹿児島県,430949,922631,2908,5,286186,827,141028
沖縄県,572457,1379463,2428,2,494076,881,75072
