"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",143675,29677,112517,1631,7,150,1567950,"JP-01"
"Aomori","青森県",16328,3366,12910,52,0,0,147468,"JP-02"
"Iwate","岩手県",7275,1989,5231,55,1,0,164979,"JP-03"
"Miyagi","宮城県",32343,6250,25152,125,11,816,359712,"JP-04"
"Akita","秋田県",7191,1736,5426,29,0,0,39467,"JP-05"
"Yamagata","山形県",9315,2339,6917,59,0,0,143212,"JP-06"
"Fukushima","福島県",20553,3599,16772,182,5,0,574000,"JP-07"
"Ibaraki","茨城県",57504,8694,48560,250,12,0,43645,"JP-08"
"Tochigi","栃木県",37081,6886,30043,152,6,0,602440,"JP-09"
"Gunma","群馬県",43835,7500,36110,225,10,0,459574,"JP-10"
"Saitama","埼玉県",255167,40040,214005,1122,62,0,2076483,"JP-11"
"Chiba","千葉県",220780,42659,172400,1155,31,4566,1510630,"JP-12"
"Tokyo","東京都",846120,173260,669506,3354,81,0,5176940,"JP-13"
"Kanagawa","神奈川県",370452,52743,316241,1468,100,0,2180686,"JP-14"
"Niigata","新潟県",24139,4116,19958,65,4,0,437324,"JP-15"
"Toyama","富山県",12519,4264,8199,56,2,0,170722,"JP-16"
"Ishikawa","石川県",19636,3715,15744,154,4,23,265531,"JP-17"
"Fukui","福井県",9135,1435,7662,38,3,0,189883,"JP-18"
"Yamanashi","山梨県",13430,2176,11220,38,3,4,173670,"JP-19"
"Nagano","長野県",26318,4634,20205,127,1,1352,481808,"JP-20"
"Gifu","岐阜県",43923,7396,35285,248,8,994,608464,"JP-21"
"Shizuoka","静岡県",71210,13399,56673,274,4,864,911095,"JP-22"
"Aichi","愛知県",253445,39516,212562,1367,43,0,1906404,"JP-23"
"Mie","三重県",33658,6086,28250,211,5,889,339392,"JP-24"
"Shiga","滋賀県",37680,8717,28843,120,4,0,397947,"JP-25"
"Kyoto","京都府",102878,24128,75762,345,106,2643,617814,"JP-26"
"Osaka","大阪府",537893,141867,392568,3455,747,3,5312163,"JP-27"
"Hyogo","兵庫県",209262,58372,149297,1617,53,24,1154605,"JP-28"
"Nara","奈良県",43356,13407,29747,202,21,0,375670,"JP-29"
"Wakayama","和歌山県",18677,3596,14871,85,8,125,107827,"JP-30"
"Tottori","鳥取県",4919,655,4184,5,0,75,231990,"JP-31"
"Shimane","島根県",5434,722,4705,7,0,0,97893,"JP-32"
"Okayama","岡山県",41224,6016,27673,171,11,7364,398255,"JP-33"
"Hiroshima","広島県",64734,19886,44528,320,19,0,1330077,"JP-34"
"Yamaguchi","山口県",17930,2443,15376,111,2,0,339555,"JP-35"
"Tokushima","徳島県",7729,1474,6188,71,0,4,144009,"JP-36"
"Kagawa","香川県",13878,2810,10999,57,2,12,184625,"JP-37"
"Ehime","愛媛県",14205,2038,12062,105,5,0,238573,"JP-38"
"Kochi","高知県",9800,2187,7559,54,16,0,160856,"JP-39"
"Fukuoka","福岡県",194695,50982,137110,777,20,5826,1885588,"JP-40"
"Saga","佐賀県",18970,3717,14105,48,2,1100,174098,"JP-41"
"Nagasaki","長崎県",21273,5054,16683,95,1,559,262607,"JP-42"
"Kumamoto","熊本県",41545,7746,33615,184,19,0,181075,"JP-43"
"Oita","大分県",20042,3051,16901,90,0,0,397770,"JP-44"
"Miyazaki","宮崎県",15954,2295,13631,70,1,42,116927,"JP-45"
"Kagoshima","鹿児島県",25771,4337,20766,99,4,569,243803,"JP-46"
"Okinawa","沖縄県",92374,5076,86871,421,25,6,566319,"JP-47"
