都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,777260,3216586,17785,0,717238,2637,39600
青森県,160914,415661,4257,2,151129,308,5220
岩手県,112277,472678,3209,0,103563,198,5307
宮城県,268427,932457,21339,1,204624,404,42060
秋田県,105721,75723,8490,1,89825,236,7170
山形県,112521,292745,6556,0,90443,196,15326
福島県,194932,1156057,3568,0,180682,286,10396
茨城県,373459,1815549,19804,1,301424,701,51530
栃木県,230437,973108,5324,1,215803,510,8800
群馬県,243922,917686,7968,2,225131,485,10338
埼玉県,1211770,4021195,17818,6,1160893,2449,30610
千葉県,964670,2941588,16125,3,904076,2606,41863
東京都,3213332,9545202,48181,10,3093983,5928,65240
神奈川県,1514326,4872177,11570,18,1450734,3015,49007
新潟県,241570,978695,6409,0,223993,170,10998
富山県,133832,373108,3180,0,123822,181,6649
石川県,167057,763788,3905,1,155716,285,7151
福井県,117227,464610,1861,1,110918,100,4348
山梨県,98551,543086,1227,1,93672,160,3492
長野県,218570,1058428,5129,0,212366,356,719
岐阜県,301526,1323985,4981,0,284881,600,11064
静岡県,504208,1866320,8229,6,478956,757,16266
愛知県,1383373,4212772,8940,5,1369541,2896,1996
三重県,260494,846333,10147,3,226621,541,23185
滋賀県,239015,983889,5294,1,225722,339,7660
京都府,483907,1225550,12879,20,459222,1101,10705
大阪府,2127016,9900200,27689,15,2032077,6527,60723
兵庫県,1020740,2465506,12942,4,986750,2897,18151
奈良県,231441,753821,29861,2,195268,541,5771
和歌山県,136725,319456,68,0,129448,254,6955
鳥取県,65353,736973,9190,0,44778,80,11305
島根県,85411,368464,1304,0,83778,98,231
岡山県,282672,871130,3912,4,273230,414,5116
広島県,441153,2780898,15957,4,409656,769,14771
山口県,168322,850137,2944,0,158495,394,6489
徳島県,95300,339343,1326,0,90741,177,3056
香川県,145182,413687,2590,2,138120,298,4174
愛媛県,166151,644304,3752,2,156705,289,5405
高知県,102173,494109,5033,1,94023,300,2817
福岡県,1092404,3918607,26751,5,1029285,1993,34375
佐賀県,159970,377021,12759,0,125171,228,21812
長崎県,215976,778621,21365,3,177499,331,16781
熊本県,336138,540288,6918,0,320699,651,7870
大分県,179315,917322,2156,1,172076,388,4695
宮崎県,198895,238860,3826,1,189320,375,5374
鹿児島県,303881,751612,1388,0,286186,547,15760
沖縄県,505130,1203428,2919,4,494076,760,7375
