都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1341759,3964610,17360,5,717238,4559,602602
青森県,279870,415661,4158,0,151129,647,123936
岩手県,234834,720832,3160,0,103563,617,127494
宮城県,538097,1320914,21129,1,204624,957,311387
秋田県,200406,81563,8341,0,89825,599,101641
山形県,227374,375000,6496,0,90443,360,130075
福島県,405350,1156057,3568,0,180682,850,220250
茨城県,637336,2491785,19577,2,301424,1292,315043
栃木県,422927,1285321,5240,2,215803,1075,200809
群馬県,440618,1274714,7733,1,225131,1094,206660
埼玉県,1798602,5288807,17396,1,1160893,3967,616346
千葉県,1463453,3873590,15894,3,904076,3922,539561
東京都,4341721,12258764,47141,4,3093983,8063,1192534
神奈川県,2217146,7223154,2862,2,1450734,4306,759244
新潟県,457973,1340373,6354,0,223993,445,227181
富山県,236944,507428,3085,1,123822,314,109723
石川県,278780,763788,3836,0,155716,509,118719
福井県,200228,611698,1801,0,110918,196,87313
山梨県,190759,824620,1152,0,93672,413,95522
長野県,459844,1502939,1283,1,458461,871,771
岐阜県,541988,1868444,52,0,284881,1114,255941
静岡県,866712,2581042,8073,0,478956,1398,378285
愛知県,2109325,5880580,2305,2,2102130,4321,569
三重県,460497,1186034,10049,0,226621,1043,222784
滋賀県,373680,1388428,5217,0,225722,676,142065
京都府,677309,1591170,12794,4,459222,1657,203636
大阪府,2828754,12991939,14491,5,2032077,8490,773696
兵庫県,1467496,2465506,12824,4,986750,3876,464046
奈良県,346096,1031167,29830,2,195268,872,120126
和歌山県,239304,319456,32,1,129448,522,109302
鳥取県,142335,1166878,9164,0,44778,264,88129
島根県,168630,548079,349,0,167934,299,48
岡山県,491099,1254240,659,1,489229,855,356
広島県,802528,3357273,15800,1,409656,1363,375709
山口県,314478,1224096,2883,0,158495,749,152351
徳島県,166891,467069,1306,0,90741,421,74423
香川県,252816,575724,2581,1,138120,618,111497
愛媛県,316542,1003799,3706,2,156705,695,155436
高知県,169352,494109,4978,0,94023,599,69752
福岡県,1585917,3918607,26407,1,1029285,3187,527038
佐賀県,261021,377021,12721,1,125171,492,122637
長崎県,336644,1177237,21227,0,177499,645,137273
熊本県,534963,540288,6761,1,320699,1308,206195
大分県,303463,1009928,2102,0,172076,774,128511
宮崎県,320129,238860,3747,0,189320,776,126286
鹿児島県,442331,945744,426,1,286186,886,154833
沖縄県,577894,1439553,666,0,494076,1011,82141
