都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1336748,3964610,17358,3,717238,4546,597606
青森県,278734,415661,4171,0,151129,640,122794
岩手県,234142,711192,3159,0,103563,614,126806
宮城県,535887,1301388,21190,1,204624,951,309122
秋田県,199719,81563,8387,1,89825,594,100913
山形県,226102,372355,6508,0,90443,359,128792
福島県,402943,1156057,3568,0,180682,839,217854
茨城県,635655,1985898,19615,0,301424,1284,313332
栃木県,421249,1270447,5288,1,215803,1065,199093
群馬県,439100,1259296,7773,0,225131,1088,205108
埼玉県,1794225,5234444,17486,7,1160893,3936,611910
千葉県,1459432,3824278,15904,4,904076,3898,535554
東京都,4330502,12114424,47217,6,3093983,8031,1181271
神奈川県,2211454,7098873,2769,5,1450734,4274,753677
新潟県,454979,1320442,6364,1,223993,437,224185
富山県,236144,501123,3090,0,123822,313,108919
石川県,277768,763788,3848,0,155716,505,117699
福井県,199362,606129,1803,0,110918,196,86445
山梨県,189862,820966,1139,0,93672,407,94644
長野県,456942,1484153,1481,0,455226,865,630
岐阜県,540043,1840991,93,1,284881,1106,253963
静岡県,864566,2540255,8080,0,478956,1389,376141
愛知県,2104357,5793545,3099,1,2096092,4300,866
三重県,459038,1169270,10044,0,226621,1041,221332
滋賀県,372816,1374655,5233,0,225722,672,141189
京都府,675665,1576054,12798,12,459222,1651,201994
大阪府,2823013,12823164,14809,15,2032077,8439,767688
兵庫県,1464222,2465506,12815,6,986750,3830,460827
奈良県,345204,1019182,29824,0,195268,861,119251
和歌山県,238245,319456,43,2,129448,517,108237
鳥取県,141430,1151406,9169,0,44778,262,87221
島根県,167685,540742,448,1,166857,296,84
岡山県,489870,1239668,826,2,487816,845,383
広島県,798573,3346929,15810,0,409656,1354,371753
山口県,313152,1211226,2908,1,158495,746,151003
徳島県,166190,460847,1314,0,90741,419,73716
香川県,251909,568491,2566,2,138120,617,110606
愛媛県,315648,989859,3721,1,156705,692,154530
高知県,168918,494109,4980,0,94023,592,69323
福岡県,1582715,3918607,26503,3,1029285,3175,523752
佐賀県,260564,377021,12726,0,125171,491,122176
長崎県,335958,1160526,21294,2,177499,641,136524
熊本県,533518,540288,6814,1,320699,1299,204706
大分県,302645,1009928,2115,0,172076,768,127686
宮崎県,319594,238860,3762,0,189320,776,125736
鹿児島県,440837,941791,504,0,286186,883,153264
沖縄県,576830,1427701,725,1,494076,1007,81022
