都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,794838,3267727,17845,1,717238,2672,57083
青森県,162955,415661,4297,1,151129,311,7218
岩手県,114616,479021,3226,0,103563,199,7628
宮城県,272811,943924,21435,1,204624,405,46347
秋田県,108353,76055,8587,2,89825,242,9699
山形県,116464,296059,6540,0,90443,200,19281
福島県,198888,1156057,3568,0,180682,289,14349
茨城県,377451,1815549,19884,0,301424,706,55437
栃木県,233396,980386,5344,2,215803,513,11736
群馬県,247351,924730,8010,1,225131,494,13716
埼玉県,1220735,4055158,17888,8,1160893,2459,39495
千葉県,972121,2972674,16157,1,904076,2621,49267
東京都,3232790,9614668,48368,11,3093983,5956,84483
神奈川県,1525320,4926229,13606,18,1450734,3031,57949
新潟県,245598,990240,6380,0,223993,170,15055
富山県,136193,377637,3212,1,123822,181,8978
石川県,169345,763788,3923,1,155716,291,9415
福井県,118598,468725,1884,0,110918,101,5695
山梨県,100026,553533,1251,1,93672,165,4938
長野県,223898,1073468,6687,1,216116,362,733
岐阜県,305418,1336199,275,0,284881,608,19654
静岡県,509740,1887856,8219,4,478956,761,21804
愛知県,1392796,4243048,12103,7,1375773,2918,2002
三重県,263317,855649,10123,1,226621,545,26028
滋賀県,241565,991365,5295,0,225722,345,10203
京都府,486593,1234164,12874,7,459222,1114,13383
大阪府,2141658,9992809,32985,17,2032077,6554,70042
兵庫県,1027985,2465506,13016,3,986750,2906,25313
奈良県,233405,761368,29861,1,195268,552,7724
和歌山県,138770,319456,123,1,129448,257,8942
鳥取県,66430,747996,9197,0,44778,83,12372
島根県,86870,373118,1547,0,84997,98,228
岡山県,286510,879946,3440,4,277139,416,5515
広島県,447366,2788928,15980,0,409656,775,20955
山口県,170774,857064,2975,2,158495,395,8909
徳島県,96125,342331,1327,0,90741,179,3878
香川県,146891,417882,2595,0,138120,302,5874
愛媛県,167917,651580,3741,1,156705,289,7182
高知県,102959,494109,5022,3,94023,304,3610
福岡県,1098616,3918607,26713,4,1029285,2007,40611
佐賀県,161179,377021,12787,1,125171,231,22990
長崎県,217478,790534,21330,1,177499,334,18315
熊本県,338737,540288,6933,1,320699,656,10449
大分県,181046,928378,2159,1,172076,388,6423
宮崎県,200384,238860,3802,1,189320,380,6882
鹿児島県,305553,754970,1291,0,286186,548,17528
沖縄県,506660,1217836,2945,3,494076,772,8867
