都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1096942,3768045,18848,9,717238,3402,357454
青森県,212885,415661,4668,4,151129,412,56676
岩手県,161064,563462,3379,0,103563,285,53837
宮城県,376951,1072268,22450,16,204624,548,149329
秋田県,149232,78993,8938,1,89825,332,50137
山形県,169736,324675,6867,1,90443,264,72162
福島県,276787,1156057,3568,2,180682,351,92186
茨城県,450793,1985898,20695,9,301424,807,127867
栃木県,292420,1064901,5706,10,215803,606,70305
群馬県,308914,1026048,8350,4,225131,625,74808
埼玉県,1395341,4388868,19446,19,1160893,2630,212372
千葉県,1106112,3188882,17127,8,904076,2759,182150
東京都,3579506,10302424,52022,22,3093983,6258,427243
神奈川県,1739437,5509369,50470,27,1450734,3226,235007
新潟県,324244,1099805,6797,5,223993,209,93245
富山県,171283,411375,3430,1,123822,208,43823
石川県,205442,763788,4120,2,155716,327,45279
福井県,142899,499868,2057,0,110918,125,29799
山梨県,129234,641504,1507,2,93672,200,33855
長野県,321610,1212938,17761,4,302763,496,590
岐阜県,371540,1472236,708,1,284881,707,85244
静岡県,587833,2051926,8460,3,478956,825,99592
愛知県,1596132,4609487,48462,15,1537432,3116,7122
三重県,308040,925795,10283,3,226621,586,70550
滋賀県,277596,1095066,5587,2,225722,403,45884
京都府,533387,1322844,13352,69,459222,1184,59629
大阪府,2312422,10732757,52536,33,2032077,6783,221026
兵庫県,1125469,2465506,13562,18,986750,3011,122146
奈良県,261254,822895,29994,2,195268,602,35390
和歌山県,161781,319456,249,3,129448,303,31781
鳥取県,84528,868299,9305,0,44778,116,30329
島根県,108538,421075,4083,1,104098,126,231
岡山県,337725,981045,11209,7,318885,471,7160
広島県,545939,3048140,16393,10,409656,885,119005
山口県,199255,910816,3072,1,158495,430,37258
徳島県,109806,375415,1468,2,90741,219,17378
香川県,171982,458693,2853,3,138120,334,30675
愛媛県,198232,737391,3923,1,156705,325,37279
高知県,115752,494109,5082,2,94023,337,16310
福岡県,1186979,3918607,27744,4,1029285,2103,127847
佐賀県,180784,377021,12956,1,125171,268,42389
長崎県,239959,880718,21732,2,177499,353,40375
熊本県,374398,540288,7214,6,320699,702,45783
大分県,203697,1009928,2269,2,172076,410,28942
宮崎県,218359,238860,3846,2,189320,409,24784
鹿児島県,323704,785411,2336,2,286186,563,34619
沖縄県,522001,1269071,3858,7,494076,820,23247
