"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",218934,16074,201241,1924,4,305,1835730,"JP-01"
"Aomori","青森県",34825,3684,31059,82,0,0,193276,"JP-02"
"Iwate","岩手県",17798,2061,15660,77,0,0,214782,"JP-03"
"Miyagi","宮城県",56627,5107,50773,174,4,573,452320,"JP-04"
"Akita","秋田県",15746,2101,13600,45,2,0,50615,"JP-05"
"Yamagata","山形県",17123,2114,14926,79,2,4,170006,"JP-06"
"Fukushima","福島県",34884,3268,31420,196,2,0,673865,"JP-07"
"Ibaraki","茨城県",111278,7110,103793,375,5,0,44762,"JP-08"
"Tochigi","栃木県",61134,5546,55346,242,1,0,658962,"JP-09"
"Gunma","群馬県",68485,4428,63777,280,2,0,542355,"JP-10"
"Saitama","埼玉県",420158,25726,393063,1369,24,0,2430031,"JP-11"
"Chiba","千葉県",351508,17501,329966,1653,17,2388,1786390,"JP-12"
"Tokyo","東京都",1233139,87446,1141547,4146,33,0,5942854,"JP-13"
"Kanagawa","神奈川県",593717,27912,563799,2006,46,0,2180686,"JP-14"
"Niigata","新潟県",41110,3468,37554,88,0,0,516303,"JP-15"
"Toyama","富山県",27294,2977,24241,76,4,0,209748,"JP-16"
"Ishikawa","石川県",33865,1853,31806,184,4,22,344073,"JP-17"
"Fukui","福井県",20875,1223,19611,41,1,0,260498,"JP-18"
"Yamanashi","山梨県",22509,1417,21033,62,1,3,239637,"JP-19"
"Nagano","長野県",42807,4301,37835,167,0,504,567952,"JP-20"
"Gifu","岐阜県",67528,3379,63250,310,2,589,724570,"JP-21"
"Shizuoka","静岡県",119276,6678,111675,375,0,548,1051443,"JP-22"
"Aichi","愛知県",404270,17828,384489,1953,23,0,2300072,"JP-23"
"Mie","三重県",54364,3394,52171,265,6,1466,419043,"JP-24"
"Shiga","滋賀県",68121,5159,62772,190,3,0,515966,"JP-25"
"Kyoto","京都府",152965,7795,143821,655,20,694,714086,"JP-26"
"Osaka","大阪府",786559,36818,745102,4620,382,19,6146888,"JP-27"
"Hyogo","兵庫県",327954,13984,311880,2093,15,3,1345717,"JP-28"
"Nara","奈良県",73575,9274,63956,345,12,0,444483,"JP-29"
"Wakayama","和歌山県",27933,973,26680,109,2,171,134792,"JP-30"
"Tottori","鳥取県",9115,720,8280,11,0,104,298993,"JP-31"
"Shimane","島根県",9093,814,8269,10,0,0,135610,"JP-32"
"Okayama","岡山県",61660,2704,56294,223,2,2439,474647,"JP-33"
"Hiroshima","広島県",94107,9172,84488,447,4,0,1494137,"JP-34"
"Yamaguchi","山口県",28669,2052,26454,163,1,0,473883,"JP-35"
"Tokushima","徳島県",15942,864,15004,79,1,5,177667,"JP-36"
"Kagawa","香川県",28889,2454,26327,108,2,0,222652,"JP-37"
"Ehime","愛媛県",24334,2125,22080,129,3,0,291027,"JP-38"
"Kochi","高知県",16745,1271,15374,100,2,0,216166,"JP-39"
"Fukuoka","福岡県",297099,25887,264043,1119,9,6050,2220558,"JP-40"
"Saga","佐賀県",31312,1802,26920,80,0,2510,214538,"JP-41"
"Nagasaki","長崎県",32343,2633,31054,116,2,1460,304695,"JP-42"
"Kumamoto","熊本県",63500,3989,59239,272,6,0,227071,"JP-43"
"Oita","大分県",31410,2098,29170,142,1,0,475281,"JP-44"
"Miyazaki","宮崎県",24889,2090,22756,117,0,74,149644,"JP-45"
"Kagoshima","鹿児島県",42486,3609,37948,170,1,759,302241,"JP-46"
"Okinawa","沖縄県",120189,6013,113740,438,4,2,652827,"JP-47"
