"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1343538,17355,717238,4564,4,604381,3964610,"JP-01"
"Aomori","青森県",280155,4159,151129,648,0,124219,415661,"JP-02"
"Iwate","岩手県",235142,3161,103563,617,1,127801,722356,"JP-03"
"Miyagi","宮城県",538574,21133,204624,958,5,311859,1325441,"JP-04"
"Akita","秋田県",200737,8347,89825,600,0,101965,81563,"JP-05"
"Yamagata","山形県",227771,6492,90443,362,1,130474,375805,"JP-06"
"Fukushima","福島県",405818,3568,180682,850,1,220718,1156057,"JP-07"
"Ibaraki","茨城県",637556,19577,301424,1292,1,315263,2491785,"JP-08"
"Tochigi","栃木県",423400,5245,215803,1075,0,201277,1287208,"JP-09"
"Gunma","群馬県",441007,7731,225131,1095,1,207050,1278840,"JP-10"
"Saitama","埼玉県",1799829,17390,1160893,3974,2,617572,5300986,"JP-11"
"Chiba","千葉県",1464774,15858,904076,3922,2,540918,3896640,"JP-12"
"Tokyo","東京都",4345393,47140,3093983,8065,2,1196205,12296174,"JP-13"
"Kanagawa","神奈川県",2218982,3121,1450734,4311,5,760816,7260132,"JP-14"
"Niigata","新潟県",458640,6352,223993,445,1,227850,1346782,"JP-15"
"Toyama","富山県",237185,3074,123822,315,0,109974,509207,"JP-16"
"Ishikawa","石川県",279103,3841,155716,509,0,119037,763788,"JP-17"
"Fukui","福井県",200467,1808,110918,196,0,87545,613941,"JP-18"
"Yamanashi","山梨県",191037,1156,93672,414,0,95795,824620,"JP-19"
"Nagano","長野県",460550,1265,458999,874,0,588,1509660,"JP-20"
"Gifu","岐阜県",542592,45,284881,1115,0,256551,1873811,"JP-21"
"Shizuoka","静岡県",867190,8058,478956,1401,0,378775,2591363,"JP-22"
"Aichi","愛知県",2110909,2456,2102989,4321,2,1143,5903519,"JP-23"
"Mie","三重県",460813,10050,226621,1046,0,223096,1191912,"JP-24"
"Shiga","滋賀県",373969,5220,225722,676,0,142351,1392844,"JP-25"
"Kyoto","京都府",677894,12786,459222,1657,6,204229,1593716,"JP-26"
"Osaka","大阪府",2830548,14910,2032077,8496,7,775065,13016678,"JP-27"
"Hyogo","兵庫県",1468463,12821,986750,3884,4,465008,2465506,"JP-28"
"Nara","奈良県",346347,29822,195268,872,1,120385,1034904,"JP-29"
"Wakayama","和歌山県",239571,44,129448,522,1,109557,319456,"JP-30"
"Tottori","鳥取県",142520,9165,44778,264,0,88313,1167343,"JP-31"
"Shimane","島根県",168802,356,168069,299,0,78,548079,"JP-32"
"Okayama","岡山県",491418,659,489229,855,1,675,1254240,"JP-33"
"Hiroshima","広島県",803287,15810,409656,1364,2,376457,3357572,"JP-34"
"Yamaguchi","山口県",314740,2885,158495,751,1,152609,1229898,"JP-35"
"Tokushima","徳島県",167028,1301,90741,421,0,74565,468366,"JP-36"
"Kagawa","香川県",253079,2588,138120,619,1,111752,577195,"JP-37"
"Ehime","愛媛県",316716,3701,156705,695,2,155615,1003934,"JP-38"
"Kochi","高知県",169426,4977,94023,600,0,69826,494109,"JP-39"
"Fukuoka","福岡県",1586841,26403,1029285,3189,1,527964,3918607,"JP-40"
"Saga","佐賀県",261149,12726,125171,492,1,122760,377021,"JP-41"
"Nagasaki","長崎県",336844,21226,177499,646,0,137473,1182982,"JP-42"
"Kumamoto","熊本県",535223,6760,320699,1310,0,206454,540288,"JP-43"
"Oita","大分県",303649,2091,172076,774,0,128708,1009928,"JP-44"
"Miyazaki","宮崎県",320371,3746,189320,776,0,126529,238860,"JP-45"
"Kagoshima","鹿児島県",442651,395,286186,886,1,155184,946431,"JP-46"
"Okinawa","沖縄県",578195,744,494076,1012,0,82363,1441940,"JP-47"
