都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1358180,3964610,17418,3,717238,4595,618929
青森県,282809,415661,4166,0,151129,665,126849
岩手県,237233,739844,3169,1,103563,623,129878
宮城県,542832,1356206,21161,0,204624,969,316078
秋田県,202974,81563,8366,0,89825,603,104180
山形県,230497,380063,6483,0,90443,368,133203
福島県,409315,1156057,3568,0,180682,854,224211
茨城県,641546,2491785,19590,3,301424,1298,319234
栃木県,426754,1313593,5269,1,215803,1086,204596
群馬県,443895,1303336,7774,0,225131,1106,209884
埼玉県,1811275,5389322,17410,4,1160893,4004,628968
千葉県,1475091,3961871,15819,0,904076,3941,551255
東京都,4376929,12547344,47561,5,3093983,8106,1227279
神奈川県,2234748,7477013,5230,5,1450734,4330,774454
新潟県,464240,1385593,6393,0,223993,453,233401
富山県,239856,518408,3088,0,123822,323,112623
石川県,282132,763788,3856,0,155716,521,122039
福井県,202296,622609,1825,0,110918,200,89353
山梨県,193189,833099,1142,0,93672,419,97956
長野県,465914,1540061,1618,0,464166,895,765
岐阜県,546772,1913575,136,1,284881,1123,260632
静岡県,871630,2642147,8040,2,478956,1406,383228
愛知県,2121296,6020798,3332,2,2113068,4355,541
三重県,463325,1214729,10041,1,226621,1066,225597
滋賀県,376008,1415278,5206,0,225722,678,144402
京都府,683178,1620349,12808,10,459222,1671,209477
大阪府,2846460,13306332,17281,5,2032077,8550,788552
兵庫県,1475855,2465506,12842,1,986750,3906,472357
奈良県,348847,1054432,29845,1,195268,880,122854
和歌山県,241056,319456,18,0,129448,529,111061
鳥取県,143719,1190902,9153,0,44778,267,89521
島根県,169631,560152,298,0,168995,303,35
岡山県,493478,1279100,621,2,491600,856,401
広島県,810061,3365237,15837,1,409656,1372,383196
山口県,316512,1247910,2875,0,158495,756,154386
徳島県,167943,477320,1283,0,90741,421,75498
香川県,254905,587942,2559,1,138120,626,113600
愛媛県,318697,1029627,3742,2,156705,697,157553
高知県,170006,494109,4972,0,94023,602,70409
福岡県,1594051,3918607,26464,1,1029285,3203,535099
佐賀県,262077,377021,12711,0,125171,496,123699
長崎県,338211,1206915,21244,0,177499,647,138821
熊本県,537076,540288,6767,1,320699,1316,208294
大分県,305268,1009928,2104,0,172076,780,130308
宮崎県,321466,238860,3753,0,189320,778,127615
鹿児島県,444320,950927,288,0,286186,893,156953
沖縄県,582063,1459573,1636,2,494076,1014,85337
