都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1204173,3964610,18537,7,717238,3887,464511
青森県,243287,415661,4784,1,151129,506,86868
岩手県,193067,601214,3421,1,103563,373,85710
宮城県,444555,1127771,22217,15,204624,666,217048
秋田県,172977,80766,8939,2,89825,431,73782
山形県,194533,341323,6874,0,90443,294,96922
福島県,328172,1156057,3568,5,180682,423,143499
茨城県,514719,1985898,20875,19,301424,928,191492
栃木県,340529,1111754,5808,9,215803,707,118211
群馬県,359022,1091557,8408,9,225131,742,124741
埼玉県,1552723,4615560,19483,23,1160893,2861,369486
千葉県,1238442,3334035,18220,21,904076,2901,313245
東京都,3879145,10742186,53760,43,3093983,6605,724797
神奈川県,1918266,5881266,68954,50,1450734,3428,395150
新潟県,381702,1163059,6722,5,223993,269,150718
富山県,197000,431255,3477,4,123822,235,69466
石川県,231558,763788,4163,4,155716,364,71315
福井県,163576,524388,2117,1,110918,136,50405
山梨県,148513,689858,1486,0,93672,237,53118
長野県,369328,1282308,17061,6,349682,622,1963
岐阜県,429178,1561936,857,6,284881,807,142633
静岡県,662077,2164327,8999,5,478956,892,173230
愛知県,1775977,4867533,69051,32,1680632,3379,22915
三重県,350776,974646,10368,2,226621,659,113128
滋賀県,310247,1144490,5683,4,225722,458,78384
京都府,581870,1382449,13512,76,459222,1249,107887
大阪府,2476340,11156030,86683,54,2032077,7014,350566
兵庫県,1229929,2465506,14038,21,986750,3136,226005
奈良県,290066,866158,30122,18,195268,652,64024
和歌山県,183775,319456,232,3,129448,346,53749
鳥取県,104147,946223,9328,0,44778,147,49894
島根県,129412,454164,7520,3,120390,166,1336
岡山県,386022,1045577,18510,11,356939,545,10028
広島県,625546,3144451,16569,8,409656,974,198347
山口県,229430,1003938,3236,2,158495,487,67212
徳島県,125696,388530,1554,3,90741,261,33140
香川県,195232,484244,2987,6,138120,391,53734
愛媛県,236106,800965,4003,6,156705,393,75005
高知県,131429,494109,5187,5,94023,370,31849
福岡県,1315823,3918607,29944,12,1029285,2238,254356
佐賀県,208339,377021,13055,0,125171,309,69804
長崎県,267629,942922,22581,3,177499,399,67150
熊本県,429731,540288,7900,12,320699,802,100330
大分県,234220,1009928,2376,4,172076,461,59307
宮崎県,246001,238860,4029,1,189320,458,52194
鹿児島県,350273,817867,6709,3,286186,574,56804
沖縄県,536033,1302117,5460,5,494076,837,35660
