"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",61280,83,59722,1474,0,1,1256376,"JP-01"
"Aomori","青森県",5901,0,5863,38,0,0,103668,"JP-02"
"Iwate","岩手県",3487,0,3434,53,0,0,135024,"JP-03"
"Miyagi","宮城県",16287,2,16167,118,0,0,263572,"JP-04"
"Akita","秋田県",1934,0,1907,27,0,0,27615,"JP-05"
"Yamagata","山形県",3605,1,3548,56,0,0,114266,"JP-06"
"Fukushima","福島県",9495,1,9318,176,0,0,466818,"JP-07"
"Ibaraki","茨城県",24475,12,24243,220,1,0,40574,"JP-08"
"Tochigi","栃木県",15522,18,15387,117,0,0,523546,"JP-09"
"Gunma","群馬県",17205,178,16851,176,1,0,349836,"JP-10"
"Saitama","埼玉県",115994,73,114862,1059,2,0,1634097,"JP-11"
"Chiba","千葉県",100604,57,99515,1028,0,4,1225741,"JP-12"
"Tokyo","東京都",382602,270,379160,3172,3,0,4130105,"JP-13"
"Kanagawa","神奈川県",169585,163,168105,1317,1,0,1816641,"JP-14"
"Niigata","新潟県",8174,87,8025,62,0,0,324107,"JP-15"
"Toyama","富山県",4868,0,4816,52,0,0,130955,"JP-16"
"Ishikawa","石川県",8003,33,7818,130,0,22,212270,"JP-17"
"Fukui","福井県",3115,0,3077,38,0,0,126318,"JP-18"
"Yamanashi","山梨県",5160,3,5128,29,0,0,133350,"JP-19"
"Nagano","長野県",8910,12,8857,97,1,56,364420,"JP-20"
"Gifu","岐阜県",19276,8,19049,219,0,0,468342,"JP-21"
"Shizuoka","静岡県",26877,27,26637,209,0,4,720878,"JP-22"
"Aichi","愛知県",106699,44,105494,1161,0,0,1499112,"JP-23"
"Mie","三重県",14818,1,14981,163,0,327,268101,"JP-24"
"Shiga","滋賀県",12456,18,12334,104,0,0,293213,"JP-25"
"Kyoto","京都府",36040,32,35714,292,1,2,467251,"JP-26"
"Osaka","大阪府",203402,118,200220,3064,10,0,4188918,"JP-27"
"Hyogo","兵庫県",78772,51,77323,1398,2,0,854737,"JP-28"
"Nara","奈良県",15937,1,15787,149,0,0,280358,"JP-29"
"Wakayama","和歌山県",5303,0,5136,62,0,105,68191,"JP-30"
"Tottori","鳥取県",1669,0,1639,5,0,25,167446,"JP-31"
"Shimane","島根県",1733,0,1728,5,0,0,63489,"JP-32"
"Okayama","岡山県",15552,9,15406,136,1,1,310392,"JP-33"
"Hiroshima","広島県",22175,0,21973,202,0,0,977622,"JP-34"
"Yamaguchi","山口県",5799,7,5699,93,0,0,211176,"JP-35"
"Tokushima","徳島県",3291,0,3225,66,0,0,115889,"JP-36"
"Kagawa","香川県",4705,0,4666,38,0,1,144130,"JP-37"
"Ehime","愛媛県",5412,0,5330,82,0,0,172227,"JP-38"
"Kochi","高知県",4167,0,4134,33,0,0,105447,"JP-39"
"Fukuoka","福岡県",74703,28,74039,625,3,11,1420225,"JP-40"
"Saga","佐賀県",5866,0,5891,30,0,55,119543,"JP-41"
"Nagasaki","長崎県",6119,0,6046,73,0,0,202056,"JP-42"
"Kumamoto","熊本県",14395,0,14259,136,0,0,124826,"JP-43"
"Oita","大分県",8187,0,8103,84,0,0,303360,"JP-44"
"Miyazaki","宮崎県",6153,0,6096,41,0,16,73141,"JP-45"
"Kagoshima","鹿児島県",9115,9,9037,66,0,3,176150,"JP-46"
"Okinawa","沖縄県",50393,40,49956,398,0,1,433301,"JP-47"
