都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1330945,3964610,17499,2,717238,4518,591690
青森県,277347,415661,4161,0,151129,639,121418
岩手県,232888,693592,3177,0,103563,606,125542
宮城県,532358,1276442,21261,2,204624,936,305537
秋田県,198506,81563,8406,2,89825,586,99689
山形県,223967,367860,6464,0,90443,355,126705
福島県,399539,1156057,3568,0,180682,820,214469
茨城県,633054,1985898,19681,2,301424,1271,310678
栃木県,418488,1246512,5321,5,215803,1050,196314
群馬県,436555,1236186,7828,1,225131,1069,202527
埼玉県,1787756,5155799,17576,10,1160893,3854,605433
千葉県,1454199,3767529,16056,7,904076,3848,530219
東京都,4318428,11913222,47393,13,3093983,7978,1169074
神奈川県,2204192,6919161,4217,8,1450734,4225,745016
新潟県,450710,1293350,6379,0,223993,431,219907
富山県,234956,491945,3115,0,123822,307,107712
石川県,276487,763788,3876,2,155716,495,116400
福井県,198454,597801,1839,0,110918,196,85501
山梨県,188579,798599,1178,0,93672,392,93337
長野県,452757,1457921,1970,1,450479,853,545
岐阜県,536909,1806772,164,2,284881,1093,250771
静岡県,860087,2495818,8292,2,478956,1362,371477
愛知県,2096436,5679100,4797,3,2085713,4251,1675
三重県,456357,1150732,10075,2,226621,1032,218629
滋賀県,371299,1352951,5296,1,225722,666,139615
京都府,673306,1554020,12822,11,459222,1636,199626
大阪府,2814983,12580890,17634,25,2032077,8371,756901
兵庫県,1458947,2465506,12898,9,986750,3782,455517
奈良県,343811,1000660,29866,0,195268,844,117833
和歌山県,236989,319456,56,0,129448,514,106971
鳥取県,139989,1130636,9172,0,44778,256,85783
島根県,166113,527504,845,1,164826,293,149
岡山県,487834,1205601,2266,5,483159,830,1579
広島県,794028,3332816,15870,4,409656,1337,367165
山口県,310817,1194691,2929,2,158495,738,148655
徳島県,164805,451885,1336,0,90741,407,72321
香川県,250651,557715,2618,3,138120,611,109302
愛媛県,313118,964925,3782,3,156705,680,151951
高知県,167822,494109,5002,4,94023,582,68215
福岡県,1577020,3918607,26670,3,1029285,3148,517917
佐賀県,259559,377021,12745,0,125171,485,121158
長崎県,334416,1132526,21605,1,177499,628,134684
熊本県,531493,540288,6904,4,320699,1284,202606
大分県,301123,1009928,2147,1,172076,753,126147
宮崎県,318260,238860,3763,0,189320,770,124407
鹿児島県,438526,936208,795,0,286186,868,150677
沖縄県,575532,1409978,681,0,494076,923,79852
