都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1125235,3823289,18739,14,717238,3531,385727
青森県,219062,415661,4728,5,151129,434,62771
岩手県,167863,570780,3415,1,103563,300,60585
宮城県,392309,1078069,22296,13,204624,572,164817
秋田県,155663,79652,8882,3,89825,357,56599
山形県,176062,329965,6802,1,90443,269,78548
福島県,288708,1156057,3568,2,180682,368,104090
茨城県,461850,1985898,20639,16,301424,829,138958
栃木県,302299,1072702,5725,5,215803,619,80152
群馬県,319273,1043967,8379,6,225131,645,85118
埼玉県,1426627,4433753,19415,21,1160893,2675,243644
千葉県,1130939,3228518,17381,8,904076,2782,206700
東京都,3637612,10402529,52142,17,3093983,6329,485158
神奈川県,1772768,5606717,50335,40,1450734,3256,268443
新潟県,337620,1116719,6782,5,223993,226,106619
富山県,177358,418107,3453,1,123822,212,49871
石川県,211213,763788,4118,1,155716,334,51045
福井県,147025,506862,2070,0,110918,128,33909
山梨県,133359,641504,1425,0,93672,207,38055
長野県,332442,1235461,16872,5,313142,524,1904
岐阜県,382940,1492517,687,2,284881,718,96654
静岡県,600873,2079126,8492,2,478956,831,112594
愛知県,1631456,4674486,47908,26,1564627,3158,15763
三重県,315033,939363,10323,6,226621,601,77488
滋賀県,283947,1104125,5585,5,225722,415,52225
京都府,542985,1335336,13335,58,459222,1195,69233
大阪府,2342193,10802478,57708,41,2032077,6811,245597
兵庫県,1143650,2465506,13678,15,986750,3033,140189
奈良県,266776,833866,30023,7,195268,615,40870
和歌山県,165407,319456,204,2,129448,308,35447
鳥取県,88110,878528,9318,0,44778,120,33894
島根県,112150,429825,4511,0,106722,132,785
岡山県,346561,981045,11209,7,318885,485,15982
広島県,559859,3079491,16429,8,409656,895,132879
山口県,204026,964156,3070,0,158495,438,42023
徳島県,112670,378342,1464,2,90741,224,20241
香川県,175894,464404,2826,3,138120,345,34603
愛媛県,204618,743061,3889,5,156705,339,43685
高知県,118596,494109,5090,1,94023,343,19140
福岡県,1206765,3918607,27824,2,1029285,2126,147530
佐賀県,185227,377021,12948,0,125171,274,46834
長崎県,244489,894287,21756,1,177499,358,44876
熊本県,382361,540288,7365,9,320699,713,53584
大分県,208313,1009928,2270,3,172076,420,33547
宮崎県,222601,238860,3901,3,189320,411,28969
鹿児島県,327033,789475,2503,0,286186,565,37779
沖縄県,524919,1275443,4250,6,494076,820,25773
