"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1326272,17620,717238,4486,8,586928,3964610,"JP-01"
"Aomori","青森県",276621,4175,151129,638,0,120679,415661,"JP-02"
"Iwate","岩手県",231471,3199,103563,598,0,124111,681331,"JP-03"
"Miyagi","宮城県",529466,21363,204624,924,8,302555,1260390,"JP-04"
"Akita","秋田県",197583,8410,89825,580,2,98768,81563,"JP-05"
"Yamagata","山形県",222805,6465,90443,353,1,125544,364863,"JP-06"
"Fukushima","福島県",397061,3568,180682,805,4,212006,1156057,"JP-07"
"Ibaraki","茨城県",630770,19796,301424,1265,8,308285,1985898,"JP-08"
"Tochigi","栃木県",416335,5415,215803,1039,6,194078,1234562,"JP-09"
"Gunma","群馬県",434862,7861,225131,1054,2,200816,1222468,"JP-10"
"Saitama","埼玉県",1783190,17775,1160893,3797,13,600725,5110263,"JP-11"
"Chiba","千葉県",1450556,16585,904076,3795,10,526100,3698650,"JP-12"
"Tokyo","東京都",4310212,47895,3093983,7902,12,1160432,11803439,"JP-13"
"Kanagawa","神奈川県",2198851,7112,1450734,4186,17,736819,6804432,"JP-14"
"Niigata","新潟県",448069,6365,223993,422,0,217289,1278271,"JP-15"
"Toyama","富山県",233638,3181,123822,305,1,106330,499468,"JP-16"
"Ishikawa","石川県",275173,3885,155716,485,3,115087,763788,"JP-17"
"Fukui","福井県",197472,1876,110918,195,0,84483,585429,"JP-18"
"Yamanashi","山梨県",187428,1193,93672,384,0,92179,788940,"JP-19"
"Nagano","長野県",449922,3117,446425,838,0,458,1438566,"JP-20"
"Gifu","岐阜県",534178,228,284881,1083,2,247986,1783430,"JP-21"
"Shizuoka","静岡県",856041,8402,478956,1348,5,367335,2464504,"JP-22"
"Aichi","愛知県",2090117,8605,2075613,4216,13,1683,5607424,"JP-23"
"Mie","三重県",454015,10112,226621,1022,4,216260,1127045,"JP-24"
"Shiga","滋賀県",369824,5313,225722,654,2,138135,1339107,"JP-25"
"Kyoto","京都府",671287,12903,459222,1617,25,197545,1539610,"JP-26"
"Osaka","大阪府",2808050,21158,2032077,8312,39,746503,12445361,"JP-27"
"Hyogo","兵庫県",1453877,13025,986750,3761,5,450341,2465506,"JP-28"
"Nara","奈良県",342644,29886,195268,832,4,116658,986847,"JP-29"
"Wakayama","和歌山県",235795,115,129448,507,2,105725,319456,"JP-30"
"Tottori","鳥取県",139035,9192,44778,253,0,84812,1116586,"JP-31"
"Shimane","島根県",164841,1028,163244,289,0,280,522108,"JP-32"
"Okayama","岡山県",485941,3419,479753,818,9,1951,1196273,"JP-33"
"Hiroshima","広島県",790337,15927,409656,1319,3,363435,3323163,"JP-34"
"Yamaguchi","山口県",308878,2995,158495,724,0,146664,1172735,"JP-35"
"Tokushima","徳島県",163591,1360,90741,400,1,71090,445542,"JP-36"
"Kagawa","香川県",249512,2692,138120,595,3,108105,551562,"JP-37"
"Ehime","愛媛県",311295,3822,156705,669,4,150099,954171,"JP-38"
"Kochi","高知県",167022,5049,94023,576,0,67374,494109,"JP-39"
"Fukuoka","福岡県",1572528,27044,1029285,3116,4,513083,3918607,"JP-40"
"Saga","佐賀県",258767,12778,125171,474,0,120344,377021,"JP-41"
"Nagasaki","長崎県",333182,22054,177499,621,1,133008,1113293,"JP-42"
"Kumamoto","熊本県",529903,6905,320699,1272,3,201027,540288,"JP-43"
"Oita","大分県",299832,2201,172076,743,0,124812,1009928,"JP-44"
"Miyazaki","宮崎県",317371,3793,189320,765,2,123493,238860,"JP-45"
"Kagoshima","鹿児島県",436763,1303,286186,861,0,148413,932313,"JP-46"
"Okinawa","沖縄県",574830,984,494076,911,0,78859,1401307,"JP-47"
