都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1356507,3964610,17426,2,717238,4593,617250
青森県,282509,415661,4167,0,151129,663,126550
岩手県,237012,737319,3170,1,103563,623,129656
宮城県,542333,1353301,21152,1,204624,965,315592
秋田県,202746,81563,8358,0,89825,603,103960
山形県,230186,379946,6490,0,90443,368,132885
福島県,408974,1156057,3568,0,180682,854,223870
茨城県,641139,2491785,19616,2,301424,1298,318801
栃木県,426408,1310692,5268,0,215803,1083,204254
群馬県,443586,1302552,7771,0,225131,1105,209579
埼玉県,1809959,5380954,17381,2,1160893,4002,627683
千葉県,1473905,3961871,15799,0,904076,3939,550091
東京都,4373201,12525747,47443,4,3093983,8103,1223672
神奈川県,2232735,7465982,4773,5,1450734,4329,772899
新潟県,463712,1382778,6373,1,223993,453,232893
富山県,239530,517964,3090,0,123822,322,112296
石川県,281838,763788,3868,0,155716,519,121735
福井県,202171,622609,1830,0,110918,200,89223
山梨県,192950,830928,1135,0,93672,418,97725
長野県,465324,1539043,1709,0,463358,889,632
岐阜県,546265,1907532,118,1,284881,1122,260144
静岡県,871170,2642147,8042,1,478956,1406,382766
愛知県,2120346,6013377,3224,2,2111559,4354,1209
三重県,463010,1214729,10040,0,226621,1062,225287
滋賀県,375820,1412571,5203,0,225722,678,144217
京都府,682642,1617661,12816,12,459222,1669,208935
大阪府,2844682,13266307,17234,5,2032077,8546,786825
兵庫県,1474990,2465506,12812,0,986750,3905,471523
奈良県,348612,1053742,29837,0,195268,880,122627
和歌山県,240877,319456,16,0,129448,529,110884
鳥取県,143566,1187988,9154,0,44778,267,89367
島根県,169574,560152,264,0,168951,303,56
岡山県,493280,1272633,616,1,490984,856,824
広島県,809308,3364929,15848,0,409656,1372,382432
山口県,316325,1247910,2875,0,158495,756,154199
徳島県,167873,476713,1289,0,90741,421,75422
香川県,254718,587282,2566,1,138120,626,113406
愛媛県,318510,1022879,3746,2,156705,696,157363
高知県,169963,494109,4973,0,94023,602,70365
福岡県,1593310,3918607,26454,0,1029285,3201,534370
佐賀県,262011,377021,12712,0,125171,496,123632
長崎県,338072,1205816,21237,0,177499,647,138689
熊本県,536918,540288,6765,1,320699,1316,208138
大分県,305058,1009928,2099,0,172076,777,130106
宮崎県,321353,238860,3755,0,189320,778,127500
鹿児島県,444190,950433,311,0,286186,893,156800
沖縄県,581653,1456990,1609,2,494076,1014,84954
