都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1321732,3964610,17651,4,717238,4462,582381
青森県,275964,415661,4216,0,151129,637,119982
岩手県,229911,672679,3190,0,103563,596,122562
宮城県,526424,1247615,21402,6,204624,914,299484
秋田県,196776,81563,8442,2,89825,578,97931
山形県,221657,364106,6508,1,90443,351,124355
福島県,395015,1156057,3568,0,180682,751,210014
茨城県,628026,1985898,19941,12,301424,1257,305404
栃木県,414116,1222914,5475,8,215803,1014,191824
群馬県,433035,1211030,7914,3,225131,1038,198952
埼玉県,1778240,5070087,18090,18,1160893,3737,595520
千葉県,1446177,3668968,17026,14,904076,3725,521350
東京都,4301519,11709113,48425,18,3093983,7828,1151283
神奈川県,2192532,6721972,10943,20,1450734,4133,726722
新潟県,445737,1267281,6387,1,223993,407,214950
富山県,232160,480958,3202,1,123822,305,104831
石川県,273752,763788,3904,1,155716,485,113647
福井県,196456,577665,1907,0,110918,192,83439
山梨県,186351,779327,1214,0,93672,379,91086
長野県,446975,1424369,4024,1,442401,830,280
岐阜県,531138,1766148,310,4,284881,1070,244877
静岡県,850952,2436441,8645,2,478956,1317,362034
愛知県,2082828,5535338,12771,17,2062889,4169,2999
三重県,450874,1114856,10152,6,226621,1008,213093
滋賀県,368140,1313111,5349,1,225722,639,136430
京都府,669069,1526607,13011,23,459222,1595,195241
大阪府,2799957,12317688,25638,47,2032077,8258,733984
兵庫県,1447807,2465506,13185,4,986750,3731,444141
奈良県,341253,976300,29923,4,195268,814,115248
和歌山県,234262,319456,133,6,129448,504,104177
鳥取県,137927,1106332,9201,0,44778,252,83696
島根県,163547,516504,1185,1,161660,285,417
岡山県,483417,1172792,5335,5,474425,807,2850
広島県,786284,3315325,16036,3,409656,1297,359295
山口県,306754,1161330,3090,1,158495,716,144453
徳島県,162287,436170,1390,3,90741,397,69759
香川県,248176,545249,2778,3,138120,591,106687
愛媛県,309329,944090,3823,3,156705,656,148145
高知県,166026,494109,5080,5,94023,567,66356
福岡県,1566588,3918607,27535,6,1029285,3081,506687
佐賀県,257896,377021,12802,2,125171,467,119456
長崎県,331794,1098820,22167,3,177499,610,131518
熊本県,528104,540288,7018,8,320699,1248,199139
大分県,298292,1009928,2221,0,172076,734,123261
宮崎県,316509,238860,3849,1,189320,753,122587
鹿児島県,434779,928631,1915,1,286186,845,145833
沖縄県,574151,1392161,1532,1,494076,893,77650
