"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",61610,217,59928,1475,0,10,1283213,"JP-01"
"Aomori","青森県",5918,17,5863,38,0,0,105984,"JP-02"
"Iwate","岩手県",3500,13,3434,53,0,0,137155,"JP-03"
"Miyagi","宮城県",16306,11,16171,118,0,6,268773,"JP-04"
"Akita","秋田県",1934,0,1907,27,0,0,27691,"JP-05"
"Yamagata","山形県",3622,16,3550,56,0,0,116449,"JP-06"
"Fukushima","福島県",9545,33,9336,176,0,0,476544,"JP-07"
"Ibaraki","茨城県",24520,35,24265,220,0,0,40625,"JP-08"
"Tochigi","栃木県",15718,158,15443,117,0,0,531907,"JP-09"
"Gunma","群馬県",17456,143,17136,177,1,0,360457,"JP-10"
"Saitama","埼玉県",116257,245,114953,1059,1,0,1667052,"JP-11"
"Chiba","千葉県",100848,145,99606,1028,1,69,1252612,"JP-12"
"Tokyo","東京都",383855,1206,379504,3175,3,30,4226513,"JP-13"
"Kanagawa","神奈川県",170053,321,168413,1319,2,0,1859315,"JP-14"
"Niigata","新潟県",8274,80,8131,63,0,0,333630,"JP-15"
"Toyama","富山県",4870,1,4817,52,0,0,133445,"JP-16"
"Ishikawa","石川県",8063,71,7833,137,0,22,215536,"JP-17"
"Fukui","福井県",3123,8,3077,38,0,0,127881,"JP-18"
"Yamanashi","山梨県",5170,9,5132,29,0,0,135182,"JP-19"
"Nagano","長野県",9024,84,8898,97,0,55,373483,"JP-20"
"Gifu","岐阜県",19343,26,19058,219,0,40,477900,"JP-21"
"Shizuoka","静岡県",26939,63,26656,209,0,11,741868,"JP-22"
"Aichi","愛知県",106874,157,105556,1161,0,0,1535003,"JP-23"
"Mie","三重県",14828,10,14983,163,0,328,273776,"JP-24"
"Shiga","滋賀県",12630,156,12370,104,0,0,298867,"JP-25"
"Kyoto","京都府",36370,202,35784,292,11,92,477388,"JP-26"
"Osaka","大阪府",204364,833,200467,3064,19,0,4287339,"JP-27"
"Hyogo","兵庫県",78952,139,77415,1398,2,0,874944,"JP-28"
"Nara","奈良県",16052,109,15794,149,0,0,286059,"JP-29"
"Wakayama","和歌山県",5310,6,5136,62,0,106,68711,"JP-30"
"Tottori","鳥取県",1673,4,1639,5,0,25,172102,"JP-31"
"Shimane","島根県",1780,47,1728,5,0,0,64047,"JP-32"
"Okayama","岡山県",15579,2,15417,136,0,24,310392,"JP-33"
"Hiroshima","広島県",22448,261,21985,202,2,0,990011,"JP-34"
"Yamaguchi","山口県",6124,307,5724,93,0,0,222391,"JP-35"
"Tokushima","徳島県",3293,4,3225,66,0,2,117955,"JP-36"
"Kagawa","香川県",4719,14,4666,38,0,1,146358,"JP-37"
"Ehime","愛媛県",5421,9,5330,82,0,0,175114,"JP-38"
"Kochi","高知県",4177,10,4134,33,0,0,112497,"JP-39"
"Fukuoka","福岡県",74888,93,74122,627,3,46,1451728,"JP-40"
"Saga","佐賀県",5896,14,5894,30,0,42,122457,"JP-41"
"Nagasaki","長崎県",6149,30,6047,73,0,1,205745,"JP-42"
"Kumamoto","熊本県",14402,4,14262,136,0,0,124976,"JP-43"
"Oita","大分県",8191,4,8103,84,0,0,309670,"JP-44"
"Miyazaki","宮崎県",6157,4,6096,41,0,16,73175,"JP-45"
"Kagoshima","鹿児島県",9152,13,9054,66,0,19,177657,"JP-46"
"Okinawa","沖縄県",51743,1285,50065,398,19,5,445219,"JP-47"
