都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1329910,3964610,17523,4,717238,4507,590642
青森県,277180,415661,4168,0,151129,639,121244
岩手県,232638,689792,3177,0,103563,604,125294
宮城県,531731,1271591,21296,6,204624,932,304879
秋田県,198261,81563,8393,2,89825,584,99459
山形県,223700,367790,6472,1,90443,354,126431
福島県,398930,1156057,3568,0,180682,817,213863
茨城県,632564,1985898,19690,3,301424,1269,310181
栃木県,418026,1244236,5335,5,215803,1047,195841
群馬県,436129,1231687,7848,2,225131,1065,202085
埼玉県,1786735,5143326,17628,13,1160893,3838,604376
千葉県,1453350,3738199,16300,8,904076,3832,529142
東京都,4316448,11881282,47511,13,3093983,7970,1166984
神奈川県,2203019,6876211,4398,14,1450734,4221,743666
新潟県,450130,1288916,6380,0,223993,422,219335
富山県,234699,490219,3125,0,123822,307,107445
石川県,276217,763788,3871,2,155716,489,116141
福井県,198269,592379,1860,0,110918,195,85296
山梨県,188301,798599,1186,0,93672,389,93054
長野県,452085,1451697,2347,1,449542,850,654
岐阜県,536311,1798622,172,2,284881,1090,250168
静岡県,859133,2487006,8310,3,478956,1360,370507
愛知県,2094915,5663386,5159,6,2084191,4243,1322
三重県,455766,1138814,10083,2,226621,1029,218033
滋賀県,370984,1348738,5288,0,225722,662,139312
京都府,672836,1549972,12839,11,459222,1629,199146
大阪府,2813488,12550352,17596,28,2032077,8364,755451
兵庫県,1457845,2465506,12920,7,986750,3775,454400
奈良県,343593,996328,29880,3,195268,839,117606
和歌山県,236750,319456,65,0,129448,512,106725
鳥取県,139735,1125892,9173,0,44778,255,85529
島根県,165842,527504,850,1,164470,293,229
岡山県,487466,1205601,2266,5,483159,829,1212
広島県,793142,3330243,15884,3,409656,1332,366270
山口県,310430,1186342,2939,2,158495,735,148261
徳島県,164560,449648,1352,0,90741,406,72061
香川県,250414,556261,2644,3,138120,609,109041
愛媛県,312716,964381,3826,3,156705,678,151507
高知県,167661,494109,5016,3,94023,581,68041
福岡県,1575957,3918607,26765,3,1029285,3138,516769
佐賀県,259368,377021,12751,0,125171,485,120961
長崎県,334123,1127022,21912,1,177499,627,134085
熊本県,531178,540288,6890,5,320699,1280,202309
大分県,300862,1009928,2164,0,172076,752,125870
宮崎県,318022,238860,3776,0,189320,768,124158
鹿児島県,438149,935289,932,0,286186,868,150163
沖縄県,575371,1407267,737,1,494076,917,79641
