都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1246311,3964610,18403,7,717238,4090,506580
青森県,255910,415661,4590,4,151129,543,99648
岩手県,206991,617977,3367,0,103563,440,99621
宮城県,475714,1152423,22050,18,204624,749,248291
秋田県,181470,81376,8819,4,89825,486,82340
山形県,204103,346740,6988,0,90443,313,106359
福島県,351512,1156057,3568,2,180682,474,166788
茨城県,549160,1985898,20795,31,301424,1002,225939
栃木県,364433,1136087,5846,10,215803,791,141993
群馬県,385002,1111426,8329,13,225131,830,150712
埼玉県,1635134,4725495,19485,42,1160893,2978,451778
千葉県,1310908,3392797,18815,23,904076,3035,384982
東京都,4047009,10946478,53247,49,3093983,6875,892904
神奈川県,2017259,6001633,54353,61,1450734,3599,508573
新潟県,404687,1185537,6702,3,223993,285,173707
富山県,208422,433854,3376,6,123822,259,80965
石川県,245190,763788,4122,2,155716,401,84951
福井県,175511,534033,2119,1,110918,152,62322
山梨県,160732,689858,1515,0,93672,263,65282
長野県,393425,1313227,11991,3,378223,685,2526
岐阜県,464834,1590331,755,4,284881,880,178318
静岡県,715402,2199909,9139,6,478956,955,226352
愛知県,1875667,5018293,53812,23,1799188,3515,19152
三重県,380132,993801,10388,5,226621,725,142398
滋賀県,328046,1176810,5654,7,225722,491,96179
京都府,610667,1418076,13510,82,459222,1322,136613
大阪府,2585981,11383491,77795,69,2032077,7245,468864
兵庫県,1296764,2465506,14016,29,986750,3259,292739
奈良県,306648,886088,30165,14,195268,674,80541
和歌山県,200659,319456,257,8,129448,391,70563
鳥取県,115736,973197,9319,0,44778,172,61467
島根県,141871,466454,4536,1,135162,195,1978
岡山県,417573,1045577,21616,13,375427,608,19922
広島県,679748,3256361,16574,10,409656,1038,252480
山口県,257599,1031617,3212,5,158495,558,95334
徳島県,137003,398639,1556,3,90741,291,44415
香川県,213741,497454,3221,2,138120,451,71949
愛媛県,263688,836568,4108,7,156705,454,102421
高知県,142542,494109,5149,7,94023,430,42940
福岡県,1403121,3918607,31017,19,1029285,2388,340431
佐賀県,227479,377021,13098,3,125171,356,88854
長崎県,289629,973596,23691,0,177499,435,88004
熊本県,466830,540288,8069,30,320699,923,137139
大分県,258307,1009928,2486,3,172076,501,83244
宮崎県,272587,238860,4037,6,189320,530,78700
鹿児島県,378611,848352,7816,7,286186,622,83987
沖縄県,548938,1317576,6943,8,494076,837,47082
