都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1294539,3964610,18154,6,717238,4301,554846
青森県,269971,415661,4474,2,151129,591,113777
岩手県,221817,648230,3326,2,103563,535,114393
宮城県,509293,1203326,21849,13,204624,846,281974
秋田県,191076,81563,8688,2,89825,536,92027
山形県,215260,354593,6685,0,90443,336,117796
福島県,380087,1156057,3568,2,180682,547,195290
茨城県,601501,1985898,20841,26,301424,1129,278107
栃木県,395980,1174106,5778,14,215803,920,173479
群馬県,417518,1166429,8286,10,225131,951,183150
埼玉県,1733655,4913302,19168,40,1160893,3368,550226
千葉県,1402631,3538123,18481,35,904076,3344,476730
東京都,4224251,11325292,51867,43,3093983,7368,1071033
神奈川県,2135718,6377780,44193,57,1450734,3889,636902
新潟県,431385,1226770,6610,0,223993,343,200439
富山県,222841,462523,3326,5,123822,287,95406
石川県,264443,763788,4102,2,155716,452,104173
福井県,189254,557007,2119,1,110918,175,76042
山梨県,178161,743108,1450,0,93672,322,82717
長野県,426689,1368929,12096,1,413916,775,98
岐阜県,509025,1683623,769,6,284881,979,222396
静岡県,808741,2329743,9146,19,478956,1136,319503
愛知県,2017455,5243696,52127,45,1950366,3846,11116
三重県,428609,1058026,10413,7,226621,878,190697
滋賀県,353772,1226018,5650,5,225722,582,121818
京都府,650704,1476483,13426,68,459222,1451,176605
大阪府,2731714,11819209,69095,90,2032077,7721,622821
兵庫県,1400239,2465506,13849,20,986750,3504,396136
奈良県,329681,933196,30117,15,195268,741,103555
和歌山県,224082,319456,266,13,129448,448,93920
鳥取県,131137,1056831,9297,0,44778,223,76839
島根県,155828,495088,3567,1,151473,253,535
岡山県,463263,1132746,18149,18,438959,739,5416
広島県,755382,3363790,16561,17,409656,1172,327993
山口県,291177,1114017,3206,2,158495,655,128821
徳島県,153616,417004,1511,4,90741,351,61013
香川県,236473,521785,2988,1,138120,530,94835
愛媛県,294828,906013,4019,1,156705,579,133525
高知県,156129,494109,5156,8,94023,517,56433
福岡県,1521233,3918607,30076,24,1029285,2793,459079
佐賀県,250100,377021,13045,4,125171,423,111461
長崎県,320022,1017816,23474,3,177499,532,118517
熊本県,512087,540288,7711,31,320699,1116,182561
大分県,286941,1009928,2413,2,172076,589,111863
宮崎県,306320,238860,4045,5,189320,669,112286
鹿児島県,419149,904401,7765,6,286186,743,124455
沖縄県,566952,1352949,5496,7,494076,858,66522
