都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,774315,3202057,17819,0,717238,2634,36624
青森県,160562,415661,4243,2,151129,308,4882
岩手県,111965,470549,3209,0,103563,198,4995
宮城県,267656,930290,21357,2,204624,402,41273
秋田県,105219,75723,8457,0,89825,235,6702
山形県,111941,292745,6572,0,90443,196,14730
福島県,194213,1156057,3568,0,180682,283,9680
茨城県,372347,1815549,19815,2,301424,699,50409
栃木県,229945,971150,5333,1,215803,509,8300
群馬県,243298,913658,7975,3,225131,480,9712
埼玉県,1210011,4013284,17821,6,1160893,2445,28852
千葉県,963357,2941588,16140,3,904076,2605,40536
東京都,3209837,9530445,48208,13,3093983,5923,61723
神奈川県,1512268,4854941,11777,22,1450734,3012,46745
新潟県,240833,976283,6435,0,223993,167,10238
富山県,133390,371991,3181,0,123822,181,6206
石川県,166588,763788,3915,1,155716,285,6672
福井県,116947,464610,1859,0,110918,100,4070
山梨県,98297,543086,1227,1,93672,159,3239
長野県,217619,1056558,4529,1,211587,356,1147
岐阜県,300771,1320891,4981,0,284881,599,10310
静岡県,503117,1861417,8225,4,478956,756,15180
愛知県,1381936,4205814,8528,6,1367272,2891,3245
三重県,259896,846333,10156,2,226621,541,22578
滋賀県,238557,981580,5298,1,225722,336,7201
京都府,483363,1223414,12882,22,459222,1099,10160
大阪府,2124372,9880042,27474,17,2032077,6524,58297
兵庫県,1019522,2465506,12935,5,986750,2894,16943
奈良県,231081,752407,29858,0,195268,537,5418
和歌山県,136384,319456,65,0,129448,254,6617
鳥取県,65175,734768,9195,0,44778,80,11122
島根県,85186,368464,1232,0,83535,98,321
岡山県,281954,871130,3912,4,273230,414,4398
広島県,439912,2749321,15973,3,409656,769,13514
山口県,167978,850137,2948,0,158495,393,6142
徳島県,95138,338024,1326,0,90741,176,2895
香川県,144931,412401,2586,2,138120,297,3928
愛媛県,165854,643908,3746,2,156705,289,5114
高知県,102012,494109,5032,2,94023,300,2657
福岡県,1091246,3918607,26779,5,1029285,1991,33191
佐賀県,159768,377021,12770,0,125171,227,21600
長崎県,215663,776447,21364,3,177499,331,16469
熊本県,335615,540288,6912,1,320699,651,7353
大分県,179027,914618,2161,1,172076,388,4402
宮崎県,198620,238860,3815,1,189320,374,5111
鹿児島県,303536,759511,1355,0,286186,547,15448
沖縄県,504819,1201670,2918,5,494076,760,7065
