"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",347179,23944,321918,2049,6,732,2206064,"JP-01"
"Aomori","青森県",54789,2437,52248,104,0,0,240234,"JP-02"
"Iwate","岩手県",33150,2767,30297,86,0,0,272148,"JP-03"
"Miyagi","宮城県",83961,3913,79642,195,2,211,565717,"JP-04"
"Akita","秋田県",29443,1604,27773,66,0,0,61458,"JP-05"
"Yamagata","山形県",27426,1952,25382,92,0,0,192139,"JP-06"
"Fukushima","福島県",61617,3994,57405,218,0,0,810251,"JP-07"
"Ibaraki","茨城県",155930,3243,152253,434,1,0,1240444,"JP-08"
"Tochigi","栃木県",89256,3280,85705,271,4,0,740506,"JP-09"
"Gunma","群馬県",92367,3013,89038,316,1,0,631630,"JP-10"
"Saitama","埼玉県",542712,10230,530919,1563,0,0,2787402,"JP-11"
"Chiba","千葉県",443802,8387,427808,1773,3,5834,2045327,"JP-12"
"Tokyo","東京都",1518729,40831,1473447,4451,4,0,6755088,"JP-13"
"Kanagawa","神奈川県",742532,13659,726696,2177,6,0,2180686,"JP-14"
"Niigata","新潟県",69406,3574,65741,91,1,0,635510,"JP-15"
"Toyama","富山県",36226,2334,33799,93,1,0,242990,"JP-16"
"Ishikawa","石川県",53259,4048,48994,194,1,23,432183,"JP-17"
"Fukui","福井県",33686,1720,31921,45,0,0,319313,"JP-18"
"Yamanashi","山梨県",31447,901,30486,68,0,8,318457,"JP-19"
"Nagano","長野県",70943,3244,67459,190,0,50,706403,"JP-20"
"Gifu","岐阜県",97184,4680,91847,329,1,328,862530,"JP-21"
"Shizuoka","静岡県",164947,8108,156239,406,0,194,1219294,"JP-22"
"Aichi","愛知県",526495,18716,505735,2044,5,0,2662191,"JP-23"
"Mie","三重県",79764,3215,78152,298,0,1901,507221,"JP-24"
"Shiga","滋賀県",88341,2995,85127,219,0,0,625055,"JP-25"
"Kyoto","京都府",198492,7555,189829,712,4,396,816846,"JP-26"
"Osaka","大阪府",956003,31299,919683,5021,22,0,6964638,"JP-27"
"Hyogo","兵庫県",415198,12376,400599,2224,5,1,1538006,"JP-28"
"Nara","奈良県",90941,3532,87025,384,1,0,506436,"JP-29"
"Wakayama","和歌山県",41005,1498,39182,117,0,208,170230,"JP-30"
"Tottori","鳥取県",14426,1083,13134,19,0,190,384740,"JP-31"
"Shimane","島根県",16379,1024,15340,15,0,0,202807,"JP-32"
"Okayama","岡山県",94464,5287,85600,247,0,3330,568423,"JP-33"
"Hiroshima","広島県",150213,11517,138215,481,1,0,1847128,"JP-34"
"Yamaguchi","山口県",42544,2596,39773,175,1,0,555904,"JP-35"
"Tokushima","徳島県",21445,1157,20209,81,1,2,208730,"JP-36"
"Kagawa","香川県",46378,2645,43610,123,1,0,268810,"JP-37"
"Ehime","愛媛県",38044,1752,36153,139,3,0,351733,"JP-38"
"Kochi","高知県",26345,2000,24235,110,1,0,282783,"JP-39"
"Fukuoka","福岡県",413883,15754,390339,1244,4,6546,2626844,"JP-40"
"Saga","佐賀県",50868,2132,46178,105,0,2453,269390,"JP-41"
"Nagasaki","長崎県",53086,3776,52050,124,0,2864,364839,"JP-42"
"Kumamoto","熊本県",94402,5524,88591,287,3,0,275873,"JP-43"
"Oita","大分県",51745,2697,48889,159,1,0,570695,"JP-44"
"Miyazaki","宮崎県",50132,4171,45896,140,1,75,187947,"JP-45"
"Kagoshima","鹿児島県",78889,5052,73348,191,1,298,402277,"JP-46"
"Okinawa","沖縄県",203492,16263,186722,459,14,48,818477,"JP-47"
