"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1347381,17392,717238,4574,2,608177,3964610,"JP-01"
"Aomori","青森県",280863,4159,151129,650,1,124925,415661,"JP-02"
"Iwate","岩手県",235754,3166,103563,618,2,128407,727733,"JP-03"
"Miyagi","宮城県",539760,21151,204624,960,2,313025,1335187,"JP-04"
"Akita","秋田県",201366,8346,89825,602,0,102593,81563,"JP-05"
"Yamagata","山形県",228580,6466,90443,363,0,131308,377422,"JP-06"
"Fukushima","福島県",406927,3568,180682,851,0,221826,1156057,"JP-07"
"Ibaraki","茨城県",638966,19629,301424,1295,1,316618,2491785,"JP-08"
"Tochigi","栃木県",424401,5249,215803,1079,0,202270,1295924,"JP-09"
"Gunma","群馬県",441859,7739,225131,1100,0,207889,1287066,"JP-10"
"Saitama","埼玉県",1803008,17422,1160893,3987,1,620706,5329831,"JP-11"
"Chiba","千葉県",1467804,15800,904076,3926,3,544002,3917683,"JP-12"
"Tokyo","東京都",4354423,47313,3093983,8078,6,1205049,12373101,"JP-13"
"Kanagawa","神奈川県",2223544,3980,1450734,4316,6,764514,7329615,"JP-14"
"Niigata","新潟県",460211,6356,223993,447,1,229415,1358830,"JP-15"
"Toyama","富山県",237700,3092,123822,318,1,110468,512303,"JP-16"
"Ishikawa","石川県",279918,3854,155716,512,0,119836,763788,"JP-17"
"Fukui","福井県",201064,1822,110918,199,0,88125,616392,"JP-18"
"Yamanashi","山梨県",191855,1160,93672,415,1,96608,826529,"JP-19"
"Nagano","長野県",462011,1274,460537,879,0,679,1519838,"JP-20"
"Gifu","岐阜県",543732,64,284881,1119,1,257668,1885802,"JP-21"
"Shizuoka","静岡県",868521,8054,478956,1405,0,380106,2606274,"JP-22"
"Aichi","愛知県",2114113,2827,2105952,4325,3,1009,5944432,"JP-23"
"Mie","三重県",461556,10049,226621,1051,0,223835,1201545,"JP-24"
"Shiga","滋賀県",374543,5237,225722,678,0,142906,1399703,"JP-25"
"Kyoto","京都府",679363,12818,459222,1660,7,205663,1601916,"JP-26"
"Osaka","大阪府",2834881,15727,2032077,8521,9,778556,13099591,"JP-27"
"Hyogo","兵庫県",1470603,12828,986750,3897,1,467128,2465506,"JP-28"
"Nara","奈良県",347017,29826,195268,873,2,121050,1041503,"JP-29"
"Wakayama","和歌山県",240114,37,129448,526,3,110103,319456,"JP-30"
"Tottori","鳥取県",142946,9154,44778,266,0,88748,1176354,"JP-31"
"Shimane","島根県",169140,333,168459,301,0,47,551292,"JP-32"
"Okayama","岡山県",492010,574,489886,856,1,694,1260400,"JP-33"
"Hiroshima","広島県",805430,15834,409656,1367,2,378573,3360582,"JP-34"
"Yamaguchi","山口県",315282,2887,158495,752,1,153148,1235584,"JP-35"
"Tokushima","徳島県",167381,1288,90741,421,0,74931,471395,"JP-36"
"Kagawa","香川県",253636,2582,138120,620,2,112314,580642,"JP-37"
"Ehime","愛媛県",317204,3699,156705,695,2,156105,1010339,"JP-38"
"Kochi","高知県",169612,4977,94023,600,0,70012,494109,"JP-39"
"Fukuoka","福岡県",1588900,26410,1029285,3192,0,530013,3918607,"JP-40"
"Saga","佐賀県",261486,12733,125171,493,0,123089,377021,"JP-41"
"Nagasaki","長崎県",337295,21235,177499,646,0,137915,1191239,"JP-42"
"Kumamoto","熊本県",535692,6755,320699,1311,2,206927,540288,"JP-43"
"Oita","大分県",304151,2092,172076,774,0,129209,1009928,"JP-44"
"Miyazaki","宮崎県",320667,3757,189320,777,0,126813,238860,"JP-45"
"Kagoshima","鹿児島県",443196,291,286186,890,0,155829,947931,"JP-46"
"Okinawa","沖縄県",579084,937,494076,1013,0,83058,1446921,"JP-47"
