都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,870970,3413150,18297,6,717238,2771,132664
青森県,171596,415661,4340,1,151129,334,15793
岩手県,124079,503340,3273,1,103563,207,17036
宮城県,291568,974004,21697,6,204624,427,64820
秋田県,117796,76794,8642,1,89825,262,19067
山形県,130170,305862,6703,0,90443,215,32809
福島県,213953,1156057,3568,1,180682,308,29395
茨城県,390437,1815549,20109,2,301424,728,68176
栃木県,244575,1002100,5415,5,215803,527,22830
群馬県,259676,954630,8178,1,225131,523,25844
埼玉県,1254656,4142418,18186,10,1160893,2499,73078
千葉県,997739,3035555,16328,3,904076,2658,74677
東京都,3300360,9812701,49435,18,3093983,6020,150922
神奈川県,1566625,5089975,19947,19,1450734,3076,92868
新潟県,260691,1021808,6505,1,223993,183,30010
富山県,144111,383725,3212,0,123822,185,16892
石川県,177621,763788,3949,4,155716,298,17658
福井県,123019,476717,1938,0,110918,104,10059
山梨県,105485,585964,1382,0,93672,171,10260
長野県,245072,1110999,11556,0,231737,373,1406
岐阜県,319006,1371782,382,0,284881,630,33113
静岡県,526387,1943340,8338,0,478956,775,38318
愛知県,1432177,4338675,19273,8,1403569,2983,6352
三重県,271991,887867,10133,0,226621,552,34685
滋賀県,249676,1011700,5363,3,225722,368,18223
京都府,496283,1257461,13021,17,459222,1125,22915
大阪府,2184254,10223341,33112,22,2032077,6630,112435
兵庫県,1051629,2465506,13154,5,986750,2924,48801
奈良県,239586,779849,29903,2,195268,561,13854
和歌山県,144810,319456,212,2,129448,267,14883
鳥取県,70504,779223,9212,0,44778,86,16428
島根県,91625,388970,2204,1,88745,99,577
岡山県,297140,919348,4511,4,289740,422,2467
広島県,467799,2862669,16110,1,409656,788,41245
山口県,178717,873058,3014,1,158495,399,16809
徳島県,98881,351895,1359,2,90741,188,6593
香川県,154100,431819,2708,1,138120,308,12964
愛媛県,175347,680613,3801,2,156705,290,14551
高知県,105411,494109,5020,1,94023,309,6059
福岡県,1116692,3918607,26777,3,1029285,2034,58596
佐賀県,164817,377021,12794,0,125171,239,26613
長崎県,223050,819049,21452,0,177499,339,23760
熊本県,347132,540288,7009,1,320699,661,18763
大分県,185751,955446,2164,1,172076,396,11115
宮崎県,204795,238860,3838,2,189320,389,11248
鹿児島県,309920,762735,1174,0,286186,552,22008
沖縄県,510719,1234796,1984,4,494076,798,13861
