"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1215529,18585,717238,3944,8,475762,3964610,"JP-01"
"Aomori","青森県",246897,4807,151129,512,2,90449,415661,"JP-02"
"Iwate","岩手県",197061,3401,103563,387,1,89710,607304,"JP-03"
"Miyagi","宮城県",452976,22313,204624,685,19,225354,1133978,"JP-04"
"Akita","秋田県",175424,8846,89825,449,2,76304,81161,"JP-05"
"Yamagata","山形県",197020,6901,90443,296,0,99380,342752,"JP-06"
"Fukushima","福島県",334449,3568,180682,440,3,149759,1156057,"JP-07"
"Ibaraki","茨城県",523719,20994,301424,944,22,200357,1985898,"JP-08"
"Tochigi","栃木県",346746,5828,215803,720,8,124395,1120129,"JP-09"
"Gunma","群馬県",365876,8441,225131,764,9,131540,1091557,"JP-10"
"Saitama","埼玉県",1575290,19570,1160893,2885,28,391942,4644592,"JP-11"
"Chiba","千葉県",1258204,18298,904076,2935,21,332895,3334035,"JP-12"
"Tokyo","東京都",3925038,54185,3093983,6664,52,770206,10797946,"JP-13"
"Kanagawa","神奈川県",1945492,71475,1450734,3471,58,419812,5897496,"JP-14"
"Niigata","新潟県",388373,6736,223993,273,5,157371,1167445,"JP-15"
"Toyama","富山県",200114,3486,123822,240,3,72566,425616,"JP-16"
"Ishikawa","石川県",234963,4137,155716,370,5,74740,763788,"JP-17"
"Fukui","福井県",166524,2125,110918,140,2,53341,524388,"JP-18"
"Yamanashi","山梨県",151516,1512,93672,246,0,56086,689858,"JP-19"
"Nagano","長野県",374845,17062,355716,647,4,1420,1287450,"JP-20"
"Gifu","岐阜県",438438,922,284881,830,3,151805,1567667,"JP-21"
"Shizuoka","静岡県",673638,9009,478956,899,6,184774,2175869,"JP-22"
"Aichi","愛知県",1802821,73321,1707818,3415,35,18267,4894508,"JP-23"
"Mie","三重県",358163,10388,226621,673,4,120481,974646,"JP-24"
"Shiga","滋賀県",315127,5698,225722,469,8,83238,1151386,"JP-25"
"Kyoto","京都府",589293,13490,459222,1272,74,115309,1392753,"JP-26"
"Osaka","大阪府",2503786,85632,2032077,7064,61,379013,11222201,"JP-27"
"Hyogo","兵庫県",1246360,14134,986750,3161,20,242315,2465506,"JP-28"
"Nara","奈良県",294447,30130,195268,662,20,68387,871127,"JP-29"
"Wakayama","和歌山県",187285,256,129448,355,4,57226,319456,"JP-30"
"Tottori","鳥取県",106982,9310,44778,153,0,52741,954639,"JP-31"
"Shimane","島根県",132685,6977,123661,173,2,1874,454164,"JP-32"
"Okayama","岡山県",393872,18510,356939,552,11,17871,1045577,"JP-33"
"Hiroshima","広島県",637647,16595,409656,992,7,210404,3144451,"JP-34"
"Yamaguchi","山口県",236085,3268,158495,504,5,73818,1003938,"JP-35"
"Tokushima","徳島県",128552,1570,90741,270,3,35971,390830,"JP-36"
"Kagawa","香川県",199961,2973,138120,400,8,58468,488217,"JP-37"
"Ehime","愛媛県",243230,4069,156705,407,7,82049,806654,"JP-38"
"Kochi","高知県",133941,5155,94023,383,5,34380,494109,"JP-39"
"Fukuoka","福岡県",1337563,30196,1029285,2264,13,275818,3918607,"JP-40"
"Saga","佐賀県",212733,13066,125171,314,1,74182,377021,"JP-41"
"Nagasaki","長崎県",272898,22776,177499,405,3,72218,948247,"JP-42"
"Kumamoto","熊本県",439693,8050,320699,817,13,110127,540288,"JP-43"
"Oita","大分県",239727,2405,172076,470,4,64776,1009928,"JP-44"
"Miyazaki","宮崎県",252054,4069,189320,469,3,58196,238860,"JP-45"
"Kagoshima","鹿児島県",356418,7644,286186,591,4,61997,824896,"JP-46"
"Okinawa","沖縄県",538400,6159,494076,837,6,37328,1305590,"JP-47"
