都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1135075,3858726,18727,15,717238,3576,395534
青森県,221963,415661,4806,5,151129,441,65587
岩手県,170603,575796,3425,1,103563,307,63308
宮城県,399034,1085017,22320,15,204624,577,171513
秋田県,157966,79652,8908,1,89825,370,58863
山形県,178595,330410,6857,1,90443,273,81022
福島県,294063,1156057,3568,3,180682,373,109440
茨城県,468280,1985898,20658,9,301424,844,145354
栃木県,307084,1077536,5739,8,215803,625,84917
群馬県,324102,1048180,8431,4,225131,655,89885
埼玉県,1440996,4455790,19432,18,1160893,2698,257973
千葉県,1143190,3228518,17391,8,904076,2796,218927
東京都,3664333,10447874,52717,15,3093983,6370,511263
神奈川県,1789526,5624345,51884,45,1450734,3288,283620
新潟県,343524,1119729,6786,5,223993,226,112519
富山県,179708,419292,3500,0,123822,213,52173
石川県,213633,763788,4128,2,155716,336,53453
福井県,148889,506862,2076,0,110918,129,35766
山梨県,135078,658915,1433,0,93672,211,39762
長野県,337450,1237854,16448,6,318298,531,2173
岐阜県,387831,1504520,711,4,284881,727,101512
静岡県,607134,2084568,8515,2,478956,837,118826
愛知県,1646858,4684839,49281,25,1578897,3202,15478
三重県,318760,939363,10319,5,226621,603,81217
滋賀県,286870,1107656,5581,4,225722,415,55152
京都府,547336,1340601,13388,69,459222,1201,73525
大阪府,2356105,10852691,60816,36,2032077,6832,256380
兵庫県,1153066,2465506,13748,20,986750,3043,149525
奈良県,269571,836321,30048,8,195268,618,43637
和歌山県,167250,319456,229,0,129448,311,37262
鳥取県,89762,890873,9320,0,44778,123,35541
島根県,113768,429825,5086,0,107913,135,634
岡山県,350815,996914,11798,7,330078,493,8446
広島県,567588,3079491,16487,9,409656,900,140545
山口県,206351,964156,3100,1,158495,442,44314
徳島県,114072,380651,1465,2,90741,227,21639
香川県,177811,465754,2886,2,138120,349,36456
愛媛県,207557,754138,3909,5,156705,342,46601
高知県,119844,494109,5132,1,94023,344,20345
福岡県,1217126,3918607,28028,3,1029285,2130,157683
佐賀県,187468,377021,12981,1,125171,275,49041
長崎県,246693,897148,21837,1,177499,364,46993
熊本県,386451,540288,7420,10,320699,724,57608
大分県,210668,1009928,2275,1,172076,423,35894
宮崎県,224765,238860,3944,3,189320,414,31087
鹿児島県,328993,791913,2840,1,286186,565,39402
沖縄県,526069,1278014,4402,5,494076,824,26767
