都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,992164,3599612,18766,12,717238,3023,253137
青森県,186180,415661,4432,1,151129,365,30254
岩手県,140642,533940,3368,1,103563,240,33471
宮城県,330112,1018553,22244,8,204624,476,102768
秋田県,132171,77609,8785,2,89825,298,33263
山形県,150013,316099,6811,0,90443,239,52520
福島県,242827,1156057,3568,1,180682,324,58253
茨城県,417423,1985898,20445,5,301424,748,94806
栃木県,265145,1032294,5597,4,215803,564,43181
群馬県,280964,990410,8304,6,225131,563,46966
埼玉県,1316405,4260193,18830,19,1160893,2552,134130
千葉県,1042669,3103835,16758,6,904076,2707,119128
東京都,3423821,10047918,51315,19,3093983,6108,272415
神奈川県,1644037,5298346,37589,24,1450734,3122,152592
新潟県,289308,1060201,6698,4,223993,191,58426
富山県,155923,398349,3372,0,123822,194,28535
石川県,190271,763788,4056,1,155716,306,30193
福井県,131916,486909,2011,1,110918,107,18880
山梨県,117021,614030,1593,0,93672,178,21578
長野県,284052,1161533,18483,1,264162,395,1012
岐阜県,342604,1420247,646,0,284881,662,56415
静岡県,554145,1994357,8337,2,478956,795,66057
愛知県,1502824,4440883,36170,19,1457311,3035,6308
三重県,288199,897859,10240,1,226621,565,50773
滋賀県,261471,1041995,5437,2,225722,376,29936
京都府,512190,1289926,13261,32,459222,1144,38563
大阪府,2241784,10496365,42222,27,2032077,6698,160787
兵庫県,1084158,2465506,13322,11,986750,2963,81123
奈良県,248684,799920,29953,8,195268,572,22891
和歌山県,152923,319456,234,2,129448,279,22962
鳥取県,76493,819906,9259,0,44778,99,22357
島根県,99698,403929,3606,2,95741,108,243
岡山県,315179,951038,8253,5,300660,444,5822
広島県,505999,2919519,16287,6,409656,830,79226
山口県,188721,891635,3022,0,158495,412,26792
徳島県,104213,363936,1419,0,90741,196,11857
香川県,162428,444912,2773,1,138120,316,21219
愛媛県,185739,708326,3885,2,156705,313,24836
高知県,109453,494109,5050,2,94023,318,10062
福岡県,1147325,3918607,27176,5,1029285,2071,88793
佐賀県,171477,377021,12875,1,125171,253,33178
長崎県,230852,847570,21627,1,177499,345,31381
熊本県,358958,540288,7153,7,320699,679,30427
大分県,193367,986381,2208,1,172076,400,18683
宮崎県,210669,238860,3838,1,189320,397,17114
鹿児島県,316022,773273,1741,1,286186,556,27539
沖縄県,515421,1251019,2440,5,494076,812,18093
