"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1314135,17752,717238,4429,5,574716,3964610,"JP-01"
"Aomori","青森県",274590,4277,151129,629,0,118555,415661,"JP-02"
"Iwate","岩手県",227665,3211,103563,587,0,120304,664857,"JP-03"
"Miyagi","宮城県",521953,21422,204624,900,11,295007,1232604,"JP-04"
"Akita","秋田県",195214,8562,89825,570,3,96257,81563,"JP-05"
"Yamagata","山形県",219719,6525,90443,349,0,122402,359194,"JP-06"
"Fukushima","福島県",391151,3568,180682,723,0,206178,1156057,"JP-07"
"Ibaraki","茨城県",622724,20195,301424,1226,17,299879,1985898,"JP-08"
"Tochigi","栃木県",409523,5569,215803,988,6,187163,1206425,"JP-09"
"Gunma","群馬県",429224,8013,225131,1015,7,195065,1198403,"JP-10"
"Saitama","埼玉県",1767853,18449,1160893,3643,23,584868,5022723,"JP-11"
"Chiba","千葉県",1436656,17426,904076,3619,20,511535,3630110,"JP-12"
"Tokyo","東京都",4284992,49365,3093983,7717,38,1133927,11582236,"JP-13"
"Kanagawa","神奈川県",2178972,18089,1450734,4056,28,706093,6609059,"JP-14"
"Niigata","新潟県",441828,6434,223993,383,2,211018,1252269,"JP-15"
"Toyama","富山県",229420,3230,123822,302,4,102066,474450,"JP-16"
"Ishikawa","石川県",271331,3955,155716,477,1,111183,763788,"JP-17"
"Fukui","福井県",194817,1990,110918,187,1,81722,570926,"JP-18"
"Yamanashi","山梨県",184588,1283,93672,369,1,89264,766831,"JP-19"
"Nagano","長野県",441434,5974,435348,824,1,712,1405113,"JP-20"
"Gifu","岐阜県",525186,394,284881,1041,3,238870,1741029,"JP-21"
"Shizuoka","静岡県",841036,8747,478956,1280,7,352053,2402362,"JP-22"
"Aichi","愛知県",2067211,20492,2037896,4078,26,4745,5404852,"JP-23"
"Mie","三重県",445758,10185,226621,982,5,207970,1100973,"JP-24"
"Shiga","滋賀県",364604,5455,225722,626,2,132801,1258826,"JP-25"
"Kyoto","京都府",664424,13139,459222,1560,31,190503,1510794,"JP-26"
"Osaka","大阪府",2783296,35640,2032077,8132,64,707447,12145969,"JP-27"
"Hyogo","兵庫県",1436717,13394,986750,3653,22,432920,2465506,"JP-28"
"Nara","奈良県",338484,29967,195268,788,8,112461,960982,"JP-29"
"Wakayama","和歌山県",231471,167,129448,492,4,101364,319456,"JP-30"
"Tottori","鳥取県",136170,9225,44778,245,0,81922,1092000,"JP-31"
"Shimane","島根県",161376,1622,159255,272,1,227,510211,"JP-32"
"Okayama","岡山県",478544,6738,467704,798,6,3304,1160228,"JP-33"
"Hiroshima","広島県",779644,16133,409656,1265,4,352590,3304858,"JP-34"
"Yamaguchi","山口県",302394,3096,158495,700,1,140103,1147876,"JP-35"
"Tokushima","徳島県",159823,1389,90741,388,1,67305,430855,"JP-36"
"Kagawa","香川県",245285,2791,138120,572,5,103802,536687,"JP-37"
"Ehime","愛媛県",305343,3877,156705,638,4,144123,934021,"JP-38"
"Kochi","高知県",161486,5096,94023,548,4,61819,494109,"JP-39"
"Fukuoka","福岡県",1556120,28016,1029285,3009,10,495810,3918607,"JP-40"
"Saga","佐賀県",256013,12859,125171,457,1,117526,377021,"JP-41"
"Nagasaki","長崎県",328948,22320,177499,593,2,128536,1078788,"JP-42"
"Kumamoto","熊本県",524567,7208,320699,1220,17,195440,540288,"JP-43"
"Oita","大分県",295268,2248,172076,701,0,120243,1009928,"JP-44"
"Miyazaki","宮崎県",314193,3879,189320,738,2,120256,238860,"JP-45"
"Kagoshima","鹿児島県",430949,2908,286186,827,5,141028,922631,"JP-46"
"Okinawa","沖縄県",572457,2428,494076,881,2,75072,1379463,"JP-47"
