"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",81489,13342,64521,1494,0,2132,1396410,"JP-01"
"Aomori","青森県",8852,1984,6829,39,0,0,122334,"JP-02"
"Iwate","岩手県",4204,544,3607,53,0,0,146420,"JP-03"
"Miyagi","宮城県",19606,2085,16909,118,2,494,303902,"JP-04"
"Akita","秋田県",3376,1170,2179,27,0,0,32407,"JP-05"
"Yamagata","山形県",4842,959,3827,56,0,0,126632,"JP-06"
"Fukushima","福島県",11712,1591,9945,176,3,0,511810,"JP-07"
"Ibaraki","茨城県",32281,4623,27435,223,2,0,42163,"JP-08"
"Tochigi","栃木県",21803,4253,17427,123,0,0,564916,"JP-09"
"Gunma","群馬県",26184,5836,20162,186,1,0,408144,"JP-10"
"Saitama","埼玉県",152031,22433,128534,1064,13,0,1846109,"JP-11"
"Chiba","千葉県",131236,16523,109869,1045,4,3799,1365784,"JP-12"
"Tokyo","東京都",515087,95026,416868,3193,18,0,4647225,"JP-13"
"Kanagawa","神奈川県",218232,32806,184093,1333,23,0,2054071,"JP-14"
"Niigata","新潟県",14625,4029,10533,63,2,0,387619,"JP-15"
"Toyama","富山県",6209,1036,5121,52,1,0,147539,"JP-16"
"Ishikawa","石川県",11263,2649,8451,141,0,22,234250,"JP-17"
"Fukui","福井県",4832,924,3870,38,1,0,152982,"JP-18"
"Yamanashi","山梨県",7699,1748,5924,32,0,5,151221,"JP-19"
"Nagano","長野県",15515,3072,11130,97,0,1216,429387,"JP-20"
"Gifu","岐阜県",26507,4475,21110,222,0,700,539027,"JP-21"
"Shizuoka","静岡県",40135,10246,29026,211,2,652,821309,"JP-22"
"Aichi","愛知県",143805,28552,114073,1180,5,0,1647440,"JP-23"
"Mie","三重県",19999,3502,16755,170,1,428,288826,"JP-24"
"Shiga","滋賀県",19956,5071,14779,106,0,0,331054,"JP-25"
"Kyoto","京都府",55678,11996,41658,297,58,1727,540316,"JP-26"
"Osaka","大阪府",295619,68112,224407,3100,459,0,4739149,"JP-27"
"Hyogo","兵庫県",110008,22415,86188,1407,8,2,975631,"JP-28"
"Nara","奈良県",22970,4894,17923,153,12,0,328654,"JP-29"
"Wakayama","和歌山県",9230,2848,6197,64,11,121,83971,"JP-30"
"Tottori","鳥取県",2845,879,1927,5,0,34,202619,"JP-31"
"Shimane","島根県",3922,1376,2540,6,2,0,85034,"JP-32"
"Okayama","岡山県",22714,1689,15815,136,0,5074,343602,"JP-33"
"Hiroshima","広島県",43138,16441,26474,223,8,0,1173596,"JP-34"
"Yamaguchi","山口県",11786,3381,8310,95,1,0,278857,"JP-35"
"Tokushima","徳島県",4249,677,3508,67,0,3,129608,"JP-36"
"Kagawa","香川県",7242,2018,5184,40,1,0,163794,"JP-37"
"Ehime","愛媛県",9218,2364,6770,84,3,0,203623,"JP-38"
"Kochi","高知県",5346,883,4428,35,3,0,126011,"JP-39"
"Fukuoka","福岡県",104064,21761,78055,637,3,3611,1621081,"JP-40"
"Saga","佐賀県",9864,2237,6964,33,0,630,145775,"JP-41"
"Nagasaki","長崎県",12145,4761,7315,75,2,6,231486,"JP-42"
"Kumamoto","熊本県",24659,4448,20071,140,6,0,146905,"JP-43"
"Oita","大分県",11930,2539,9306,85,0,0,348306,"JP-44"
"Miyazaki","宮崎県",9970,2835,7114,41,0,20,90904,"JP-45"
"Kagoshima","鹿児島県",14391,3064,10713,70,0,544,205813,"JP-46"
"Okinawa","沖縄県",79458,9883,69151,399,42,25,524214,"JP-47"
