都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1320318,3964610,17671,4,717238,4456,580953
青森県,275697,415661,4226,0,151129,637,119705
岩手県,229427,671557,3187,0,103563,594,122083
宮城県,525598,1246108,21389,4,204624,913,298672
秋田県,196443,81563,8451,3,89825,577,97590
山形県,221274,362819,6505,0,90443,351,123975
福島県,394284,1156057,3568,0,180682,743,209291
茨城県,627655,1985898,19977,14,301424,1253,305001
栃木県,413315,1222041,5500,9,215803,1011,191001
群馬県,432359,1211030,7948,4,225131,1035,198245
埼玉県,1776404,5062939,18172,19,1160893,3725,593614
千葉県,1444751,3668968,17041,14,904076,3698,519936
東京都,4298486,11693002,48651,22,3093983,7812,1148040
神奈川県,2190450,6709573,11317,25,1450734,4116,724283
新潟県,445082,1264937,6404,1,223993,402,214283
富山県,231577,479419,3211,2,123822,304,104240
石川県,273258,763788,3917,1,155716,485,113140
福井県,196139,577665,1927,0,110918,192,83102
山梨県,186016,779327,1222,0,93672,378,90744
長野県,445498,1421388,4528,1,441322,830,1182
岐阜県,529870,1766105,343,4,284881,1066,243580
静岡県,849621,2430168,8682,4,478956,1309,360674
愛知県,2079982,5483418,14973,19,2058305,4161,2543
三重県,450431,1114856,10155,6,226621,1002,212653
滋賀県,367485,1293799,5365,1,225722,639,135759
京都府,668339,1525464,13057,24,459222,1589,194471
大阪府,2796903,12294400,28914,47,2032077,8239,727673
兵庫県,1446352,2465506,13195,6,986750,3719,442688
奈良県,340743,973454,29929,4,195268,810,114736
和歌山県,233855,319456,136,4,129448,501,103770
鳥取県,137611,1105302,9204,0,44778,250,83379
島根県,163070,516504,1388,1,161261,281,140
岡山県,482640,1172792,5335,5,474425,807,2073
広島県,785671,3315323,16042,4,409656,1295,358678
山口県,305944,1161330,3094,1,158495,713,143642
徳島県,161782,435601,1393,3,90741,393,69255
香川県,247583,543672,2790,4,138120,588,106085
愛媛県,308421,943794,3822,3,156705,655,147239
高知県,165619,494109,5085,3,94023,565,65946
福岡県,1564824,3918607,27595,8,1029285,3071,504873
佐賀県,257560,377021,12809,2,125171,463,119117
長崎県,331270,1095352,22180,4,177499,610,130981
熊本県,527717,540288,7078,8,320699,1246,198694
大分県,297800,1009928,2218,0,172076,731,122775
宮崎県,316111,238860,3853,0,189320,749,122189
鹿児島県,434081,928066,2194,2,286186,841,144860
沖縄県,573886,1390073,1805,1,494076,890,77115
