"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",60895,107,59308,1472,1,8,1186033,"JP-01"
"Aomori","青森県",5897,2,5857,38,0,0,97323,"JP-02"
"Iwate","岩手県",3486,0,3433,53,0,0,128405,"JP-03"
"Miyagi","宮城県",16275,4,16152,118,0,1,252474,"JP-04"
"Akita","秋田県",1925,13,1885,27,0,0,27279,"JP-05"
"Yamagata","山形県",3551,0,3495,56,0,0,106040,"JP-06"
"Fukushima","福島県",9486,4,9307,175,2,0,438156,"JP-07"
"Ibaraki","茨城県",24432,23,24190,219,1,0,40535,"JP-08"
"Tochigi","栃木県",15461,14,15330,117,1,0,503842,"JP-09"
"Gunma","群馬県",16822,26,16620,176,0,0,320489,"JP-10"
"Saitama","埼玉県",115711,98,114562,1051,12,0,1547734,"JP-11"
"Chiba","千葉県",100412,66,99310,1026,1,10,1148531,"JP-12"
"Tokyo","東京都",381946,256,378532,3158,10,0,3899025,"JP-13"
"Kanagawa","神奈川県",169058,125,167622,1311,7,0,1706521,"JP-14"
"Niigata","新潟県",8006,9,7936,61,0,0,300520,"JP-15"
"Toyama","富山県",4867,0,4815,52,0,0,123059,"JP-16"
"Ishikawa","石川県",7967,6,7811,129,0,21,203985,"JP-17"
"Fukui","福井県",3115,2,3075,38,0,0,122155,"JP-18"
"Yamanashi","山梨県",5155,0,5126,29,0,0,124304,"JP-19"
"Nagano","長野県",8883,3,8839,97,0,56,341363,"JP-20"
"Gifu","岐阜県",19232,61,18952,218,0,1,440567,"JP-21"
"Shizuoka","静岡県",26776,15,26543,209,0,9,668363,"JP-22"
"Aichi","愛知県",106475,90,105228,1157,4,0,1404439,"JP-23"
"Mie","三重県",14809,8,14963,163,0,325,251936,"JP-24"
"Shiga","滋賀県",12419,11,12304,104,0,0,277020,"JP-25"
"Kyoto","京都府",35945,43,35603,291,0,8,446110,"JP-26"
"Osaka","大阪府",202881,336,199489,3056,36,0,3850363,"JP-27"
"Hyogo","兵庫県",78595,109,77090,1396,4,0,801615,"JP-28"
"Nara","奈良県",15919,25,15745,149,0,0,265906,"JP-29"
"Wakayama","和歌山県",5297,2,5128,62,0,105,66910,"JP-30"
"Tottori","鳥取県",1669,1,1638,5,0,25,157882,"JP-31"
"Shimane","島根県",1731,8,1718,5,0,0,60030,"JP-32"
"Okayama","岡山県",15446,87,15194,136,1,29,289814,"JP-33"
"Hiroshima","広島県",22132,47,21883,202,0,0,943496,"JP-34"
"Yamaguchi","山口県",5785,40,5652,93,0,0,199962,"JP-35"
"Tokushima","徳島県",3291,5,3221,65,0,0,110247,"JP-36"
"Kagawa","香川県",4705,2,4664,38,0,1,137070,"JP-37"
"Ehime","愛媛県",5408,15,5311,82,0,0,163704,"JP-38"
"Kochi","高知県",4167,3,4131,33,0,0,104314,"JP-39"
"Fukuoka","福岡県",74498,53,73818,622,4,5,1335872,"JP-40"
"Saga","佐賀県",5865,7,5882,30,0,54,112256,"JP-41"
"Nagasaki","長崎県",6118,0,6045,73,0,0,191540,"JP-42"
"Kumamoto","熊本県",14393,2,14255,136,1,0,124512,"JP-43"
"Oita","大分県",8186,0,8102,84,0,0,284587,"JP-44"
"Miyazaki","宮崎県",6151,0,6094,41,0,16,73039,"JP-45"
"Kagoshima","鹿児島県",9102,0,9036,66,0,0,172673,"JP-46"
"Okinawa","沖縄県",50291,61,49826,398,0,6,415189,"JP-47"
