都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,816685,3312173,17987,3,717238,2696,78764
青森県,165379,415661,4313,0,151129,320,9617
岩手県,117212,487929,3246,0,103563,201,10202
宮城県,277554,954543,21462,1,204624,407,51061
秋田県,111125,76389,8632,1,89825,250,12418
山形県,120627,298885,6544,0,90443,205,23435
福島県,203012,1156057,3568,0,180682,295,18467
茨城県,381188,1815549,19929,1,301424,715,59120
栃木県,236388,987392,5379,3,215803,516,14690
群馬県,250829,934718,8019,2,225131,505,17174
埼玉県,1230401,4086320,17864,9,1160893,2476,49168
千葉県,979895,2972674,16143,1,904076,2636,57040
東京都,3252447,9682304,48633,15,3093983,5982,103849
神奈川県,1537205,4985793,12836,17,1450734,3052,70583
新潟県,249417,1001148,6393,0,223993,174,18857
富山県,138623,380982,3210,0,123822,181,11410
石川県,171904,763788,3904,0,155716,294,11990
福井県,119937,473082,1886,0,110918,104,7029
山梨県,101537,565403,1247,0,93672,168,6450
長野県,229380,1087341,6175,1,221517,365,1323
岐阜県,309502,1348149,268,0,284881,614,23739
静岡県,514775,1911094,8220,2,478956,763,26836
愛知県,1403042,4277858,10951,11,1385395,2954,3742
三重県,266171,864875,10113,1,226621,547,28890
滋賀県,243866,997267,5304,1,225722,360,12480
京都府,489506,1241638,12841,5,459222,1119,16324
大阪府,2155855,10074501,31204,15,2032077,6588,85986
兵庫県,1035968,2465506,13049,6,986750,2909,33260
奈良県,235469,767704,29891,4,195268,552,9758
和歌山県,140828,319456,166,0,129448,261,10953
鳥取県,67658,758312,9197,0,44778,85,13598
島根県,88284,377993,1495,0,86393,98,298
岡山県,290161,899165,4904,3,280578,419,4260
広島県,453430,2828092,15965,0,409656,779,27030
山口県,173299,857064,2959,2,158495,395,11450
徳島県,96927,345879,1331,0,90741,181,4674
香川県,149165,421954,2634,1,138120,303,8108
愛媛県,170433,660714,3740,2,156705,289,9699
高知県,103847,494109,5010,1,94023,307,4507
福岡県,1104526,3918607,26667,5,1029285,2016,46558
佐賀県,162353,377021,12796,0,125171,237,24149
長崎県,219018,800571,21337,0,177499,336,19846
熊本県,341537,540288,6979,1,320699,656,13203
大分県,182666,937827,2165,1,172076,393,8032
宮崎県,201883,238860,3801,1,189320,383,8379
鹿児島県,307009,757783,1009,0,286186,549,19265
沖縄県,508054,1224047,1948,7,494076,779,11251
