"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",62447,725,60087,1477,0,158,1302011,"JP-01"
"Aomori","青森県",6068,164,5866,38,0,0,108111,"JP-02"
"Iwate","岩手県",3538,47,3438,53,0,0,139217,"JP-03"
"Miyagi","宮城県",16456,117,16176,118,0,45,272445,"JP-04"
"Akita","秋田県",1977,43,1907,27,0,0,27907,"JP-05"
"Yamagata","山形県",3706,98,3552,56,0,0,118531,"JP-06"
"Fukushima","福島県",9718,182,9360,176,1,0,483838,"JP-07"
"Ibaraki","茨城県",25008,497,24291,220,1,0,40742,"JP-08"
"Tochigi","栃木県",16193,518,15557,118,0,0,537651,"JP-09"
"Gunma","群馬県",18150,705,17266,179,0,0,367803,"JP-10"
"Saitama","埼玉県",118420,2311,115050,1059,1,0,1695538,"JP-11"
"Chiba","千葉県",102566,1372,99728,1028,0,438,1274527,"JP-12"
"Tokyo","東京都",391926,8376,380375,3175,4,0,4299078,"JP-13"
"Kanagawa","神奈川県",172705,2533,168853,1319,4,0,1901092,"JP-14"
"Niigata","新潟県",8832,578,8191,63,0,0,343684,"JP-15"
"Toyama","富山県",4977,106,4819,52,0,0,135685,"JP-16"
"Ishikawa","石川県",8172,135,7877,139,0,21,217700,"JP-17"
"Fukui","福井県",3340,216,3086,38,0,0,130765,"JP-18"
"Yamanashi","山梨県",5327,163,5139,29,0,4,138818,"JP-19"
"Nagano","長野県",9753,575,8954,97,1,127,383838,"JP-20"
"Gifu","岐阜県",19804,349,19071,219,0,165,486258,"JP-21"
"Shizuoka","静岡県",27671,821,26511,210,1,129,758030,"JP-22"
"Aichi","愛知県",108502,1705,105636,1161,1,0,1548574,"JP-23"
"Mie","三重県",15088,266,14991,165,0,334,276023,"JP-24"
"Shiga","滋賀県",13282,740,12438,104,0,0,303352,"JP-25"
"Kyoto","京都府",37701,1072,35925,292,14,412,485968,"JP-26"
"Osaka","大阪府",210130,5723,201340,3067,51,0,4353378,"JP-27"
"Hyogo","兵庫県",79983,1021,77564,1398,1,0,889107,"JP-28"
"Nara","奈良県",16641,639,15853,149,0,0,293012,"JP-29"
"Wakayama","和歌山県",5528,218,5137,62,1,111,69835,"JP-30"
"Tottori","鳥取県",1779,109,1640,5,0,25,178378,"JP-31"
"Shimane","島根県",1998,241,1752,5,0,0,66059,"JP-32"
"Okayama","岡山県",16006,17,15421,136,0,432,320296,"JP-33"
"Hiroshima","広島県",25713,3369,22141,203,2,0,1014281,"JP-34"
"Yamaguchi","山口県",7216,1292,5831,93,2,0,235060,"JP-35"
"Tokushima","徳島県",3355,65,3227,66,0,3,120048,"JP-36"
"Kagawa","香川県",4874,165,4671,38,0,0,149025,"JP-37"
"Ehime","愛媛県",5746,332,5332,82,0,0,177568,"JP-38"
"Kochi","高知県",4226,56,4137,33,0,0,116151,"JP-39"
"Fukuoka","福岡県",76312,1034,74244,627,3,407,1479774,"JP-40"
"Saga","佐賀県",6283,279,5901,30,0,73,126602,"JP-41"
"Nagasaki","長崎県",6446,313,6062,73,0,2,209705,"JP-42"
"Kumamoto","熊本県",14939,411,14392,136,0,0,127008,"JP-43"
"Oita","大分県",8369,181,8104,84,0,0,316553,"JP-44"
"Miyazaki","宮崎県",6278,124,6097,41,0,16,73915,"JP-45"
"Kagoshima","鹿児島県",9912,673,9060,66,0,113,182351,"JP-46"
"Okinawa","沖縄県",60628,9597,50638,398,37,5,466898,"JP-47"
