都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1327942,3964610,17588,3,717238,4496,588620
青森県,276901,415661,4171,0,151129,638,120963
岩手県,231985,686206,3180,0,103563,601,124641
宮城県,530553,1266418,21348,8,204624,929,303652
秋田県,197826,81563,8407,2,89825,582,99012
山形県,223166,365782,6470,1,90443,354,125899
福島県,397761,1156057,3568,0,180682,810,212701
茨城県,631879,1985898,19737,7,301424,1269,309449
栃木県,417048,1238934,5353,4,215803,1042,194850
群馬県,435520,1230127,7840,3,225131,1061,201488
埼玉県,1784684,5127154,17702,14,1160893,3814,602275
千葉県,1451747,3738199,16313,8,904076,3811,527547
東京都,4312906,11836125,47640,12,3093983,7941,1163342
神奈川県,2200807,6847607,5835,17,1450734,4211,740027
新潟県,448992,1283677,6365,0,223993,422,218212
富山県,234065,487950,3152,1,123822,306,106785
石川県,275614,763788,3879,3,155716,487,115532
福井県,197861,592379,1877,0,110918,195,84871
山梨県,187755,788940,1181,0,93672,389,92513
長野県,451102,1446721,2702,0,448178,842,620
岐阜県,535068,1794999,212,2,284881,1086,248889
静岡県,857478,2474590,8333,1,478956,1357,368832
愛知県,2092128,5629650,6497,8,2080251,4238,1142
三重県,455125,1138814,10101,2,226621,1026,217377
滋賀県,370391,1343735,5296,1,225722,658,138715
京都府,671989,1546362,12865,20,459222,1626,198276
大阪府,2810508,12496721,19849,29,2032077,8338,750244
兵庫県,1455946,2465506,12974,7,986750,3773,452449
奈良県,343100,991316,29876,0,195268,835,117121
和歌山県,236291,319456,84,1,129448,510,106249
鳥取県,139373,1122556,9184,0,44778,254,85157
島根県,165238,522108,1015,0,163855,291,77
岡山県,486675,1196273,3419,9,479753,828,2675
広島県,791907,3327053,15903,3,409656,1323,365025
山口県,309580,1186342,2953,1,158495,730,147402
徳島県,164002,447986,1349,0,90741,403,71509
香川県,249934,554239,2667,3,138120,603,108544
愛媛県,311837,955019,3816,3,156705,673,150643
高知県,167287,494109,5022,1,94023,580,67662
福岡県,1574073,3918607,26947,4,1029285,3129,514712
佐賀県,259030,377021,12767,0,125171,480,120612
長崎県,333596,1119826,22005,1,177499,624,133468
熊本県,530437,540288,6886,4,320699,1276,201576
大分県,300328,1009928,2177,0,172076,746,125329
宮崎県,317641,238860,3784,0,189320,767,123770
鹿児島県,437440,934036,1127,0,286186,863,149264
沖縄県,575056,1404555,849,0,494076,917,79214
