都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1346898,3964610,17388,2,717238,4574,607698
青森県,280788,415661,4164,1,151129,650,124845
岩手県,235685,726804,3167,2,103563,617,128338
宮城県,539596,1333966,21158,3,204624,960,312854
秋田県,201276,81563,8348,0,89825,602,102501
山形県,228475,377298,6463,0,90443,363,131206
福島県,406758,1156057,3568,0,180682,851,221657
茨城県,638779,2491785,19616,1,301424,1295,316444
栃木県,424286,1295139,5255,0,215803,1079,202149
群馬県,441746,1284532,7747,0,225131,1099,207769
埼玉県,1802585,5325377,17429,1,1160893,3985,620278
千葉県,1467456,3917683,15796,3,904076,3925,543659
東京都,4353208,12363449,47262,7,3093983,8076,1203887
神奈川県,2222991,7329615,3900,5,1450734,4315,764042
新潟県,460002,1357251,6355,2,223993,447,229207
富山県,237633,511586,3093,1,123822,317,110401
石川県,279796,763788,3854,0,155716,512,119714
福井県,200988,616392,1818,0,110918,199,88053
山梨県,191770,826529,1157,1,93672,415,96526
長野県,461824,1518800,1337,0,460264,879,656
岐阜県,543583,1883838,67,0,284881,1119,257516
静岡県,868332,2605499,8055,0,478956,1405,379916
愛知県,2113699,5939466,2838,3,2105441,4325,1095
三重県,461458,1201545,10053,0,226621,1051,223733
滋賀県,374472,1398775,5231,0,225722,678,142841
京都府,679147,1600724,12812,6,459222,1660,205453
大阪府,2834323,13086527,15681,8,2032077,8520,778045
兵庫県,1470318,2465506,12818,0,986750,3894,466856
奈良県,346924,1040542,29825,2,195268,873,120958
和歌山県,240054,319456,31,3,129448,524,110051
鳥取県,142890,1175658,9155,0,44778,266,88691
島根県,169117,551292,346,0,168385,301,85
岡山県,491928,1260400,574,1,489886,856,612
広島県,805137,3359184,15834,1,409656,1367,378280
山口県,315227,1235584,2888,1,158495,752,153092
徳島県,167355,470802,1291,0,90741,421,74902
香川県,253560,579997,2584,2,138120,620,112236
愛媛県,317138,1010271,3702,2,156705,695,156036
高知県,169589,494109,4977,0,94023,600,69989
福岡県,1588660,3918607,26402,0,1029285,3192,529781
佐賀県,261449,377021,12729,0,125171,493,123056
長崎県,337220,1190146,21231,0,177499,646,137844
熊本県,535630,540288,6754,2,320699,1310,206867
大分県,304095,1009928,2095,0,172076,774,129150
宮崎県,320643,238860,3754,0,189320,777,126792
鹿児島県,443117,947717,288,0,286186,890,155753
沖縄県,578925,1446253,856,0,494076,1013,82980
