"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",794838,17845,717238,2672,1,57083,3267727,"JP-01"
"Aomori","青森県",162955,4297,151129,311,1,7218,415661,"JP-02"
"Iwate","岩手県",114616,3226,103563,199,0,7628,479021,"JP-03"
"Miyagi","宮城県",272811,21435,204624,405,1,46347,943924,"JP-04"
"Akita","秋田県",108353,8587,89825,242,2,9699,76055,"JP-05"
"Yamagata","山形県",116464,6540,90443,200,0,19281,296059,"JP-06"
"Fukushima","福島県",198888,3568,180682,289,0,14349,1156057,"JP-07"
"Ibaraki","茨城県",377451,19884,301424,706,0,55437,1815549,"JP-08"
"Tochigi","栃木県",233396,5344,215803,513,2,11736,980386,"JP-09"
"Gunma","群馬県",247351,8010,225131,494,1,13716,924730,"JP-10"
"Saitama","埼玉県",1220735,17888,1160893,2459,8,39495,4055158,"JP-11"
"Chiba","千葉県",972121,16157,904076,2621,1,49267,2972674,"JP-12"
"Tokyo","東京都",3232790,48368,3093983,5956,11,84483,9614668,"JP-13"
"Kanagawa","神奈川県",1525320,13606,1450734,3031,18,57949,4926229,"JP-14"
"Niigata","新潟県",245598,6380,223993,170,0,15055,990240,"JP-15"
"Toyama","富山県",136193,3212,123822,181,1,8978,377637,"JP-16"
"Ishikawa","石川県",169345,3923,155716,291,1,9415,763788,"JP-17"
"Fukui","福井県",118598,1884,110918,101,0,5695,468725,"JP-18"
"Yamanashi","山梨県",100026,1251,93672,165,1,4938,553533,"JP-19"
"Nagano","長野県",223898,6687,216116,362,1,733,1073468,"JP-20"
"Gifu","岐阜県",305418,275,284881,608,0,19654,1336199,"JP-21"
"Shizuoka","静岡県",509740,8219,478956,761,4,21804,1887856,"JP-22"
"Aichi","愛知県",1392796,12103,1375773,2918,7,2002,4243048,"JP-23"
"Mie","三重県",263317,10123,226621,545,1,26028,855649,"JP-24"
"Shiga","滋賀県",241565,5295,225722,345,0,10203,991365,"JP-25"
"Kyoto","京都府",486593,12874,459222,1114,7,13383,1234164,"JP-26"
"Osaka","大阪府",2141658,32985,2032077,6554,17,70042,9992809,"JP-27"
"Hyogo","兵庫県",1027985,13016,986750,2906,3,25313,2465506,"JP-28"
"Nara","奈良県",233405,29861,195268,552,1,7724,761368,"JP-29"
"Wakayama","和歌山県",138770,123,129448,257,1,8942,319456,"JP-30"
"Tottori","鳥取県",66430,9197,44778,83,0,12372,747996,"JP-31"
"Shimane","島根県",86870,1547,84997,98,0,228,373118,"JP-32"
"Okayama","岡山県",286510,3440,277139,416,4,5515,879946,"JP-33"
"Hiroshima","広島県",447366,15980,409656,775,0,20955,2788928,"JP-34"
"Yamaguchi","山口県",170774,2975,158495,395,2,8909,857064,"JP-35"
"Tokushima","徳島県",96125,1327,90741,179,0,3878,342331,"JP-36"
"Kagawa","香川県",146891,2595,138120,302,0,5874,417882,"JP-37"
"Ehime","愛媛県",167917,3741,156705,289,1,7182,651580,"JP-38"
"Kochi","高知県",102959,5022,94023,304,3,3610,494109,"JP-39"
"Fukuoka","福岡県",1098616,26713,1029285,2007,4,40611,3918607,"JP-40"
"Saga","佐賀県",161179,12787,125171,231,1,22990,377021,"JP-41"
"Nagasaki","長崎県",217478,21330,177499,334,1,18315,790534,"JP-42"
"Kumamoto","熊本県",338737,6933,320699,656,1,10449,540288,"JP-43"
"Oita","大分県",181046,2159,172076,388,1,6423,928378,"JP-44"
"Miyazaki","宮崎県",200384,3802,189320,380,1,6882,238860,"JP-45"
"Kagoshima","鹿児島県",305553,1291,286186,548,0,17528,754970,"JP-46"
"Okinawa","沖縄県",506660,2945,494076,772,3,8867,1217836,"JP-47"
