都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,765755,3187513,17829,1,717238,2620,28068
青森県,159385,415661,4245,1,151129,308,3703
岩手県,111014,469458,3226,0,103563,196,4029
宮城県,265445,925177,21399,1,204624,401,39021
秋田県,103712,75365,8449,0,89825,235,5203
山形県,109857,290796,6578,0,90443,195,12641
福島県,192090,1156057,3568,0,180682,260,7580
茨城県,370651,1815549,19925,3,301424,696,48606
栃木県,228363,970732,5379,1,215803,504,6677
群馬県,241472,910836,8022,2,225131,475,7844
埼玉県,1205047,3999845,17887,6,1160893,2428,23839
千葉県,959179,2912854,16314,2,904076,2597,36192
東京都,3198675,9497577,48630,8,3093983,5908,50154
神奈川県,1506532,4816479,14356,19,1450734,3008,38434
新潟県,238706,969267,6491,2,223993,167,8055
富山県,132155,370030,3202,0,123822,179,4952
石川県,165149,763788,3928,1,155716,284,5221
福井県,116183,460154,1879,0,110918,99,3287
山梨県,97532,543086,1224,0,93672,158,2478
長野県,214912,1045614,4933,0,209492,351,136
岐阜県,298636,1316310,4981,0,284881,597,8177
静岡県,500588,1850415,8243,2,478956,754,12635
愛知県,1376661,4174818,11277,7,1362602,2891,109
三重県,258617,846333,10138,1,226621,540,21318
滋賀県,237206,979969,5306,0,225722,331,5847
京都府,481872,1221180,12899,20,459222,1093,8658
大阪府,2116647,9856485,28666,20,2032077,6511,49393
兵庫県,1016521,2465506,13000,6,986750,2885,13886
奈良県,230006,748180,29860,1,195268,534,4344
和歌山県,135549,319456,66,0,129448,253,5782
鳥取県,64580,729821,9190,0,44778,78,10534
島根県,84420,368464,1641,0,82612,95,72
岡山県,279929,871130,3912,4,273230,412,2375
広島県,437840,2749321,16011,2,409656,769,11404
山口県,167202,842776,2953,1,158495,391,5363
徳島県,94541,335033,1348,1,90741,176,2276
香川県,144400,410738,2625,2,138120,297,3358
愛媛県,164867,643163,3756,1,156705,289,4117
高知県,101542,494109,5050,1,94023,299,2170
福岡県,1088369,3918607,26868,3,1029285,1984,30232
佐賀県,159125,377021,12779,0,125171,227,20948
長崎県,214814,770191,21400,3,177499,331,15584
熊本県,334246,540288,6985,2,320699,646,5916
大分県,178210,912715,2170,1,172076,387,3577
宮崎県,197874,238860,3821,3,189320,372,4361
鹿児島県,302503,749706,1571,0,286186,547,14199
沖縄県,503629,1198681,2972,6,494076,753,5828
