都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1359440,3964610,17424,4,717238,4602,620176
青森県,283024,415661,4166,0,151129,667,127062
岩手県,237438,739971,3167,1,103563,623,130085
宮城県,543093,1357172,21160,1,204624,969,316340
秋田県,203264,81563,8362,0,89825,603,104474
山形県,230672,380063,6483,0,90443,368,133378
福島県,409606,1156057,3568,0,180682,854,224502
茨城県,641614,2491785,19585,2,301424,1298,319307
栃木県,427061,1313677,5272,1,215803,1086,204900
群馬県,444121,1303336,7773,0,225131,1106,210111
埼玉県,1812221,5393038,17410,5,1160893,4004,629914
千葉県,1475889,3961871,15819,0,904076,3943,552051
東京都,4379543,12554423,47605,7,3093983,8107,1229848
神奈川県,2235927,7477013,5165,7,1450734,4330,775698
新潟県,464753,1387793,6376,1,223993,455,233929
富山県,240102,518895,3097,1,123822,323,112860
石川県,282357,763788,3858,0,155716,522,122261
福井県,202395,622609,1823,0,110918,200,89454
山梨県,193346,833099,1142,0,93672,419,98113
長野県,466193,1542091,1628,0,464275,895,605
岐阜県,547158,1913575,114,1,284881,1123,261040
静岡県,871826,2649706,8043,2,478956,1406,383421
愛知県,2122142,6035007,3159,2,2113447,4355,1181
三重県,463492,1214729,10044,1,226621,1066,225761
滋賀県,376165,1415535,5211,0,225722,678,144554
京都府,683587,1620487,12805,10,459222,1671,209889
大阪府,2847847,13312936,16985,5,2032077,8550,790235
兵庫県,1476282,2465506,12846,3,986750,3907,472779
奈良県,349029,1055890,29842,1,195268,880,123039
和歌山県,241121,319456,16,0,129448,529,111128
鳥取県,143816,1191161,9153,0,44778,267,89618
島根県,169702,560152,283,0,169021,303,95
岡山県,493602,1279100,621,2,491600,856,525
広島県,810190,3365237,15838,1,409656,1372,383324
山口県,316613,1247910,2875,0,158495,756,154487
徳島県,168016,477386,1286,0,90741,421,75568
香川県,255053,588831,2560,1,138120,626,113747
愛媛県,318847,1029672,3740,2,156705,697,157705
高知県,170061,494109,4971,0,94023,602,70465
福岡県,1594651,3918607,26457,1,1029285,3204,535705
佐賀県,262175,377021,12711,0,125171,496,123797
長崎県,338341,1208577,21246,0,177499,647,138949
熊本県,537213,540288,6763,1,320699,1316,208435
大分県,305384,1009928,2105,0,172076,780,130423
宮崎県,321539,238860,3751,0,189320,778,127690
鹿児島県,444448,950990,276,0,286186,893,157093
沖縄県,582475,1460299,1651,1,494076,1016,85732
