都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1305001,3964610,17984,6,717238,4371,565408
青森県,272774,415661,4401,3,151129,613,116631
岩手県,224927,656789,3238,1,103563,564,117562
宮城県,516318,1217231,21583,7,204624,879,289232
秋田県,193325,81563,8617,1,89825,551,94332
山形県,217723,357380,6602,0,90443,342,120336
福島県,386211,1156057,3568,1,180682,569,201392
茨城県,613727,1985898,20468,22,301424,1184,290651
栃木県,403342,1190510,5607,10,215803,961,180971
群馬県,424243,1183650,8107,8,225131,984,190021
埼玉県,1752920,4969357,18772,33,1160893,3526,569729
千葉県,1422262,3586421,18068,29,904076,3483,496635
東京都,4259150,11445888,50460,33,3093983,7560,1107147
神奈川県,2160479,6498499,27181,38,1450734,3961,678603
新潟県,437119,1240429,6542,1,223993,364,206220
富山県,226402,468409,3324,3,123822,297,98959
石川県,268308,763788,4012,3,155716,467,108113
福井県,192464,564408,2014,2,110918,182,79350
山梨県,181978,756196,1345,1,93672,340,86621
長野県,434672,1387724,8403,1,426012,794,537
岐阜県,518064,1710048,547,2,284881,1015,231621
静岡県,825965,2368870,8948,11,478956,1228,336833
愛知県,2045612,5334974,32106,40,2002391,3948,7167
三重県,438272,1080771,10339,5,226621,927,200385
滋賀県,359762,1238616,5567,2,225722,612,127861
京都府,658275,1493221,13302,48,459222,1516,184235
大阪府,2760605,11976169,47912,84,2032077,7927,672689
兵庫県,1431753,2465506,13537,16,986750,3591,427875
奈良県,334582,948298,30069,9,195268,770,108475
和歌山県,228232,319456,208,7,129448,472,98104
鳥取県,134107,1076676,9273,0,44778,236,79820
島根県,158954,503752,2494,0,155788,264,408
岡山県,471789,1132746,10641,13,457083,767,3298
広島県,769107,3292171,16273,10,409656,1229,341949
山口県,297096,1133706,3127,0,158495,675,134799
徳島県,156985,424444,1465,5,90741,372,64407
香川県,241202,529647,2906,5,138120,554,99622
愛媛県,300553,920795,3949,2,156705,608,139291
高知県,158713,494109,5102,3,94023,536,59052
福岡県,1540520,3918607,28921,19,1029285,2933,479381
佐賀県,253490,377021,12940,4,125171,441,114938
長崎県,325244,1059701,22899,2,177499,566,124280
熊本県,519066,540288,7384,24,320699,1181,189802
大分県,291519,1009928,2341,2,172076,646,116456
宮崎県,310831,238860,3953,5,189320,713,116845
鹿児島県,425779,914650,4298,9,286186,796,134499
沖縄県,570061,1365856,3441,3,494076,873,71671
