都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1317142,3964610,17741,3,717238,4440,577723
青森県,275148,415661,4258,0,151129,631,119130
岩手県,228543,666983,3195,0,103563,591,121194
宮城県,523643,1237321,21407,11,204624,905,296707
秋田県,195817,81563,8512,3,89825,573,96907
山形県,220458,361730,6497,0,90443,350,123168
福島県,392779,1156057,3568,0,180682,733,207796
茨城県,624811,1985898,20076,15,301424,1239,302072
栃木県,411540,1213542,5573,8,215803,992,189172
群馬県,430807,1202211,7981,7,225131,1031,196664
埼玉県,1772319,5039244,18334,20,1160893,3682,589410
千葉県,1440734,3630110,17397,20,904076,3654,515607
東京都,4291840,11628615,48995,35,3093983,7755,1141107
神奈川県,2184828,6654954,15951,34,1450734,4071,714072
新潟県,443558,1257789,6418,1,223993,396,212751
富山県,230517,476849,3218,3,123822,303,103174
石川県,272281,763788,3937,0,155716,485,112143
福井県,195468,577665,1959,1,110918,190,82401
山梨県,185312,766831,1264,1,93672,371,90005
長野県,443288,1415890,5371,1,437589,824,496
岐阜県,527603,1749090,377,4,284881,1051,241294
静岡県,845091,2418266,8714,5,478956,1289,356132
愛知県,2073688,5440773,18670,26,2044879,4099,6040
三重県,447764,1114856,10183,5,226621,992,209968
滋賀県,366084,1263281,5411,1,225722,630,134321
京都府,666452,1515019,13115,34,459222,1573,192542
大阪府,2790040,12192034,33935,64,2032077,8175,715853
兵庫県,1441310,2465506,13309,16,986750,3674,437577
奈良県,339594,966416,29949,8,195268,800,113577
和歌山県,232590,319456,148,6,129448,496,102498
鳥取県,136901,1094606,9228,0,44778,248,82647
島根県,162162,510211,1437,1,160137,278,310
岡山県,480574,1160228,6738,6,467704,801,5331
広島県,782173,3307550,16083,6,409656,1272,355162
山口県,304191,1147876,3095,0,158495,705,141896
徳島県,160726,431962,1398,1,90741,391,68196
香川県,246419,539426,2806,4,138120,579,104914
愛媛県,306889,935460,3868,5,156705,648,145668
高知県,164859,494109,5082,4,94023,556,65198
福岡県,1560335,3918607,27912,12,1029285,3027,500111
佐賀県,256740,377021,12849,1,125171,461,118259
長崎県,330069,1086999,22298,2,177499,595,129677
熊本県,526194,540288,7127,14,320699,1229,197139
大分県,296417,1009928,2237,1,172076,718,121386
宮崎県,315123,238860,3874,1,189320,742,121187
鹿児島県,432476,924868,2593,3,286186,831,142866
沖縄県,573210,1384510,2246,5,494076,886,76002
