"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",170928,26549,142295,1746,5,338,1648990,"JP-01"
"Aomori","青森県",20703,3274,17369,60,0,0,159475,"JP-02"
"Iwate","岩手県",10478,2784,7635,59,1,0,179352,"JP-03"
"Miyagi","宮城県",39916,6347,32929,139,10,501,383987,"JP-04"
"Akita","秋田県",9410,1765,7613,32,2,0,42683,"JP-05"
"Yamagata","山形県",11478,2075,9338,65,0,0,149479,"JP-06"
"Fukushima","福島県",23982,2727,21071,184,7,0,598961,"JP-07"
"Ibaraki","茨城県",71765,7789,63690,286,17,0,43898,"JP-08"
"Tochigi","栃木県",45073,7348,37546,179,9,0,620532,"JP-09"
"Gunma","群馬県",51392,6837,44307,248,8,0,478277,"JP-10"
"Saitama","埼玉県",309742,34377,274194,1171,54,0,2180747,"JP-11"
"Chiba","千葉県",265439,32077,228523,1323,25,3516,1613080,"JP-12"
"Tokyo","東京都",984556,161717,819218,3621,75,0,5409687,"JP-13"
"Kanagawa","神奈川県",445147,47715,395752,1680,107,0,2180686,"JP-14"
"Niigata","新潟県",29177,3815,25294,68,3,0,458083,"JP-15"
"Toyama","富山県",17444,5727,11655,62,6,0,180667,"JP-16"
"Ishikawa","石川県",24341,3826,20328,164,6,23,288565,"JP-17"
"Fukui","福井県",12354,1740,10575,39,3,0,210166,"JP-18"
"Yamanashi","山梨県",16000,2384,13589,42,3,15,198398,"JP-19"
"Nagano","長野県",30739,3732,26530,142,4,335,500690,"JP-20"
"Gifu","岐阜県",52586,6434,45318,271,9,563,644442,"JP-21"
"Shizuoka","静岡県",87628,13374,69618,332,5,4304,943366,"JP-22"
"Aichi","愛知県",311504,37694,272211,1599,53,0,2016583,"JP-23"
"Mie","三重県",40599,5233,36293,236,6,1163,369137,"JP-24"
"Shiga","滋賀県",48449,9143,39172,134,1,0,428182,"JP-25"
"Kyoto","京都府",123001,18963,101874,423,89,1741,650658,"JP-26"
"Osaka","大阪府",642552,111358,527283,3875,777,36,5593674,"JP-27"
"Hyogo","兵庫県",255025,34207,219034,1793,38,9,1224396,"JP-28"
"Nara","奈良県",54755,14264,40229,262,23,0,394420,"JP-29"
"Wakayama","和歌山県",22337,1886,20201,101,6,149,117290,"JP-30"
"Tottori","鳥取県",6477,1356,5027,9,1,85,254922,"JP-31"
"Shimane","島根県",6266,696,5562,8,0,0,109739,"JP-32"
"Okayama","岡山県",48173,4981,40128,200,12,2864,424777,"JP-33"
"Hiroshima","広島県",73057,10578,62097,382,14,0,1387944,"JP-34"
"Yamaguchi","山口県",20846,2378,18342,126,3,0,377372,"JP-35"
"Tokushima","徳島県",10638,2180,8396,74,2,12,155468,"JP-36"
"Kagawa","香川県",18318,3386,14858,74,5,0,196174,"JP-37"
"Ehime","愛媛県",16625,1899,14614,112,1,0,254970,"JP-38"
"Kochi","高知県",11832,1740,10015,77,10,0,172195,"JP-39"
"Fukuoka","福岡県",230651,41594,182606,912,16,5539,1992737,"JP-40"
"Saga","佐賀県",22827,3142,17463,62,5,2160,186489,"JP-41"
"Nagasaki","長崎県",24819,4036,21602,108,2,927,275630,"JP-42"
"Kumamoto","熊本県",48184,7484,40475,225,11,0,194678,"JP-43"
"Oita","大分県",23448,2478,20870,100,0,0,420309,"JP-44"
"Miyazaki","宮崎県",18394,2037,16325,86,0,54,127853,"JP-45"
"Kagoshima","鹿児島県",30778,3447,26784,121,6,426,262150,"JP-46"
"Okinawa","沖縄県",99238,5433,93384,426,21,5,588380,"JP-47"
