"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",257396,21338,234133,1964,6,39,1959657,"JP-01"
"Aomori","青森県",42877,4762,38022,93,0,0,209613,"JP-02"
"Iwate","岩手県",23308,3516,19710,82,0,0,235186,"JP-03"
"Miyagi","宮城県",67214,6107,60371,180,5,556,491157,"JP-04"
"Akita","秋田県",21182,3018,18112,52,3,0,54119,"JP-05"
"Yamagata","山形県",20585,2093,18408,84,1,0,179014,"JP-06"
"Fukushima","福島県",45009,5582,39226,201,0,0,717303,"JP-07"
"Ibaraki","茨城県",133121,7509,125206,406,2,0,44951,"JP-08"
"Tochigi","栃木県",72646,6646,65742,258,1,0,695545,"JP-09"
"Gunma","群馬県",78216,4677,73236,303,1,0,571643,"JP-10"
"Saitama","埼玉県",481638,24774,455444,1420,13,0,2571396,"JP-11"
"Chiba","千葉県",398672,21124,365830,1707,8,10011,1882057,"JP-12"
"Tokyo","東京都",1368766,98703,1265796,4267,17,0,6256562,"JP-13"
"Kanagawa","神奈川県",663997,29719,632180,2098,21,0,2180686,"JP-14"
"Niigata","新潟県",53930,5715,48124,91,0,0,558736,"JP-15"
"Toyama","富山県",30472,2149,28233,90,0,0,220126,"JP-16"
"Ishikawa","石川県",39246,3356,35681,186,3,23,372188,"JP-17"
"Fukui","福井県",24471,1361,23065,45,1,0,278901,"JP-18"
"Yamanashi","山梨県",26520,1763,24705,64,0,12,262958,"JP-19"
"Nagano","長野県",54730,5271,47223,169,0,2067,618110,"JP-20"
"Gifu","岐阜県",78253,5269,72036,320,1,628,770567,"JP-21"
"Shizuoka","静岡県",136396,7837,126870,389,0,1300,1066008,"JP-22"
"Aichi","愛知県",452032,25626,424410,1996,14,0,2417403,"JP-23"
"Mie","三重県",65124,5288,61183,280,1,1627,451498,"JP-24"
"Shiga","滋賀県",76142,4737,71201,204,0,0,547955,"JP-25"
"Kyoto","京都府",169891,8860,159426,688,9,917,751268,"JP-26"
"Osaka","大阪府",856087,42064,809141,4863,37,19,6453078,"JP-27"
"Hyogo","兵庫県",362753,15581,345014,2159,16,1,1415390,"JP-28"
"Nara","奈良県",81003,9896,70750,357,6,0,466067,"JP-29"
"Wakayama","和歌山県",32740,1719,30729,111,2,181,147417,"JP-30"
"Tottori","鳥取県",10661,854,9662,14,0,131,324854,"JP-31"
"Shimane","島根県",11561,1348,10202,11,0,0,156561,"JP-32"
"Okayama","岡山県",72357,4493,64966,230,5,2668,509607,"JP-33"
"Hiroshima","広島県",112739,12821,99462,456,7,0,1618942,"JP-34"
"Yamaguchi","山口県",33865,2438,31257,170,1,0,507518,"JP-35"
"Tokushima","徳島県",17750,917,16764,79,1,10,187805,"JP-36"
"Kagawa","香川県",34863,2995,31752,116,0,0,240143,"JP-37"
"Ehime","愛媛県",29654,2816,26704,134,4,0,312570,"JP-38"
"Kochi","高知県",19388,1458,17828,102,2,0,231250,"JP-39"
"Fukuoka","福岡県",340508,37642,294658,1173,12,7035,2358504,"JP-40"
"Saga","佐賀県",38742,3783,32047,95,0,2817,233709,"JP-41"
"Nagasaki","長崎県",38481,4058,36073,118,0,1768,324085,"JP-42"
"Kumamoto","熊本県",73853,5645,67932,276,4,0,245975,"JP-43"
"Oita","大分県",38818,3275,35396,147,0,0,511523,"JP-44"
"Miyazaki","宮崎県",34141,5561,28534,122,1,76,166241,"JP-45"
"Kagoshima","鹿児島県",54540,5767,47888,172,2,713,336381,"JP-46"
"Okinawa","沖縄県",142330,11491,130397,442,12,0,704970,"JP-47"
