"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",384051,5309,376791,2096,2,145,2395628,"JP-01"
"Aomori","青森県",63391,1911,61366,114,0,0,267589,"JP-02"
"Iwate","岩手県",38362,665,37600,97,0,0,302497,"JP-03"
"Miyagi","宮城県",94710,1560,92850,201,3,99,630837,"JP-04"
"Akita","秋田県",32202,304,31826,72,0,0,63889,"JP-05"
"Yamagata","山形県",30817,715,30005,97,0,0,202285,"JP-06"
"Fukushima","福島県",67038,734,66077,227,0,0,880727,"JP-07"
"Ibaraki","茨城県",166121,1539,164136,446,0,0,1380150,"JP-08"
"Tochigi","栃木県",94504,960,93267,277,1,0,779694,"JP-09"
"Gunma","群馬県",98824,1085,97416,323,0,0,682990,"JP-10"
"Saitama","埼玉県",574175,8291,564219,1665,2,0,2981066,"JP-11"
"Chiba","千葉県",467949,3912,456924,1796,1,5317,2212869,"JP-12"
"Tokyo","東京都",1612553,29853,1578120,4580,6,0,7273765,"JP-13"
"Kanagawa","神奈川県",787285,11642,773405,2238,7,0,3152340,"JP-14"
"Niigata","新潟県",76245,948,75206,91,0,0,694162,"JP-15"
"Toyama","富山県",40497,1141,39260,96,0,0,264566,"JP-16"
"Ishikawa","石川県",60697,1069,59407,198,1,23,517999,"JP-17"
"Fukui","福井県",39517,847,38624,46,0,0,344560,"JP-18"
"Yamanashi","山梨県",34751,493,34195,68,0,5,367347,"JP-19"
"Nagano","長野県",78178,817,77114,205,0,42,776630,"JP-20"
"Gifu","岐阜県",110027,2097,107358,347,1,225,948870,"JP-21"
"Shizuoka","静岡県",180734,3033,177229,421,0,51,1328793,"JP-22"
"Aichi","愛知県",573126,10265,560762,2099,1,0,2929780,"JP-23"
"Mie","三重県",88399,2035,88119,313,1,2068,565118,"JP-24"
"Shiga","滋賀県",96152,1501,94430,221,0,0,687113,"JP-25"
"Kyoto","京都府",214083,3407,209646,749,17,281,876076,"JP-26"
"Osaka","大阪府",1022016,18522,998283,5211,3,0,7521384,"JP-27"
"Hyogo","兵庫県",447349,6770,438327,2252,2,0,1654654,"JP-28"
"Nara","奈良県",96884,1420,95072,392,1,0,545637,"JP-29"
"Wakayama","和歌山県",45393,1171,43892,118,0,212,182117,"JP-30"
"Tottori","鳥取県",16883,812,15846,20,0,205,429781,"JP-31"
"Shimane","島根県",21085,2881,18187,17,0,0,234585,"JP-32"
"Okayama","岡山県",105301,1210,102840,252,1,999,624097,"JP-33"
"Hiroshima","広島県",170317,3768,166054,495,1,0,2003045,"JP-34"
"Yamaguchi","山口県",49905,1521,48203,181,0,0,611547,"JP-35"
"Tokushima","徳島県",24788,570,24135,85,0,2,230693,"JP-36"
"Kagawa","香川県",51252,762,50362,128,0,0,293788,"JP-37"
"Ehime","愛媛県",45734,2284,43307,143,0,0,392669,"JP-38"
"Kochi","高知県",31073,1032,29925,116,1,0,323703,"JP-39"
"Fukuoka","福岡県",453751,8412,437569,1276,0,6494,2851841,"JP-40"
"Saga","佐賀県",58477,2348,53332,110,0,2687,298530,"JP-41"
"Nagasaki","長崎県",67165,2815,64236,126,0,12,442652,"JP-42"
"Kumamoto","熊本県",114291,5550,108435,306,0,0,305912,"JP-43"
"Oita","大分県",59170,1756,57249,165,0,0,629034,"JP-44"
"Miyazaki","宮崎県",59677,2070,57375,147,0,85,195546,"JP-45"
"Kagoshima","鹿児島県",95275,3120,91634,210,0,311,474455,"JP-46"
"Okinawa","沖縄県",258661,12273,245839,491,8,58,935308,"JP-47"
