都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1269511,3964610,18352,7,717238,4168,529753
青森県,262861,415661,4509,4,151129,558,106665
岩手県,213906,629948,3375,1,103563,476,106492
宮城県,492101,1169773,22218,13,204624,791,264468
秋田県,186081,81563,8792,3,89825,512,86952
山形県,209517,347301,6916,0,90443,326,111832
福島県,364985,1156057,3568,5,180682,507,180228
茨城県,572080,1985898,21105,21,301424,1046,248505
栃木県,379119,1151129,5912,13,215803,852,156552
群馬県,400416,1126185,8412,11,225131,881,165992
埼玉県,1683321,4797538,19653,36,1160893,3119,499656
千葉県,1354319,3392797,18981,23,904076,3139,428123
東京都,4134941,11172240,53477,54,3093983,7056,980425
神奈川県,2073090,6153939,63461,64,1450734,3688,555207
新潟県,417926,1201002,6721,8,223993,304,186908
富山県,215066,451947,3394,9,123822,269,87581
石川県,254630,763788,4135,2,155716,419,94360
福井県,181736,542361,2178,1,110918,158,68482
山梨県,169105,714668,1641,1,93672,275,73517
長野県,408679,1332836,17760,4,388721,728,1470
岐阜県,486536,1625193,922,5,284881,912,199821
静岡県,756698,2249151,9242,6,478956,999,267501
愛知県,1942051,5065200,70948,30,1848018,3647,19438
三重県,401189,1035452,10469,9,226621,760,163339
滋賀県,339395,1191046,5658,6,225722,517,107498
京都府,629452,1440534,13587,71,459222,1366,155277
大阪府,2657023,11538638,97586,72,2032077,7412,519948
兵庫県,1346049,2465506,14159,30,986750,3328,341812
奈良県,317246,901217,30172,14,195268,692,91114
和歌山県,211768,319456,310,8,129448,413,81597
鳥取県,123311,1017192,9335,0,44778,187,69011
島根県,148788,466454,5749,0,141073,223,1743
岡山県,439686,1090285,15355,13,397010,657,26664
広島県,716324,3307341,16732,16,409656,1077,288859
山口県,274721,1055687,3216,3,158495,600,112410
徳島県,144980,402893,1609,1,90741,313,52317
香川県,224760,506483,3301,8,138120,490,82849
愛媛県,279326,857285,4113,5,156705,501,118007
高知県,149216,494109,5171,9,94023,458,49564
福岡県,1461361,3918607,31425,17,1029285,2518,398133
佐賀県,239230,377021,13123,3,125171,385,100551
長崎県,305015,996723,24013,2,177499,464,103039
熊本県,489823,540288,8127,29,320699,991,160006
大分県,272367,1009928,2500,1,172076,526,97265
宮崎県,290231,238860,4126,5,189320,578,96207
鹿児島県,398484,873634,11930,13,286186,665,99703
沖縄県,558163,1329413,10926,9,494076,841,52320
