"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",992164,18766,717238,3023,12,253137,3599612,"JP-01"
"Aomori","青森県",186180,4432,151129,365,1,30254,415661,"JP-02"
"Iwate","岩手県",140642,3368,103563,240,1,33471,533940,"JP-03"
"Miyagi","宮城県",330112,22244,204624,476,8,102768,1018553,"JP-04"
"Akita","秋田県",132171,8785,89825,298,2,33263,77609,"JP-05"
"Yamagata","山形県",150013,6811,90443,239,0,52520,316099,"JP-06"
"Fukushima","福島県",242827,3568,180682,324,1,58253,1156057,"JP-07"
"Ibaraki","茨城県",417423,20445,301424,748,5,94806,1985898,"JP-08"
"Tochigi","栃木県",265145,5597,215803,564,4,43181,1032294,"JP-09"
"Gunma","群馬県",280964,8304,225131,563,6,46966,990410,"JP-10"
"Saitama","埼玉県",1316405,18830,1160893,2552,19,134130,4260193,"JP-11"
"Chiba","千葉県",1042669,16758,904076,2707,6,119128,3103835,"JP-12"
"Tokyo","東京都",3423821,51315,3093983,6108,19,272415,10047918,"JP-13"
"Kanagawa","神奈川県",1644037,37589,1450734,3122,24,152592,5298346,"JP-14"
"Niigata","新潟県",289308,6698,223993,191,4,58426,1060201,"JP-15"
"Toyama","富山県",155923,3372,123822,194,0,28535,398349,"JP-16"
"Ishikawa","石川県",190271,4056,155716,306,1,30193,763788,"JP-17"
"Fukui","福井県",131916,2011,110918,107,1,18880,486909,"JP-18"
"Yamanashi","山梨県",117021,1593,93672,178,0,21578,614030,"JP-19"
"Nagano","長野県",284052,18483,264162,395,1,1012,1161533,"JP-20"
"Gifu","岐阜県",342604,646,284881,662,0,56415,1420247,"JP-21"
"Shizuoka","静岡県",554145,8337,478956,795,2,66057,1994357,"JP-22"
"Aichi","愛知県",1502824,36170,1457311,3035,19,6308,4440883,"JP-23"
"Mie","三重県",288199,10240,226621,565,1,50773,897859,"JP-24"
"Shiga","滋賀県",261471,5437,225722,376,2,29936,1041995,"JP-25"
"Kyoto","京都府",512190,13261,459222,1144,32,38563,1289926,"JP-26"
"Osaka","大阪府",2241784,42222,2032077,6698,27,160787,10496365,"JP-27"
"Hyogo","兵庫県",1084158,13322,986750,2963,11,81123,2465506,"JP-28"
"Nara","奈良県",248684,29953,195268,572,8,22891,799920,"JP-29"
"Wakayama","和歌山県",152923,234,129448,279,2,22962,319456,"JP-30"
"Tottori","鳥取県",76493,9259,44778,99,0,22357,819906,"JP-31"
"Shimane","島根県",99698,3606,95741,108,2,243,403929,"JP-32"
"Okayama","岡山県",315179,8253,300660,444,5,5822,951038,"JP-33"
"Hiroshima","広島県",505999,16287,409656,830,6,79226,2919519,"JP-34"
"Yamaguchi","山口県",188721,3022,158495,412,0,26792,891635,"JP-35"
"Tokushima","徳島県",104213,1419,90741,196,0,11857,363936,"JP-36"
"Kagawa","香川県",162428,2773,138120,316,1,21219,444912,"JP-37"
"Ehime","愛媛県",185739,3885,156705,313,2,24836,708326,"JP-38"
"Kochi","高知県",109453,5050,94023,318,2,10062,494109,"JP-39"
"Fukuoka","福岡県",1147325,27176,1029285,2071,5,88793,3918607,"JP-40"
"Saga","佐賀県",171477,12875,125171,253,1,33178,377021,"JP-41"
"Nagasaki","長崎県",230852,21627,177499,345,1,31381,847570,"JP-42"
"Kumamoto","熊本県",358958,7153,320699,679,7,30427,540288,"JP-43"
"Oita","大分県",193367,2208,172076,400,1,18683,986381,"JP-44"
"Miyazaki","宮崎県",210669,3838,189320,397,1,17114,238860,"JP-45"
"Kagoshima","鹿児島県",316022,1741,286186,556,1,27539,773273,"JP-46"
"Okinawa","沖縄県",515421,2440,494076,812,5,18093,1251019,"JP-47"
