都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1349150,3964610,17395,3,717238,4577,609940
青森県,281275,415661,4162,0,151129,651,125333
岩手県,236061,729644,3175,1,103563,618,128705
宮城県,540301,1338481,21138,1,204624,962,313577
秋田県,201657,81563,8352,0,89825,602,102878
山形県,228996,378449,6472,0,90443,364,131717
福島県,407430,1156057,3568,0,180682,851,222329
茨城県,639419,2491785,19622,1,301424,1298,317075
栃木県,424918,1299707,5253,0,215803,1080,202782
群馬県,442253,1288904,7742,0,225131,1101,208279
埼玉県,1804532,5341967,17441,2,1160893,3989,622209
千葉県,1469297,3917683,15797,3,904076,3930,545494
東京都,4358684,12405445,47362,6,3093983,8082,1209257
神奈川県,2225652,7357121,3943,2,1450734,4320,766655
新潟県,460967,1362808,6361,1,223993,447,230166
富山県,238033,513188,3087,1,123822,319,110805
石川県,280381,763788,3875,0,155716,516,120274
福井県,201369,616392,1834,0,110918,199,88418
山梨県,192071,828906,1159,1,93672,417,96823
長野県,462735,1523559,1307,0,461201,880,653
岐阜県,544286,1888951,64,0,284881,1119,258222
静岡県,869079,2615164,8049,1,478956,1406,380668
愛知県,2115546,5962502,2766,3,2107612,4328,840
三重県,461875,1201545,10041,0,226621,1058,224155
滋賀県,374869,1402755,5225,0,225722,678,143244
京都府,680155,1605308,12836,10,459222,1661,206436
大阪府,2837107,13149165,15607,7,2032077,8527,780896
兵庫県,1471537,2465506,12827,1,986750,3900,468060
奈良県,347387,1043971,29827,0,195268,874,121418
和歌山県,240308,319456,35,3,129448,526,110299
鳥取県,143124,1178623,9146,0,44778,267,88933
島根県,169265,551292,313,0,168582,301,69
岡山県,492328,1266338,525,1,490459,856,488
広島県,806220,3360963,15843,2,409656,1367,379354
山口県,315569,1235584,2887,0,158495,754,153433
徳島県,167510,472552,1286,0,90741,421,75062
香川県,253926,582338,2565,1,138120,622,112619
愛媛県,317515,1015953,3705,1,156705,696,156409
高知県,169703,494109,4980,0,94023,600,70100
福岡県,1589921,3918607,26404,1,1029285,3193,531039
佐賀県,261619,377021,12722,0,125171,494,123232
長崎県,337438,1193942,21248,0,177499,646,138045
熊本県,535987,540288,6744,1,320699,1311,207233
大分県,304334,1009928,2097,0,172076,775,129386
宮崎県,320814,238860,3760,0,189320,777,126957
鹿児島県,443461,948553,284,1,286186,891,156100
沖縄県,579621,1449153,1178,0,494076,1013,83354
