都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1264817,3964610,18364,8,717238,4159,525056
青森県,261435,415661,4505,4,151129,553,105248
岩手県,212082,629165,3374,0,103563,469,104676
宮城県,489405,1167956,22176,13,204624,784,261821
秋田県,184879,81376,8800,3,89825,510,85744
山形県,208353,347301,6903,0,90443,322,110685
福島県,361929,1156057,3568,3,180682,487,177192
茨城県,570599,1985898,21079,22,301424,1037,247059
栃木県,375930,1150811,5901,13,215803,845,153381
群馬県,396875,1126185,8399,12,225131,876,162469
埼玉県,1673597,4785557,19660,38,1160893,3090,489954
千葉県,1345250,3392797,18924,23,904076,3119,419131
東京都,4118169,11055720,53569,56,3093983,7025,963592
神奈川県,2063192,6139287,61701,66,1450734,3683,547074
新潟県,415038,1195030,6787,6,223993,297,183961
富山県,213515,447462,3420,8,123822,265,86008
石川県,252484,763788,4126,2,155716,415,92227
福井県,180597,542361,2159,1,110918,157,67363
山梨県,167426,714668,1621,0,93672,270,71863
長野県,406528,1324543,17768,5,387402,720,638
岐阜県,481135,1625047,901,3,284881,903,194450
静岡県,750948,2230789,9233,5,478956,997,261762
愛知県,1926133,5040236,71157,30,1843766,3647,7563
三重県,399783,993801,10449,9,226621,756,161957
滋賀県,336483,1190130,5655,6,225722,516,104590
京都府,625765,1439533,13598,65,459222,1357,151588
大阪府,2642999,11525396,96579,73,2032077,7386,506957
兵庫県,1338861,2465506,14114,29,986750,3315,334682
奈良県,315275,893320,30152,16,195268,687,89168
和歌山県,210155,319456,304,7,129448,413,79990
鳥取県,121913,1006227,9326,0,44778,182,67627
島根県,147053,466454,6344,0,140061,215,433
岡山県,435838,1045577,15355,13,397010,640,22833
広島県,713607,3303453,16711,15,409656,1071,286169
山口県,271112,1055687,3220,4,158495,593,108804
徳島県,143083,402624,1618,1,90741,309,50415
香川県,221952,501365,3277,6,138120,483,80072
愛媛県,275625,856087,4109,5,156705,496,114315
高知県,147675,494109,5178,9,94023,456,48018
福岡県,1450541,3918607,31434,17,1029285,2503,387319
佐賀県,236484,377021,13131,3,125171,379,97803
長崎県,301774,987140,23963,3,177499,460,99852
熊本県,484331,540288,8025,32,320699,982,154625
大分県,269871,1009928,2493,1,172076,523,94779
宮崎県,286535,238860,4122,3,189320,569,92524
鹿児島県,394363,871973,12112,11,286186,649,95416
沖縄県,556316,1327804,10871,7,494076,841,50528
