都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1273644,3964610,18344,8,717238,4191,533871
青森県,263984,415661,4506,3,151129,558,107791
岩手県,214998,631464,3378,1,103563,482,107575
宮城県,494958,1177317,22142,12,204624,805,267387
秋田県,186721,81563,8796,4,89825,513,87587
山形県,210349,350579,6880,0,90443,329,112697
福島県,367161,1156057,3568,5,180682,507,182404
茨城県,577009,1985898,20992,22,301424,1056,253537
栃木県,381720,1153150,5876,12,215803,867,159174
群馬県,403039,1139480,8396,13,225131,892,168620
埼玉県,1690844,4816481,19643,41,1160893,3146,507162
千葉県,1361242,3484227,18962,37,904076,3157,435047
東京都,4148368,11191239,53372,49,3093983,7085,993928
神奈川県,2082427,6223045,63292,56,1450734,3697,564704
新潟県,420099,1205387,6702,6,223993,311,189093
富山県,216283,453889,3376,7,123822,271,88814
石川県,256078,763788,4142,3,155716,425,95795
福井県,182949,549642,2171,1,110918,160,69700
山梨県,170470,714668,1582,1,93672,280,74936
長野県,411133,1342314,18418,6,390214,732,1769
岐阜県,489720,1638043,910,7,284881,918,203011
静岡県,765887,2263564,9314,11,478956,1023,276594
愛知県,1955321,5079719,69469,31,1852851,3664,29337
三重県,406646,1035452,10456,8,226621,779,168790
滋賀県,341449,1193789,5666,6,225722,523,109538
京都府,632925,1444227,13551,67,459222,1373,158779
大阪府,2668489,11558598,105252,85,2032077,7443,523717
兵庫県,1356275,2465506,14176,36,986750,3349,352000
奈良県,319165,906307,30179,15,195268,693,93025
和歌山県,213967,319456,283,12,129448,417,83819
鳥取県,124546,1021018,9336,0,44778,189,70243
島根県,149874,466454,5891,0,142664,225,1094
岡山県,443660,1090285,15355,13,397010,668,30627
広島県,723510,3307341,16736,15,409656,1081,296037
山口県,277366,1086364,3226,4,158495,605,115040
徳島県,146317,403322,1589,3,90741,315,53672
香川県,226502,507084,3256,6,138120,494,84632
愛媛県,281642,860986,4057,5,156705,512,120368
高知県,150292,494109,5169,8,94023,471,50629
福岡県,1472561,3918607,31339,19,1029285,2563,409374
佐賀県,241289,377021,13113,4,125171,391,102614
長崎県,307858,1001417,23961,2,177499,469,105929
熊本県,493448,540288,8050,28,320699,1009,163690
大分県,275098,1009928,2487,1,172076,534,100001
宮崎県,293060,238860,4120,6,189320,596,99024
鹿児島県,401955,878806,12638,12,286186,672,102459
沖縄県,559757,1331401,11738,6,494076,841,53102
