"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1188520,18672,717238,3813,8,448797,3964610,"JP-01"
"Aomori","青森県",238386,4868,151129,488,5,81901,415661,"JP-02"
"Iwate","岩手県",187912,3414,103563,356,1,80579,592937,"JP-03"
"Miyagi","宮城県",433876,22300,204624,642,15,206310,1115539,"JP-04"
"Akita","秋田県",169830,8893,89825,417,2,70695,80766,"JP-05"
"Yamagata","山形県",191122,6884,90443,287,0,93508,338870,"JP-06"
"Fukushima","福島県",320720,3568,180682,412,5,136058,1156057,"JP-07"
"Ibaraki","茨城県",502114,20903,301424,904,18,178883,1985898,"JP-08"
"Tochigi","栃木県",332604,5776,215803,686,8,110339,1103689,"JP-09"
"Gunma","群馬県",350309,8462,225131,715,6,116001,1076054,"JP-10"
"Saitama","埼玉県",1524214,19585,1160893,2809,25,340927,4572464,"JP-11"
"Chiba","千葉県",1214143,18072,904076,2866,16,289129,3279837,"JP-12"
"Tokyo","東京都",3824262,53760,3093983,6541,44,669978,10663870,"JP-13"
"Kanagawa","神奈川県",1884764,67917,1450734,3380,50,362733,5811138,"JP-14"
"Niigata","新潟県",372654,6774,223993,256,5,141631,1153544,"JP-15"
"Toyama","富山県",192978,3522,123822,229,6,65405,429234,"JP-16"
"Ishikawa","石川県",227469,4121,155716,353,4,67279,763788,"JP-17"
"Fukui","福井県",159604,2104,110918,135,1,46447,524388,"JP-18"
"Yamanashi","山梨県",145254,1463,93672,225,0,49894,672973,"JP-19"
"Nagano","長野県",361415,17263,340560,588,9,3004,1268606,"JP-20"
"Gifu","岐阜県",418355,838,284881,790,6,131846,1544752,"JP-21"
"Shizuoka","静岡県",646492,8845,478956,869,5,157822,2146200,"JP-22"
"Aichi","愛知県",1741417,64775,1645768,3321,28,27553,4821405,"JP-23"
"Mie","三重県",342056,10365,226621,637,4,104433,974646,"JP-24"
"Shiga","滋賀県",304250,5650,225722,443,4,72435,1134246,"JP-25"
"Kyoto","京都府",573098,13462,459222,1230,89,99184,1370021,"JP-26"
"Osaka","大阪府",2443633,83339,2032077,6958,51,321259,11062902,"JP-27"
"Hyogo","兵庫県",1208322,13959,986750,3104,22,204509,2465506,"JP-28"
"Nara","奈良県",284538,30090,195268,636,15,58544,859239,"JP-29"
"Wakayama","和歌山県",178980,266,129448,338,8,48928,319456,"JP-30"
"Tottori","鳥取県",100352,9326,44778,138,0,46110,934253,"JP-31"
"Shimane","島根県",125444,6730,116894,157,3,1663,440927,"JP-32"
"Okayama","岡山県",375995,15110,341859,529,6,18497,1025328,"JP-33"
"Hiroshima","広島県",609571,16585,409656,958,8,182372,3144422,"JP-34"
"Yamaguchi","山口県",222800,3198,158495,477,3,60630,981359,"JP-35"
"Tokushima","徳島県",122599,1533,90741,252,3,30073,388139,"JP-36"
"Kagawa","香川県",190357,3060,138120,380,4,48797,478458,"JP-37"
"Ehime","愛媛県",228596,4004,156705,377,4,67510,783931,"JP-38"
"Kochi","高知県",128371,5174,94023,361,3,28813,494109,"JP-39"
"Fukuoka","福岡県",1287156,29505,1029285,2197,6,226169,3918607,"JP-40"
"Saga","佐賀県",202869,13034,125171,302,2,64362,377021,"JP-41"
"Nagasaki","長崎県",261984,22358,177499,388,4,61739,930496,"JP-42"
"Kumamoto","熊本県",417683,7851,320699,786,13,88347,540288,"JP-43"
"Oita","大分県",227764,2337,172076,447,4,52904,1009928,"JP-44"
"Miyazaki","宮崎県",239832,4001,189320,445,1,46066,238860,"JP-45"
"Kagoshima","鹿児島県",343576,5335,286186,570,2,51485,809430,"JP-46"
"Okinawa","沖縄県",533018,4794,494076,834,4,33314,1295633,"JP-47"
